Handle,Variant SKU,vendor_ATUAL,vendor_SUGERIDO,motivo,productType
2-galvanized-union,GAIF-200-UNI-G,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - conexao,Galvanized Iron Fittings
2-x-1-2-galvanized-bushing-mpt-x-fpt,GAIF-200.050-BSH-G,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - conexao,Galvanized Iron Fittings
2-x-1-2-galvanized-reducing-coupling,GAIF-200.050-CPL-G,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - conexao,Galvanized Iron Fittings
2-x-2-x-1-2-galvanized-tee,GAIF-200.050-TEE-G,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - conexao,Galvanized Iron Fittings
2-x-3-4-galvanized-bushing-mpt-x-fpt,GAIF-200.075-BSH-G,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - conexao,Galvanized Iron Fittings
2-x-3-4-galvanized-reducing-coupling,GAIF-200.075-CPL-G,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - conexao,Galvanized Iron Fittings
2-x-2-x-3-4-galvanized-tee,GAIF-200.075-TEE-G,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - conexao,Galvanized Iron Fittings
2-x-1-galvanized-bushing-mpt-x-fpt,GAIF-200.100-BSH-G,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - conexao,Galvanized Iron Fittings
2-x-1-galvanized-reducing-coupling,GAIF-200.100-CPL-G,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - conexao,Galvanized Iron Fittings
2-x-2-x-1-galvanized-tee,GAIF-200.100-TEE-G,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - conexao,Galvanized Iron Fittings
2-x-1-1-4-galvanized-bushing-mpt-x-fpt,GAIF-200.125-BSH-G,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - conexao,Galvanized Iron Fittings
2-x-1-1-4-galvanized-reducing-coupling,GAIF-200.125-CPL-G,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - conexao,Galvanized Iron Fittings
2-x-1-1-2-galvanized-bushing-mpt-x-fpt,GAIF-200.150-BSH-G,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - conexao,Galvanized Iron Fittings
2-x-1-1-2-galvanized-reducing-coupling,GAIF-200.150-CPL-G,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - conexao,Galvanized Iron Fittings
2-x-2-x-1-1-2-galvanized-tee,GAIF-200.150-TEE-G,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - conexao,Galvanized Iron Fittings
2-1-2-galvanized-elbow-90,GAIF-250-90EL-G,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - conexao,Galvanized Iron Fittings
2-1-2-galvanized-cap,GAIF-250-CAP-G,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - conexao,Galvanized Iron Fittings
2-1-2-galvanized-tee,GAIF-250-TEE-G,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - conexao,Galvanized Iron Fittings
2-1-2-galvanized-union,GAIF-250-UNI-G,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - conexao,Galvanized Iron Fittings
2-1-2-x-2-galvanized-bushing-mpt-x-fpt,GAIF-250.200-BSH-G,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - conexao,Galvanized Iron Fittings
2-1-2-x-2-galvanized-reducing-coupling,GAIF-250.200-CPL-G,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - conexao,Galvanized Iron Fittings
3-galvanized-elbow-90,GAIF-300-90EL-G,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - conexao,Galvanized Iron Fittings
3-galvanized-coupling,GAIF-300-CPL-G,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - conexao,Galvanized Iron Fittings
3-galvanized-street-elbow-90,GAIF-300-ST90-G,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - conexao,Galvanized Iron Fittings
3-galvanized-tee,GAIF-300-TEE-G,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - conexao,Galvanized Iron Fittings
3-galvanized-union,GAIF-300-UNI-G,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - conexao,Galvanized Iron Fittings
3-x-2-galvanized-reducing-coupling,GAIF-300.200-CPL-G,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - conexao,Galvanized Iron Fittings
1-8-x-2-galvanized-nipple,GAPN-018-2,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - nipple,Galvanized Nipples
1-8-x-3-galvanized-nipple,GAPN-018-3,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - nipple,Galvanized Nipples
1-8-x-6-galvanized-nipple,GAPN-018-6,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - nipple,Galvanized Nipples
1-8-x-close-galvanized-nipple,GAPN-018-CLS,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - nipple,Galvanized Nipples
1-4-x-2-galvanized-nipple,GAPN-025-2,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - nipple,Galvanized Nipples
1-4-x-3-galvanized-nipple,GAPN-025-3,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - nipple,Galvanized Nipples
1-4-x-6-galvanized-nipple,GAPN-025-6,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - nipple,Galvanized Nipples
1-4-x-close-galvanized-nipple,GAPN-025-CLS,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - nipple,Galvanized Nipples
3-8-x-1-1-2-galvanized-nipple,GAPN-038-1.5,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - nipple,Galvanized Nipples
3-8-x-close-galvanized-nipple,GAPN-038-CLS,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - nipple,Galvanized Nipples
1-2-x-1-1-2-galvanized-nipple,GAPN-050-1.5,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - nipple,Galvanized Nipples
1-2-x-10-galvanized-nipple,GAPN-050-10,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - nipple,Galvanized Nipples
1-2-x-12-galvanized-nipple,GAPN-050-12,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - nipple,Galvanized Nipples
1-2-x-2-galvanized-nipple,GAPN-050-2,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - nipple,Galvanized Nipples
1-2-x-2-1-2-galvanized-nipple,GAPN-050-2.5,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - nipple,Galvanized Nipples
1-2-x-24-galvanized-nipple,GAPN-050-24,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - nipple,Galvanized Nipples
1-2-x-3-galvanized-nipple,GAPN-050-3,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - nipple,Galvanized Nipples
1-2-x-3-1-2-galvanized-nipple,GAPN-050-3.5,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - nipple,Galvanized Nipples
1-2-x-4-galvanized-nipple,GAPN-050-4,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - nipple,Galvanized Nipples
1-2-x-4-1-2-galvanized-nipple,GAPN-050-4.5,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - nipple,Galvanized Nipples
1-2-x-5-galvanized-nipple,GAPN-050-5,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - nipple,Galvanized Nipples
1-2-x-5-1-2-galvanized-nipple,GAPN-050-5.5,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - nipple,Galvanized Nipples
1-2-x-6-galvanized-nipple,GAPN-050-6,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - nipple,Galvanized Nipples
1-2-x-8-galvanized-nipple,GAPN-050-8,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - nipple,Galvanized Nipples
1-2-x-close-galvanized-nipple,GAPN-050-CLS,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - nipple,Galvanized Nipples
3-4-x-1-1-2-galvanized-nipple,GAPN-075-1.5,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - nipple,Galvanized Nipples
3-4-x-10-galvanized-nipple,GAPN-075-10,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - nipple,Galvanized Nipples
3-4-x-12-galvanized-nipple,GAPN-075-12,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - nipple,Galvanized Nipples
3-4-x-18-galvanized-nipple,GAPN-075-18,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - nipple,Galvanized Nipples
3-4-x-2-galvanized-nipple,GAPN-075-2,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - nipple,Galvanized Nipples
3-4-x-2-1-2-galvanized-nipple,GAPN-075-2.5,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - nipple,Galvanized Nipples
3-4-x-24-galvanized-nipple,GAPN-075-24,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - nipple,Galvanized Nipples
3-4-x-3-galvanized-nipple,GAPN-075-3,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - nipple,Galvanized Nipples
3-4-x-3-1-2-galvanized-nipple,GAPN-075-3.5,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - nipple,Galvanized Nipples
3-4-x-4-galvanized-nipple,GAPN-075-4,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - nipple,Galvanized Nipples
3-4-x-4-1-2-galvanized-nipple,GAPN-075-4.5,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - nipple,Galvanized Nipples
3-4-x-48-galvanized-nipple,GAPN-075-48,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - nipple,Galvanized Nipples
3-4-x-5-galvanized-nipple,GAPN-075-5,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - nipple,Galvanized Nipples
3-4-x-5-1-2-galvanized-nipple,GAPN-075-5.5,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - nipple,Galvanized Nipples
3-4-x-6-galvanized-nipple,GAPN-075-6,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - nipple,Galvanized Nipples
3-4-x-8-galvanized-nipple,GAPN-075-8,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - nipple,Galvanized Nipples
3-4-x-close-galvanized-nipple,GAPN-075-CLS,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - nipple,Galvanized Nipples
1-x-10-galvanized-nipple,GAPN-100-10,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - nipple,Galvanized Nipples
1-x-12-galvanized-nipple,GAPN-100-12,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - nipple,Galvanized Nipples
1-x-2-galvanized-nipple,GAPN-100-2,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - nipple,Galvanized Nipples
1-x-2-1-2-galvanized-nipple,GAPN-100-2.5,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - nipple,Galvanized Nipples
1-x-3-galvanized-nipple,GAPN-100-3,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - nipple,Galvanized Nipples
1-x-3-1-2-galvanized-nipple,GAPN-100-3.5,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - nipple,Galvanized Nipples
1-x-4-galvanized-nipple,GAPN-100-4,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - nipple,Galvanized Nipples
1-x-4-1-2-galvanized-nipple,GAPN-100-4.5,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - nipple,Galvanized Nipples
1-x-5-galvanized-nipple,GAPN-100-5,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - nipple,Galvanized Nipples
1-x-5-1-2-galvanized-nipple,GAPN-100-5.5,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - nipple,Galvanized Nipples
1-x-6-galvanized-nipple,GAPN-100-6,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - nipple,Galvanized Nipples
1-x-8-galvanized-nipple,GAPN-100-8,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - nipple,Galvanized Nipples
1-x-close-galvanized-nipple,GAPN-100-CLS,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - nipple,Galvanized Nipples
1-1-4-x-10-galvanized-nipple,GAPN-125-10,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - nipple,Galvanized Nipples
1-1-4-x-12-galvanized-nipple,GAPN-125-12,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - nipple,Galvanized Nipples
1-1-4-x-2-galvanized-nipple,GAPN-125-2,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - nipple,Galvanized Nipples
1-1-4-x-2-1-2-galvanized-nipple,GAPN-125-2.5,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - nipple,Galvanized Nipples
1-1-4-x-3-galvanized-nipple,GAPN-125-3,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - nipple,Galvanized Nipples
1-1-4-x-3-1-2-galvanized-nipple,GAPN-125-3.5,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - nipple,Galvanized Nipples
1-1-4-x-4-galvanized-nipple,GAPN-125-4,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - nipple,Galvanized Nipples
1-1-4-x-4-1-2-galvanized-nipple,GAPN-125-4.5,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - nipple,Galvanized Nipples
1-1-4-x-5-galvanized-nipple,GAPN-125-5,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - nipple,Galvanized Nipples
1-1-4-x-5-1-2-galvanized-nipple,GAPN-125-5.5,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - nipple,Galvanized Nipples
1-1-4-x-6-galvanized-nipple,GAPN-125-6,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - nipple,Galvanized Nipples
1-1-4-x-8-galvanized-nipple,GAPN-125-8,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - nipple,Galvanized Nipples
1-1-4-x-close-galvanized-nipple,GAPN-125-CLS,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - nipple,Galvanized Nipples
1-1-2-x-10-galvanized-nipple,GAPN-150-10,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - nipple,Galvanized Nipples
1-1-2-x-2-galvanized-nipple,GAPN-150-2,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - nipple,Galvanized Nipples
1-1-2-x-2-1-2-galvanized-nipple,GAPN-150-2.5,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - nipple,Galvanized Nipples
1-1-2-x-3-galvanized-nipple,GAPN-150-3,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - nipple,Galvanized Nipples
1-1-2-x-3-1-2-galvanized-nipple,GAPN-150-3.5,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - nipple,Galvanized Nipples
1-1-2-x-4-galvanized-nipple,GAPN-150-4,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - nipple,Galvanized Nipples
1-1-2-x-4-1-2-galvanized-nipple,GAPN-150-4.5,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - nipple,Galvanized Nipples
1-1-2-x-5-galvanized-nipple,GAPN-150-5,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - nipple,Galvanized Nipples
1-1-2-x-5-1-2-galvanized-nipple,GAPN-150-5.5,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - nipple,Galvanized Nipples
1-1-2-x-6-galvanized-nipple,GAPN-150-6,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - nipple,Galvanized Nipples
1-1-2-x-8-galvanized-nipple,GAPN-150-8,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - nipple,Galvanized Nipples
1-1-2-x-close-galvanized-nipple,GAPN-150-CLS,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - nipple,Galvanized Nipples
2-x-12-galvanized-nipple,GAPN-200-12,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - nipple,Galvanized Nipples
2-x-2-1-2-galvanized-nipple,GAPN-200-2.5,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - nipple,Galvanized Nipples
2-x-3-galvanized-nipple,GAPN-200-3,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - nipple,Galvanized Nipples
2-x-3-1-2-galvanized-nipple,GAPN-200-3.5,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - nipple,Galvanized Nipples
2-x-4-galvanized-nipple,GAPN-200-4,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - nipple,Galvanized Nipples
2-x-4-1-2-galvanized-nipple,GAPN-200-4.5,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - nipple,Galvanized Nipples
2-x-5-galvanized-nipple,GAPN-200-5,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - nipple,Galvanized Nipples
2-x-5-1-2-galvanized-nipple,GAPN-200-5.5,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - nipple,Galvanized Nipples
2-x-6-galvanized-nipple,GAPN-200-6,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - nipple,Galvanized Nipples
2-x-8-galvanized-nipple,GAPN-200-8,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - nipple,Galvanized Nipples
2-x-close-galvanized-nipple,GAPN-200-CLS,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - nipple,Galvanized Nipples
2-1-2-x-3-galvanized-nipple,GAPN-250-3,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - nipple,Galvanized Nipples
2-1-2-x-4-galvanized-nipple,GAPN-250-4,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - nipple,Galvanized Nipples
2-1-2-x-6-galvanized-nipple,GAPN-250-6,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - nipple,Galvanized Nipples
2-1-2-x-close-galvanized-nipple,GAPN-250-CLS,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - nipple,Galvanized Nipples
3-x-12-galvanized-nipple,GAPN-300-12,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - nipple,Galvanized Nipples
3-x-3-1-2-galvanized-nipple,GAPN-300-3.5,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - nipple,Galvanized Nipples
3-x-6-galvanized-nipple,GAPN-300-6,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - nipple,Galvanized Nipples
3-x-close-galvanized-nipple,GAPN-300-CLS,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - nipple,Galvanized Nipples
4-x-4-galvanized-nipple,GAPN-400-4,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - nipple,Galvanized Nipples
4-x-6-galvanized-nipple,GAPN-400-6,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - nipple,Galvanized Nipples
1-2-coupling-316-stainless-steel-press,GVLF-407-050-E-316,Tyler Pipe Company,Gruvlok,"prefixo GVLF e Gruvlok; Tyler Pipe faz ferro fundido, nao press inox",Press Fittings - Stainless Steel
3-4-coupling-316-stainless-steel-press,GVLF-407-075-E-316,Tyler Pipe Company,Gruvlok,"prefixo GVLF e Gruvlok; Tyler Pipe faz ferro fundido, nao press inox",Press Fittings - Stainless Steel
1-coupling-316-stainless-steel-press,GVLF-407-100-E-316,Tyler Pipe Company,Gruvlok,"prefixo GVLF e Gruvlok; Tyler Pipe faz ferro fundido, nao press inox",Press Fittings - Stainless Steel
1-1-2-coupling-316-stainless-steel-press,GVLF-407-150-E-316,Tyler Pipe Company,Gruvlok,"prefixo GVLF e Gruvlok; Tyler Pipe faz ferro fundido, nao press inox",Press Fittings - Stainless Steel
2-coupling-316-stainless-steel-press,GVLF-407-200-E-316,Tyler Pipe Company,Gruvlok,"prefixo GVLF e Gruvlok; Tyler Pipe faz ferro fundido, nao press inox",Press Fittings - Stainless Steel
1-2-coupling-repair-316-stainless-steel-press,GVLF-408-050-E-316,Tyler Pipe Company,Gruvlok,"prefixo GVLF e Gruvlok; Tyler Pipe faz ferro fundido, nao press inox",Press Fittings - Stainless Steel
3-4-coupling-repair-316-stainless-steel-press,GVLF-408-075-E-316,Tyler Pipe Company,Gruvlok,"prefixo GVLF e Gruvlok; Tyler Pipe faz ferro fundido, nao press inox",Press Fittings - Stainless Steel
1-coupling-repair-316-stainless-steel-press,GVLF-408-100-E-316,Tyler Pipe Company,Gruvlok,"prefixo GVLF e Gruvlok; Tyler Pipe faz ferro fundido, nao press inox",Press Fittings - Stainless Steel
1-1-2-coupling-repair-316-stainless-steel-press,GVLF-408-150-E-316,Tyler Pipe Company,Gruvlok,"prefixo GVLF e Gruvlok; Tyler Pipe faz ferro fundido, nao press inox",Press Fittings - Stainless Steel
2-coupling-repair-316-stainless-steel-press,GVLF-408-200-E-316,Tyler Pipe Company,Gruvlok,"prefixo GVLF e Gruvlok; Tyler Pipe faz ferro fundido, nao press inox",Press Fittings - Stainless Steel
1-2-tee-316-stainless-steel-press,GVLF-442-050-E-316,Tyler Pipe Company,Gruvlok,"prefixo GVLF e Gruvlok; Tyler Pipe faz ferro fundido, nao press inox",Press Fittings - Stainless Steel
3-4tee-tee-316-stainless-steel-press,GVLF-442-075-E-316,Tyler Pipe Company,Gruvlok,"prefixo GVLF e Gruvlok; Tyler Pipe faz ferro fundido, nao press inox",Press Fittings - Stainless Steel
1-tee-316-stainless-steel-press,GVLF-442-100-E-316,Tyler Pipe Company,Gruvlok,"prefixo GVLF e Gruvlok; Tyler Pipe faz ferro fundido, nao press inox",Press Fittings - Stainless Steel
1-1-2-tee-316-stainless-steel-press,GVLF-442-150-E-316,Tyler Pipe Company,Gruvlok,"prefixo GVLF e Gruvlok; Tyler Pipe faz ferro fundido, nao press inox",Press Fittings - Stainless Steel
2-tee-316-stainless-steel-press,GVLF-442-200-E-316,Tyler Pipe Company,Gruvlok,"prefixo GVLF e Gruvlok; Tyler Pipe faz ferro fundido, nao press inox",Press Fittings - Stainless Steel
1-2-90-elbow-street-316-stainless-steel-press,GVLF-467-050-E-316,Tyler Pipe Company,Gruvlok,"prefixo GVLF e Gruvlok; Tyler Pipe faz ferro fundido, nao press inox",Press Fittings - Stainless Steel
3-4-90-elbow-street-316-stainless-steel-press,GVLF-467-075-E-316,Tyler Pipe Company,Gruvlok,"prefixo GVLF e Gruvlok; Tyler Pipe faz ferro fundido, nao press inox",Press Fittings - Stainless Steel
1-90-elbow-street-316-stainless-steel-press,GVLF-467-100-E-316,Tyler Pipe Company,Gruvlok,"prefixo GVLF e Gruvlok; Tyler Pipe faz ferro fundido, nao press inox",Press Fittings - Stainless Steel
1-1-2-90-elbow-street-316-stainless-steel-press,GVLF-467-150-E-316,Tyler Pipe Company,Gruvlok,"prefixo GVLF e Gruvlok; Tyler Pipe faz ferro fundido, nao press inox",Press Fittings - Stainless Steel
2-90-elbow-street-316-stainless-steel-press,GVLF-467-200-E-316,Tyler Pipe Company,Gruvlok,"prefixo GVLF e Gruvlok; Tyler Pipe faz ferro fundido, nao press inox",Press Fittings - Stainless Steel
1-2-90-elbow-316-stainless-steel-press,GVLF-468-050-E-316,Tyler Pipe Company,Gruvlok,"prefixo GVLF e Gruvlok; Tyler Pipe faz ferro fundido, nao press inox",Press Fittings - Stainless Steel
3-4-90-elbow-316-stainless-steel-press,GVLF-468-075-E-316,Tyler Pipe Company,Gruvlok,"prefixo GVLF e Gruvlok; Tyler Pipe faz ferro fundido, nao press inox",Press Fittings - Stainless Steel
1-90-elbow-316-stainless-steel-press,GVLF-468-100-E-316,Tyler Pipe Company,Gruvlok,"prefixo GVLF e Gruvlok; Tyler Pipe faz ferro fundido, nao press inox",Press Fittings - Stainless Steel
1-1-2-90-elbow-316-stainless-steel-press,GVLF-468-150-E-316,Tyler Pipe Company,Gruvlok,"prefixo GVLF e Gruvlok; Tyler Pipe faz ferro fundido, nao press inox",Press Fittings - Stainless Steel
2-90-elbow-316-stainless-steel-press,GVLF-468-200-E-316,Tyler Pipe Company,Gruvlok,"prefixo GVLF e Gruvlok; Tyler Pipe faz ferro fundido, nao press inox",Press Fittings - Stainless Steel
3-4-ball-valve-316-stainless-steel-press,GVLF-469-075-E-316,Tyler Pipe Company,Gruvlok,"prefixo GVLF e Gruvlok; Tyler Pipe faz ferro fundido, nao press inox",Press Fittings - Stainless Steel
1-ball-valve-316-stainless-steel-press,GVLF-469-100-E-316,Tyler Pipe Company,Gruvlok,"prefixo GVLF e Gruvlok; Tyler Pipe faz ferro fundido, nao press inox",Press Fittings - Stainless Steel
1-1-2-ball-valve-316-stainless-steel-press,GVLF-469-150-E-316,Tyler Pipe Company,Gruvlok,"prefixo GVLF e Gruvlok; Tyler Pipe faz ferro fundido, nao press inox",Press Ball Valves
2-ball-valve-316-stainless-steel-press,GVLF-469-200-E-316,Tyler Pipe Company,Gruvlok,"prefixo GVLF e Gruvlok; Tyler Pipe faz ferro fundido, nao press inox",Press Fittings - Stainless Steel
