handle,sku,title,price,peso,vol,peso_dim,lam,perfil,tag
resideo-40003916-548-u-replacement-actuator-for-v8043f-5000-1000-series-zone-valves-2-way-spst-end-switch,HONE-40003916-548/U,"Resideo 40003916-548/U Replacement Actuator for V8043F 5000/1000 Series Zone Valves, 2-Way, SPST End Switch",131.07,1.2,,0.00,0.0092,General,free-ship-eligible
resideo-40003918-006-u-powerhead-adapter-kit-for-v4043-and-v8043-2-way-zone-valves,HONE-40003918-006/U,Resideo 40003918-006/U Powerhead Adapter Kit for V4043 and V8043 2-Way Zone Valves,25.70,0.3,,0.00,0.0117,General,free-ship-eligible
resideo-40007029-002-u-vc-valve-sweat-cartridge-installation-wrench,HONE-40007029-002/U,Resideo 40007029-002/U VC Valve Sweat Cartridge Installation Wrench,4.03,0.1,,0.00,0.0248,General,free-ship-eligible
resideo-802360la-u-plated-motor-for-v4043-v4044-120-v,HONE-802360LA/U,"Resideo 802360LA/U Plated Motor for V4043/V4044, 120 V",63.29,0.5,,0.00,0.0079,General,free-ship-eligible
resideo-802360na-u-plated-motor-for-v4043-v4044-240-v,HONE-802360NA/U,"Resideo 802360NA/U Plated Motor for V4043/V4044, 240 V",66.69,0.5,,0.00,0.0075,General,free-ship-eligible
resideo-vczz1032-u-vc-2-way-standard-valve-cartridge-trane-logo,HONE-VCZZ1032/U,"Resideo VCZZ1032/U VC 2-Way Standard Valve Cartridge, Trane Logo",40.60,0.2,,0.00,0.0049,General,free-ship-eligible
resideo-vczz1632-u-vc-2-way-valve-cartridge-1600-trane,HONE-VCZZ1632/U,"Resideo VCZZ1632/U VC 2-Way Valve Cartridge, 1600, Trane",25.14,0.2,,0.00,0.0080,General,free-ship-eligible
resideo-vczz3100-u-vc-2-way-type-11-replacement-valve-cartridge-linear-flow-medium-high-cv,HONE-VCZZ3100/U,"Resideo VCZZ3100/U VC 2-Way Type 11 Replacement Valve Cartridge, Linear Flow, Medium-High Cv",35.97,0.2,,0.00,0.0056,General,free-ship-eligible
resideo-vczz3400-u-vc-2-way-type-14-replacement-valve-cartridge-equal-percent-flow-medium-cv,HONE-VCZZ3400/U,"Resideo VCZZ3400/U VC 2-Way Type 14 Replacement Valve Cartridge, Equal Percent Flow, Medium Cv",35.97,0.2,,0.00,0.0056,General,free-ship-eligible
resideo-vczz6000-u-vc-3-way-on-off-replacement-cartridge-quick-opening-with-change-tool,HONE-VCZZ6000/U,"Resideo VCZZ6000/U VC 3-Way On/Off Replacement Cartridge, Quick Opening, with Change Tool",40.19,0.2,,0.00,0.0050,General,free-ship-eligible
resideo-vczz6032-u-vc-3-way-standard-valve-cartridge-trane-logo,HONE-VCZZ6032/U,"Resideo VCZZ6032/U VC 3-Way Standard Valve Cartridge, Trane Logo",35.61,0.2,,0.00,0.0056,General,free-ship-eligible
resideo-vczz6100-u-vc-3-way-on-off-replacement-cartridge-linear-mixing-or-diverting,HONE-VCZZ6100/U,"Resideo VCZZ6100/U VC 3-Way On/Off Replacement Cartridge, Linear, Mixing or Diverting",40.81,0.2,,0.00,0.0049,General,free-ship-eligible
resideo-vczz6432-u-vc-3-way-valve-cartridge-6400-trane,HONE-VCZZ6432/U,"Resideo VCZZ6432/U VC 3-Way Valve Cartridge, 6400, Trane",96.93,0.2,,0.00,0.0021,General,free-ship-eligible
resideo-272708a-u-valve-adapter-1-2-in-inverted-flare-to-1-2-in-sweat,HONE-272708A/U,"Resideo 272708A/U Valve Adapter, 1/2 in Inverted Flare to 1/2 in Sweat",24.11,0.2,,0.00,0.0083,General,free-ship-eligible
resideo-272708b-u-valve-adapter-1-2-in-inverted-flare-to-3-4-in-sweat,HONE-272708B/U,"Resideo 272708B/U Valve Adapter, 1/2 in Inverted Flare to 3/4 in Sweat",26.99,0.3,,0.00,0.0111,General,free-ship-eligible
resideo-272708c-u-valve-adapter-1-2-in-inverted-flare-to-1-in-sweat,HONE-272708C/U,"Resideo 272708C/U Valve Adapter, 1/2 in Inverted Flare to 1 in Sweat",29.13,0.4,,0.00,0.0137,General,free-ship-eligible
resideo-v4043a1002-u-zone-valve-1-2-in-flare-3-5-cv-120-vac,HONE-V4043A1002/U,"Resideo V4043A1002/U Zone Valve, 1/2 in Flare, 3.5 Cv, 120 VAC",144.24,2.1,44.64880,0.32,0.0146,General,free-ship-eligible
resideo-v4043a1184-u-zone-valve-1-2-in-sweat-1-cv-50-psi-close-off-120-vac,HONE-V4043A1184/U,"Resideo V4043A1184/U Zone Valve, 1/2 in Sweat, 1 Cv, 50 psi Close-Off, 120 VAC",149.93,1.8,35.12880,0.25,0.0120,General,free-ship-eligible
resideo-v4043a1259-u-zone-valve-3-4-in-sweat-8-cv-8-psi-close-off-120-vac,HONE-V4043A1259/U,"Resideo V4043A1259/U Zone Valve, 3/4 in Sweat, 8 Cv, 8 psi Close-Off, 120 VAC",159.63,1.9,35.12880,0.25,0.0119,General,free-ship-eligible
resideo-v4043a1317-u-zone-valve-1-in-sweat-8-cv-8-psi-close-off-120-vac,HONE-V4043A1317/U,"Resideo V4043A1317/U Zone Valve, 1 in Sweat, 8 Cv, 8 psi Close-Off, 120 VAC",209.57,1.9,35.12880,0.25,0.0091,General,free-ship-eligible
resideo-v4043a1689-u-zone-valve-1-2-in-npt-120-vac,HONE-V4043A1689/U,"Resideo V4043A1689/U Zone Valve, 1/2 in NPT, 120 VAC",149.66,2.3,35.70000,0.26,0.0154,General,free-ship-eligible
resideo-v4043a1697-u-zone-valve-1-in-npt-10-cv-6-5-psi-close-off-120-vac,HONE-V4043A1697/U,"Resideo V4043A1697/U Zone Valve, 1 in NPT, 10 Cv, 6.5 psi Close-Off, 120 VAC",213.09,2.1,35.70000,0.26,0.0099,General,free-ship-eligible
resideo-v4043b1018-u-zone-valve-1-2-in-sweat-120-vac,HONE-V4043B1018/U,"Resideo V4043B1018/U Zone Valve, 1/2 in Sweat, 120 VAC",155.87,1.8,35.12880,0.25,0.0115,General,free-ship-eligible
resideo-v4043e1003-u-zone-valve-1-2-in-sweat-120-vac,HONE-V4043E1003/U,"Resideo V4043E1003/U Zone Valve, 1/2 in Sweat, 120 VAC",162.03,2.0,35.12880,0.25,0.0123,General,free-ship-eligible
resideo-v8043a1029-u-zone-valve-3-4-in-sweat-3-5-cv-24-vac-18-in-lead-wires,HONE-V8043A1029/U,"Resideo V8043A1029/U Zone Valve, 3/4 in Sweat, 3.5 Cv, 24 VAC, 18 in Lead Wires",133.00,1.9,35.12880,0.25,0.0143,General,free-ship-eligible
resideo-v8043a1037-u-zone-valve-1-in-sweat-3-5-cv-24-vac-18-in-lead-wires,HONE-V8043A1037/U,"Resideo V8043A1037/U Zone Valve, 1 in Sweat, 3.5 Cv, 24 VAC, 18 in Lead Wires",173.86,1.9,35.12880,0.25,0.0109,General,free-ship-eligible
resideo-v8043a1193-u-zone-valve-1-2-in-inverted-flare-3-5-cv-24-vac-18-in-lead-wires,HONE-V8043A1193/U,"Resideo V8043A1193/U Zone Valve, 1/2 in Inverted Flare, 3.5 Cv, 24 VAC, 18 in Lead Wires",127.81,2.4,34.55760,0.25,0.0188,General,free-ship-eligible
resideo-v8043a1311-u-1-2-in-press-zone-valve-with-18-in-lead-wires,HONE-V8043A1311/U,Resideo V8043A1311/U 1/2 in Press Zone Valve with 18 in Lead Wires,175.16,2.6,59.99760,0.43,0.0148,General,free-ship-eligible
resideo-v8043a1313-u-1-in-press-zone-valve-with-18-in-lead-wires,HONE-V8043A1313/U,Resideo V8043A1313/U 1 in Press Zone Valve with 18 in Lead Wires,201.00,2.7,64.39680,0.46,0.0134,General,free-ship-eligible
resideo-v8043a1612-u-3-4-in-press-zone-valve-8-cv,HONE-V8043A1612/U,"Resideo V8043A1612/U 3/4 in Press Zone Valve, 8 Cv",172.54,2.4,60.76680,0.44,0.0139,General,free-ship-eligible
resideo-v8043b1076-u-normally-open-zone-valve-3-4-in-npt-3-5-cv-24-vac-18-in-lead-wires,HONE-V8043B1076/U,"Resideo V8043B1076/U Normally Open Zone Valve, 3/4 in NPT, 3.5 Cv, 24 VAC, 18 in Lead Wires",150.89,2.2,35.70000,0.26,0.0146,General,free-ship-eligible
resideo-v8043c1033-u-zone-valve-3-8-in-flare-3-5-cv-24-vac-with-3-4-in-sweat-adapters,HONE-V8043C1033/U,"Resideo V8043C1033/U Zone Valve, 3/8 in Flare, 3.5 Cv, 24 VAC, with 3/4 in Sweat Adapters",158.59,2.7,44.64880,0.32,0.0170,General,free-ship-eligible
resideo-v8043c1116-u-zone-valve-3-8-in-flare-3-5-cv-24-vac-18-in-lead-wires,HONE-V8043C1116/U,"Resideo V8043C1116/U Zone Valve, 3/8 in Flare, 3.5 Cv, 24 VAC, 18 in Lead Wires",140.73,2.3,44.64880,0.32,0.0163,General,free-ship-eligible
resideo-v8043c1124-u-zone-valve-1-2-in-inverted-flare-3-5-cv-24-vac-18-in-lead-wires,HONE-V8043C1124/U,"Resideo V8043C1124/U Zone Valve, 1/2 in Inverted Flare, 3.5 Cv, 24 VAC, 18 in Lead Wires",133.97,2.5,34.55760,0.25,0.0187,General,free-ship-eligible
resideo-v8043c3310-u-zone-valve-1-2-in-inverted-flare-3-5-cv-24-vac-300-psi-static,HONE-V8043C3310/U,"Resideo V8043C3310/U Zone Valve, 1/2 in Inverted Flare, 3.5 Cv, 24 VAC, 300 psi Static",143.44,2.2,34.55760,0.25,0.0153,General,free-ship-eligible
resideo-v8043d1080-u-normally-open-zone-valve-3-8-in-flare-3-5-cv-24-vac-with-3-4-in-sweat-adapters,HONE-V8043D1080/U,"Resideo V8043D1080/U Normally Open Zone Valve, 3/8 in Flare, 3.5 Cv, 24 VAC, with 3/4 in Sweat Adapters",157.04,2.7,44.64880,0.32,0.0172,General,free-ship-eligible
resideo-v8043d1197-u-normally-open-zone-valve-3-8-in-flare-3-5-cv-24-vac-18-in-lead-wires,HONE-V8043D1197/U,"Resideo V8043D1197/U Normally Open Zone Valve, 3/8 in Flare, 3.5 Cv, 24 VAC, 18 in Lead Wires",140.73,2.3,44.64880,0.32,0.0163,General,free-ship-eligible
resideo-v8043d1205-u-normally-open-zone-valve-1-2-in-inverted-flare-3-5-cv-24-vac-18-in-lead-wires,HONE-V8043D1205/U,"Resideo V8043D1205/U Normally Open Zone Valve, 1/2 in Inverted Flare, 3.5 Cv, 24 VAC, 18 in Lead Wires",136.64,2.5,34.55760,0.25,0.0183,General,free-ship-eligible
resideo-v8043d1239-u-normally-open-zone-valve-1-2-in-inverted-flare-3-5-cv-24-vac-18-in-lead-wires,HONE-V8043D1239/U,"Resideo V8043D1239/U Normally Open Zone Valve, 1/2 in Inverted Flare, 3.5 Cv, 24 VAC, 18 in Lead Wires",148.30,2.5,34.55760,0.25,0.0169,General,free-ship-eligible
resideo-v8043e1079-u-zone-valve-1-in-sweat-8-cv-24-vac-spst-end-switch,HONE-V8043E1079/U,"Resideo V8043E1079/U Zone Valve, 1 in Sweat, 8 Cv, 24 VAC, SPST End Switch",161.96,2.0,35.12880,0.25,0.0123,General,free-ship-eligible
resideo-v8043e1411-u-1-2-in-press-zone-valve-with-end-switch-18-in-lead-wires,HONE-V8043E1411/U,"Resideo V8043E1411/U 1/2 in Press Zone Valve with End Switch, 18 in Lead Wires",178.03,2.6,59.99760,0.43,0.0146,General,free-ship-eligible
resideo-v8043e1412-u-3-4-in-press-zone-valve-with-end-switch-18-in-lead-wires,HONE-V8043E1412/U,"Resideo V8043E1412/U 3/4 in Press Zone Valve with End Switch, 18 in Lead Wires",179.74,2.6,63.46080,0.46,0.0145,General,free-ship-eligible
resideo-v8043e1413-u-1-in-press-zone-valve-with-end-switch-18-in-lead-wires,HONE-V8043E1413/U,"Resideo V8043E1413/U 1 in Press Zone Valve with End Switch, 18 in Lead Wires",204.13,2.7,64.39680,0.46,0.0132,General,free-ship-eligible
resideo-v8043e1712-u-3-4-in-press-zone-valve-8-cv,HONE-V8043E1712/U,"Resideo V8043E1712/U 3/4 in Press Zone Valve, 8 Cv",175.36,2.5,64.27440,0.46,0.0143,General,free-ship-eligible
resideo-v8043e5004-u-5000-series-zone-valve-1-2-in-sweat-3-5-cv-24-vac-spst-end-switch,HONE-V8043E5004/U,"Resideo V8043E5004/U 5000 Series Zone Valve, 1/2 in Sweat, 3.5 Cv, 24 VAC, SPST End Switch",142.31,2.0,38.466036,0.28,0.0141,General,free-ship-eligible
resideo-v8043e5020-u-5000-series-zone-valve-1-in-sweat-3-5-cv-24-vac-spst-end-switch,HONE-V8043E5020/U,"Resideo V8043E5020/U 5000 Series Zone Valve, 1 in Sweat, 3.5 Cv, 24 VAC, SPST End Switch",169.37,2.3,38.466036,0.28,0.0136,General,free-ship-eligible
resideo-v8043f1028-u-zone-valve-1-2-in-sweat-3-5-cv-24-vac-screw-terminal,HONE-V8043F1028/U,"Resideo V8043F1028/U Zone Valve, 1/2 in Sweat, 3.5 Cv, 24 VAC, Screw Terminal",158.60,1.9,35.12880,0.25,0.0120,General,free-ship-eligible
resideo-v8043f1036-u-zone-valve-3-4-in-sweat-3-5-cv-24-vac-screw-terminal,HONE-V8043F1036/U,"Resideo V8043F1036/U Zone Valve, 3/4 in Sweat, 3.5 Cv, 24 VAC, Screw Terminal",151.84,1.9,35.12880,0.25,0.0125,General,free-ship-eligible
resideo-v8043f1101-u-zone-valve-1-in-sweat-8-cv-8-psi-close-off,HONE-V8043F1101/U,"Resideo V8043F1101/U Zone Valve, 1 in Sweat, 8 Cv, 8 psi Close-Off",179.23,2.0,35.12880,0.25,0.0112,General,free-ship-eligible
resideo-v8043f1135-u-zone-valve-3-4-in-sweat-3-5-cv-24-vac-terminal-board-end-switch,HONE-V8043F1135/U,"Resideo V8043F1135/U Zone Valve, 3/4 in Sweat, 3.5 Cv, 24 VAC, Terminal Board, End Switch",148.86,2.1,35.12880,0.25,0.0141,General,free-ship-eligible
resideo-v8043f1511-u-1-2-in-press-zone-valve-with-terminal-block-and-end-switch,HONE-V8043F1511/U,Resideo V8043F1511/U 1/2 in Press Zone Valve with Terminal Block and End Switch,179.74,2.6,59.99760,0.43,0.0145,General,free-ship-eligible
resideo-v8043f1512-u-3-4-in-press-zone-valve-with-terminal-block-and-end-switch,HONE-V8043F1512/U,Resideo V8043F1512/U 3/4 in Press Zone Valve with Terminal Block and End Switch,183.23,2.6,63.46080,0.46,0.0142,General,free-ship-eligible
resideo-v8043f1513-u-1-in-press-zone-valve-with-terminal-block-and-end-switch,HONE-V8043F1513/U,Resideo V8043F1513/U 1 in Press Zone Valve with Terminal Block and End Switch,207.60,2.7,64.39680,0.46,0.0130,General,free-ship-eligible
resideo-v8043f1812-u-3-4-in-press-zone-valve-8-cv,HONE-V8043F1812/U,"Resideo V8043F1812/U 3/4 in Press Zone Valve, 8 Cv",178.76,2.5,65.22240,0.47,0.0140,General,free-ship-eligible
resideo-v8043f5051-u-zone-valve-1-in-sweat-3-5-cv-20-psi-close-off-300-psi-static,HONE-V8043F5051/U,"Resideo V8043F5051/U Zone Valve, 1 in Sweat, 3.5 Cv, 20 psi Close-Off, 300 psi Static",183.54,2.2,38.466036,0.28,0.0120,General,free-ship-eligible
resideo-v8043f5093-u-zone-valve-3-4-in-sweat-8-cv-8-psi-close-off-300-psi-static,HONE-V8043F5093/U,"Resideo V8043F5093/U Zone Valve, 3/4 in Sweat, 8 Cv, 8 psi Close-Off, 300 psi Static",165.64,2.0,38.466036,0.28,0.0121,General,free-ship-eligible
resideo-v8043g1018-u-zone-valve-3-4-in-sweat-3-5-cv-24-vac-end-switch,HONE-V8043G1018/U,"Resideo V8043G1018/U Zone Valve, 3/4 in Sweat, 3.5 Cv, 24 VAC, End Switch",136.01,2.0,35.12880,0.25,0.0147,General,free-ship-eligible
resideo-v8043g1026-u-zone-valve-1-in-sweat-3-5-cv-24-vac-end-switch,HONE-V8043G1026/U,"Resideo V8043G1026/U Zone Valve, 1 in Sweat, 3.5 Cv, 24 VAC, End Switch",157.24,2.1,35.12880,0.25,0.0134,General,free-ship-eligible
resideo-v8043g1034-u-zone-valve-3-8-in-flare-3-5-cv-24-vac-end-switch-3-4-in-sweat-adapters,HONE-V8043G1034/U,"Resideo V8043G1034/U Zone Valve, 3/8 in Flare, 3.5 Cv, 24 VAC, End Switch, 3/4 in Sweat Adapters",167.64,2.6,44.64880,0.32,0.0155,General,free-ship-eligible
resideo-v8043g1109-u-zone-valve-3-4-in-internal-npt-3-5-cv-24-vac-end-switch,HONE-V8043G1109/U,"Resideo V8043G1109/U Zone Valve, 3/4 in Internal NPT, 3.5 Cv, 24 VAC, End Switch",153.44,2.3,35.70000,0.26,0.0150,General,free-ship-eligible
resideo-v8043g1125-u-zone-valve-1-2-in-inverted-flare-3-5-cv-24-vac-end-switch,HONE-V8043G1125/U,"Resideo V8043G1125/U Zone Valve, 1/2 in Inverted Flare, 3.5 Cv, 24 VAC, End Switch",145.40,2.4,34.55760,0.25,0.0165,General,free-ship-eligible
resideo-v8043g1133-u-zone-valve-3-8-in-flare-3-5-cv-24-vac-end-switch,HONE-V8043G1133/U,"Resideo V8043G1133/U Zone Valve, 3/8 in Flare, 3.5 Cv, 24 VAC, End Switch",148.97,2.2,44.64880,0.32,0.0148,General,free-ship-eligible
resideo-v8043g3311-u-zone-valve-1-2-in-inverted-flare-24-vac-end-switch-300-psi-static,HONE-V8043G3311/U,"Resideo V8043G3311/U Zone Valve, 1/2 in Inverted Flare, 24 VAC, End Switch, 300 psi Static",156.51,2.3,34.55760,0.25,0.0147,General,free-ship-eligible
resideo-v8043g5125-u-zone-valve-1-2-in-inverted-flare-3-5-cv-24-vac-end-switch-300-psi-static,HONE-V8043G5125/U,"Resideo V8043G5125/U Zone Valve, 1/2 in Inverted Flare, 3.5 Cv, 24 VAC, End Switch, 300 psi Static",157.09,2.3,37.840572,0.27,0.0146,General,free-ship-eligible
resideo-v8043j1029-u-normally-open-zone-valve-for-15-psi-steam-1-2-in-npt-24-vac,HONE-V8043J1029/U,"Resideo V8043J1029/U Normally Open Zone Valve for 15 psi Steam, 1/2 in NPT, 24 VAC",161.31,2.4,35.70000,0.26,0.0149,General,free-ship-eligible
resideo-v8043j1037-u-normally-open-zone-valve-for-15-psi-steam-3-4-in-npt-24-vac,HONE-V8043J1037/U,"Resideo V8043J1037/U Normally Open Zone Valve for 15 psi Steam, 3/4 in NPT, 24 VAC",173.34,2.3,35.70000,0.26,0.0133,General,free-ship-eligible
resideo-v8044a1002-u-diverting-valve-1-2-in-flare-4-cv-24-vac,HONE-V8044A1002/U,"Resideo V8044A1002/U Diverting Valve, 1/2 in Flare, 4 Cv, 24 VAC",156.57,2.4,60.052636,0.43,0.0153,General,free-ship-eligible
resideo-v8044e1003-u-diverting-valve-1-2-in-sweat-4-cv-24-vac,HONE-V8044E1003/U,"Resideo V8044E1003/U Diverting Valve, 1/2 in Sweat, 4 Cv, 24 VAC",163.61,2.1,40.661586,0.29,0.0128,General,free-ship-eligible
resideo-vc2114zz31-u-vc-valve-actuator-24-vac-50-60-hz-3-wire-cable,HONE-VC2114ZZ31/U,"Resideo VC2114ZZ31/U VC Valve Actuator, 24 VAC 50/60 Hz, 3-Wire Cable",68.63,0.8,,0.00,0.0117,General,free-ship-eligible
resideo-vc4013zz00-u-vc-actuator,HONE-VC4013ZZ00/U,Resideo VC4013ZZ00/U VC Actuator,82.66,0.9,,0.00,0.0109,General,free-ship-eligible
resideo-vc4013zz11-u-vc-actuator-2-position-on-off-200240-vac-50-60-hz,HONE-VC4013ZZ11/U,"Resideo VC4013ZZ11/U VC Actuator, 2-Position On/Off, 200–240 VAC 50/60 Hz",86.17,0.9,,0.00,0.0104,General,free-ship-eligible
resideo-vc4611zz11-u-vc-actuator-120-vac-50-60-hz-with-switch-coated,HONE-VC4611ZZ11/U,"Resideo VC4611ZZ11/U VC Actuator, 120 VAC 50/60 Hz, with Switch, Coated",150.53,1.0,,0.00,0.0066,General,free-ship-eligible
resideo-vc6011zz00-u-vc-actuator,HONE-VC6011ZZ00/U,Resideo VC6011ZZ00/U VC Actuator,74.94,0.8,,0.00,0.0107,General,free-ship-eligible
resideo-vc6834zz11-u-vc-series-60-floating-actuator-24-vac-120-sec-plenum-rated-aux-switch,HONE-VC6834ZZ11/U,"Resideo VC6834ZZ11/U VC Series 60 Floating Actuator, 24 VAC, 120 Sec, Plenum Rated, Aux Switch",160.27,1.0,,0.00,0.0062,General,free-ship-eligible
resideo-vc6930aa1132-u-vc-valve-and-actuator-1-2-in-24-vac-50-60-hz-120-sec,HONE-VC6930AA1132/U,"Resideo VC6930AA1132/U VC Valve and Actuator, 1/2 in, 24 VAC 50/60 Hz, 120 Sec",96.69,1.7,,0.00,0.0176,General,free-ship-eligible
resideo-vc6930aa1832-u-vc-valve-and-actuator-1-2-in-24-vac-50-60-hz-120-sec,HONE-VC6930AA1832/U,"Resideo VC6930AA1832/U VC Valve and Actuator, 1/2 in, 24 VAC 50/60 Hz, 120 Sec",111.50,1.8,,0.00,0.0161,General,free-ship-eligible
resideo-vc6930al1132-u-vc-2-way-floating-valve-3-4-in-24-vac-50-60-hz-120-sec,HONE-VC6930AL1132/U,"Resideo VC6930AL1132/U VC 2-Way Floating Valve, 3/4 in, 24 VAC 50/60 Hz, 120 Sec",338.20,1.9,,0.00,0.0056,General,free-ship-eligible
resideo-vc6930bb1832-u-vc-2-way-valve-1-2-in-24-vac-50-60-hz-120-sec,HONE-VC6930BB1832/U,"Resideo VC6930BB1832/U VC 2-Way Valve, 1/2 in, 24 VAC 50/60 Hz, 120 Sec",344.00,1.9,,0.00,0.0055,General,free-ship-eligible
resideo-vc6930ma6132-u-vc-valve-and-actuator-0-5-in-sweat-24-vac-50-60-hz-120-sec-trane,HONE-VC6930MA6132/U,"Resideo VC6930MA6132/U VC Valve and Actuator, 0.5 in Sweat, 24 VAC 50/60 Hz, 120 Sec, Trane",100.26,1.8,,0.00,0.0180,General,free-ship-eligible
resideo-vc6930mk6132-u-vc-3-way-floating-valve-24-vac-50-60-hz-120-sec,HONE-VC6930MK6132/U,"Resideo VC6930MK6132/U VC 3-Way Floating Valve, 24 VAC 50/60 Hz, 120 Sec",355.64,4.9,,0.00,0.0138,General,free-ship-eligible
resideo-vc6930nb6632-u-vc-3-way-valve-1-2-in-24-vac-50-60-hz-120-sec,HONE-VC6930NB6632/U,"Resideo VC6930NB6632/U VC 3-Way Valve, 1/2 in, 24 VAC 50/60 Hz, 120 Sec",344.00,2.0,,0.00,0.0058,General,free-ship-eligible
resideo-vc6931zz11-u-vc-series-60-floating-actuator-24-vac-50-60-hz-120-sec-1-m-cable,HONE-VC6931ZZ11/U,"Resideo VC6931ZZ11/U VC Series 60 Floating Actuator, 24 VAC 50/60 Hz, 120 Sec, 1 m Cable",174.80,0.8,,0.00,0.0046,General,free-ship-eligible
resideo-vc6934nb6132-u-vc-floating-valve-and-actuator-24-vac-50-60-hz-120-sec-plenum-cable,HONE-VC6934NB6132/U,"Resideo VC6934NB6132/U VC Floating Valve and Actuator, 24 VAC 50/60 Hz, 120 Sec, Plenum Cable",147.21,2.5,,0.00,0.0170,General,free-ship-eligible
resideo-vc6934nb6532-u-vc-floating-valve-and-actuator-24-vac-50-60-hz-120-sec-plenum-cable,HONE-VC6934NB6532/U,"Resideo VC6934NB6532/U VC Floating Valve and Actuator, 24 VAC 50/60 Hz, 120 Sec, Plenum Cable",147.21,2.5,,0.00,0.0170,General,free-ship-eligible
resideo-vc6934nb6832-u-vc-floating-valve-and-actuator-24-vac-50-60-hz-120-sec-plenum-cable,HONE-VC6934NB6832/U,"Resideo VC6934NB6832/U VC Floating Valve and Actuator, 24 VAC 50/60 Hz, 120 Sec, Plenum Cable",147.21,1.0,,0.00,0.0068,General,free-ship-eligible
resideo-vc6934zz11-u-vc-floating-3-wire-actuator-plenum-cable,HONE-VC6934ZZ11/U,"Resideo VC6934ZZ11/U VC Floating 3-Wire Actuator, Plenum Cable",154.30,0.9,,0.00,0.0058,General,free-ship-eligible
resideo-vc6934zz31-u-vc-floating-valve-actuator-24-vac-50-60-hz-3-wire-cable,HONE-VC6934ZZ31/U,"Resideo VC6934ZZ31/U VC Floating Valve Actuator, 24 VAC 50/60 Hz, 3-Wire Cable",120.54,0.8,,0.00,0.0066,General,free-ship-eligible
resideo-vc7930zz32-u-vc-valve-actuator-for-trane,HONE-VC7930ZZ32/U,Resideo VC7930ZZ32/U VC Valve Actuator for Trane,134.29,1.0,,0.00,0.0074,General,free-ship-eligible
resideo-vc7931zz11-u-vc-modulating-actuator-210-vdc-24-vac-50-60-hz-120-sec-1-m-cable,HONE-VC7931ZZ11/U,"Resideo VC7931ZZ11/U VC Modulating Actuator, 2–10 VDC, 24 VAC 50/60 Hz, 120 Sec, 1 m Cable",274.53,0.9,,0.00,0.0033,General,free-ship-eligible
resideo-vc7934zz31-u-vc-valve-actuator-24-vac-50-60-hz-3-wire-plenum-cable,HONE-VC7934ZZ31/U,"Resideo VC7934ZZ31/U VC Valve Actuator, 24 VAC 50/60 Hz, 3-Wire Plenum Cable",186.76,0.9,,0.00,0.0048,General,free-ship-eligible
resideo-vc8011zz00-u-vc-valve,HONE-VC8011ZZ00/U,Resideo VC8011ZZ00/U VC Valve,65.37,0.8,,0.00,0.0122,General,free-ship-eligible
resideo-vc8110zz32-549-u-vc-valve-actuator-24-vac-50-60-hz-36-in-lead-wires-coated,HONE-VC8110ZZ32-549/U,"Resideo VC8110ZZ32-549/U VC Valve Actuator, 24 VAC 50/60 Hz, 36 in Lead Wires, Coated",81.27,0.8,,0.00,0.0098,General,free-ship-eligible
resideo-vc8111zz11-u-vc-on-off-actuator,HONE-VC8111ZZ11/U,Resideo VC8111ZZ11/U VC On/Off Actuator,82.01,0.9,,0.00,0.0110,General,free-ship-eligible
resideo-vc8114zz11-u-vc-on-off-actuator-plenum-cable,HONE-VC8114ZZ11/U,"Resideo VC8114ZZ11/U VC On/Off Actuator, Plenum Cable",70.31,0.9,,0.00,0.0128,General,free-ship-eligible
resideo-vc8114zz31-u-vc-valve-actuator-24-vac-50-60-hz-plenum-cable,HONE-VC8114ZZ31/U,"Resideo VC8114ZZ31/U VC Valve Actuator, 24 VAC 50/60 Hz, Plenum Cable",62.99,0.9,,0.00,0.0143,General,free-ship-eligible
resideo-vc8710zz03-u-vc-actuator,HONE-VC8710ZZ03/U,Resideo VC8710ZZ03/U VC Actuator,79.77,0.7,,0.00,0.0088,General,free-ship-eligible
resideo-vc8715am1000-u-vc-2-way-valve-and-actuator-3-4-in-sweat-5-8-cv-24-vac-60-hz-spdt-end-switch,HONE-VC8715AM1000/U,"Resideo VC8715AM1000/U VC 2-Way Valve and Actuator, 3/4 in Sweat, 5.8 Cv, 24 VAC 60 Hz, SPDT End Switch",195.41,2.1,22.90750,0.16,0.0107,General,free-ship-eligible
resideo-vc8715zz11-u-vc-2-position-on-off-actuator-24-vac-60-hz-aux-switch-1-m-cable,HONE-VC8715ZZ11/U,"Resideo VC8715ZZ11/U VC 2-Position On/Off Actuator, 24 VAC 60 Hz, Aux Switch, 1 m Cable",144.19,1.0,,0.00,0.0069,General,free-ship-eligible
resideo-vczaa1132-u-vc-2-way-linear-valve-1-2-in-sweat-trane,HONE-VCZAA1132/U,"Resideo VCZAA1132/U VC 2-Way Linear Valve, 1/2 in Sweat, Trane",51.86,1.1,,0.00,0.0212,General,free-ship-eligible
resideo-vczaa1432-u-vc-2-way-equal-percentage-valve-1-2-in-trane,HONE-VCZAA1432/U,"Resideo VCZAA1432/U VC 2-Way Equal Percentage Valve, 1/2 in, Trane",54.46,1.1,,0.00,0.0202,General,free-ship-eligible
