Handle,Command,Metafield: product.length [dimension],Metafield: product.width [dimension],Metafield: product.height [dimension]
navien-nhw-ae-199-000-btu-compact-tankless-water-heaters-indoor-installation-built-in-recirculation-pump-buffer-tank-natural-gas,UPDATE,"{""value"": 19.3, ""unit"": ""in""}","{""value"": 28.5, ""unit"": ""in""}","{""value"": 12.3, ""unit"": ""in""}"
navien-nhw-su-160-000-btu-compact-tankless-water-heaters-work-great-inside-and-outside-natural-gas,UPDATE,"{""value"": 16.0, ""unit"": ""in""}","{""value"": 25.0, ""unit"": ""in""}","{""value"": 11.3, ""unit"": ""in""}"
navien-nhw-su-180-000-btu-compact-tankless-water-heaters-work-great-inside-and-outside-natural-gas,UPDATE,"{""value"": 16.0, ""unit"": ""in""}","{""value"": 25.0, ""unit"": ""in""}","{""value"": 11.3, ""unit"": ""in""}"
navien-nhw-su-199-000-btu-compact-tankless-water-heaters-work-great-inside-and-outside-natural-gas,UPDATE,"{""value"": 16.0, ""unit"": ""in""}","{""value"": 25.0, ""unit"": ""in""}","{""value"": 11.3, ""unit"": ""in""}"
navien-nhw-su-199-000-btu-compact-tankless-water-heaters-work-great-inside-and-outside-propane,UPDATE,"{""value"": 16.0, ""unit"": ""in""}","{""value"": 25.0, ""unit"": ""in""}","{""value"": 11.3, ""unit"": ""in""}"
neorest-as-dual-flush-1-0-or-0-8-gpf-toilet-with-intergeated-bidet-seat-and-ewater-cotton-white-ms8551cumfg-01,UPDATE,"{""value"": 29.25, ""unit"": ""in""}","{""value"": 17.25, ""unit"": ""in""}","{""value"": 23.38, ""unit"": ""in""}"
neorest-rs-dual-flush-1-0-or-0-8-gpf-toilet-with-intergeated-bidet-seat-and-ewater-cotton-white-ms8341cumfg-01,UPDATE,"{""value"": 29.12, ""unit"": ""in""}","{""value"": 17.25, ""unit"": ""in""}","{""value"": 23.5, ""unit"": ""in""}"
non-programmable-digital-line-volt-thermostat,UPDATE,"{""value"": 6.88, ""unit"": ""in""}","{""value"": 4.75, ""unit"": ""in""}","{""value"": 2.88, ""unit"": ""in""}"
o-ring-for-tailpiece-chemical-resistant,UPDATE,"{""value"": 9.0, ""unit"": ""in""}","{""value"": 8.0, ""unit"": ""in""}","{""value"": 6.0, ""unit"": ""in""}"
outside-metal-cover-for-exposed-manual-flush-valve-chrome-plated-brass,UPDATE,"{""value"": 7.0, ""unit"": ""in""}","{""value"": 6.0, ""unit"": ""in""}","{""value"": 3.5, ""unit"": ""in""}"
p-17maerator-1-5gpm-pca-vr-jr-13-16-27male-neoperl-b9-279,UPDATE,"{""value"": 9.0, ""unit"": ""in""}","{""value"": 8.0, ""unit"": ""in""}","{""value"": 6.0, ""unit"": ""in""}"
p1000axl-pressure-relief-valve-set-at-125psi,UPDATE,"{""value"": 5.44, ""unit"": ""in""}","{""value"": 4.0, ""unit"": ""in""}","{""value"": 3.5, ""unit"": ""in""}"
p1000axl-pressure-relief-valve-set-at-150-psi,UPDATE,"{""value"": 5.44, ""unit"": ""in""}","{""value"": 4.0, ""unit"": ""in""}","{""value"": 3.5, ""unit"": ""in""}"
p1000axl-pressure-relief-valve-set-at-30-psi,UPDATE,"{""value"": 5.44, ""unit"": ""in""}","{""value"": 4.0, ""unit"": ""in""}","{""value"": 3.5, ""unit"": ""in""}"
plate-or-panel-mounted-208-277-480-v-ac-transformer-with-9-in-leadwires,UPDATE,"{""value"": 5.19, ""unit"": ""in""}","{""value"": 4.19, ""unit"": ""in""}","{""value"": 5.62, ""unit"": ""in""}"
plymouth-wall-hung-lav-19x17-4cc-white,UPDATE,"{""value"": 22.08, ""unit"": ""in""}","{""value"": 19.0, ""unit"": ""in""}","{""value"": 20.74, ""unit"": ""in""}"
precis-21-single-bowl-kitchen-sink-white,UPDATE,"{""value"": 22.87, ""unit"": ""in""}","{""value"": 20.0, ""unit"": ""in""}","{""value"": 9.87, ""unit"": ""in""}"
precis-27-single-bowl-kitchen-sink-cinder,UPDATE,"{""value"": 28.81, ""unit"": ""in""}","{""value"": 17.75, ""unit"": ""in""}","{""value"": 11.03, ""unit"": ""in""}"
precis-equal-double-bowl-kitchen-sink-metallic-gray,UPDATE,"{""value"": 31.75, ""unit"": ""in""}","{""value"": 20.0, ""unit"": ""in""}","{""value"": 10.37, ""unit"": ""in""}"
precis-super-single-bowl-kitchen-sink-white,UPDATE,"{""value"": 34.0, ""unit"": ""in""}","{""value"": 21.0, ""unit"": ""in""}","{""value"": 11.87, ""unit"": ""in""}"
pressure-balance-rough-in-valve,UPDATE,"{""value"": 5.0, ""unit"": ""in""}","{""value"": 8.0, ""unit"": ""in""}","{""value"": 6.0, ""unit"": ""in""}"
pressure-balance-valve-cartridge-in-grohe-chrome-groh-47-678000,UPDATE,"{""value"": 5.0, ""unit"": ""in""}","{""value"": 3.0, ""unit"": ""in""}","{""value"": 4.0, ""unit"": ""in""}"
pressuretrol-controller-with-additive-1-to-5-psi-differential-pressure,UPDATE,"{""value"": 6.47, ""unit"": ""in""}","{""value"": 5.38, ""unit"": ""in""}","{""value"": 4.25, ""unit"": ""in""}"
pressuretrol-controller-with-subtractive-1-to-5-psi-differential-pressure,UPDATE,"{""value"": 6.47, ""unit"": ""in""}","{""value"": 5.38, ""unit"": ""in""}","{""value"": 4.25, ""unit"": ""in""}"
pro-1000-horizontal-non-programmable-thermostat,UPDATE,"{""value"": 5.44, ""unit"": ""in""}","{""value"": 6.0, ""unit"": ""in""}","{""value"": 3.19, ""unit"": ""in""}"
pro-1000-horizontal-non-programmable-thermostat-hone-th1210dh1001-u,UPDATE,"{""value"": 5.44, ""unit"": ""in""}","{""value"": 6.63, ""unit"": ""in""}","{""value"": 3.19, ""unit"": ""in""}"
pro-2000-horizontal-programmable-thermostat,UPDATE,"{""value"": 5.44, ""unit"": ""in""}","{""value"": 6.0, ""unit"": ""in""}","{""value"": 3.19, ""unit"": ""in""}"
pro-2000-horizontal-programmable-thermostat-hone-th2210dh1000-u,UPDATE,"{""value"": 5.44, ""unit"": ""in""}","{""value"": 6.63, ""unit"": ""in""}","{""value"": 3.19, ""unit"": ""in""}"
protectorelay-oil-burner-control-with-15-seconds-lock-out-timing,UPDATE,"{""value"": 6.38, ""unit"": ""in""}","{""value"": 6.12, ""unit"": ""in""}","{""value"": 4.5, ""unit"": ""in""}"
protectorelay-oil-burner-control-with-45-second-safety-timing,UPDATE,"{""value"": 6.38, ""unit"": ""in""}","{""value"": 6.12, ""unit"": ""in""}","{""value"": 4.5, ""unit"": ""in""}"
pvc-adjustable-floor-drain-5-inch-nickel-bronze-head-with-deck-plate-and-3-inch-x-4-inch-solvent-weld-outlet,UPDATE,"{""value"": 11.85, ""unit"": ""in""}","{""value"": 11.85, ""unit"": ""in""}","{""value"": 8.0, ""unit"": ""in""}"
quatrus-r15-28-single-bowl-kitchen-sink,UPDATE,"{""value"": 30.0, ""unit"": ""in""}","{""value"": 18.0, ""unit"": ""in""}","{""value"": 11.08, ""unit"": ""in""}"
quick-coupling-in-grohe-chrome,UPDATE,"{""value"": 4.0, ""unit"": ""in""}","{""value"": 3.0, ""unit"": ""in""}","{""value"": 3.0, ""unit"": ""in""}"
redlink-enabled-wireless-indoor-air-sensor,UPDATE,"{""value"": 4.88, ""unit"": ""in""}","{""value"": 3.88, ""unit"": ""in""}","{""value"": 2.94, ""unit"": ""in""}"
redlink-equipment-remote-module,UPDATE,"{""value"": 8.0, ""unit"": ""in""}","{""value"": 8.0, ""unit"": ""in""}","{""value"": 3.0, ""unit"": ""in""}"
redlink-equipment-remote-module-kit,UPDATE,"{""value"": 8.0, ""unit"": ""in""}","{""value"": 8.0, ""unit"": ""in""}","{""value"": 3.0, ""unit"": ""in""}"
replacement-duct-or-remote-mount-differential-pressure-switch-truesteam-humidifier,UPDATE,"{""value"": 6.0, ""unit"": ""in""}","{""value"": 5.0, ""unit"": ""in""}","{""value"": 4.0, ""unit"": ""in""}"
return-duct-backup-control-of-non-zoned-redlink-enabled,UPDATE,"{""value"": 5.88, ""unit"": ""in""}","{""value"": 6.12, ""unit"": ""in""}","{""value"": 3.25, ""unit"": ""in""}"
rubber-and-springs-repair-kit-compatible-with-the-1-4-1-2-model-975xl-and-975xl2-and-3-8-1-2-975xlst,UPDATE,"{""value"": 4.6, ""unit"": ""in""}","{""value"": 7.3, ""unit"": ""in""}","{""value"": 7.6, ""unit"": ""in""}"
s483b1002-beige-winter-watchman,UPDATE,"{""value"": 5.38, ""unit"": ""in""}","{""value"": 4.12, ""unit"": ""in""}","{""value"": 2.81, ""unit"": ""in""}"
sail-switch-with-5-in-wide-sail,UPDATE,"{""value"": 4.94, ""unit"": ""in""}","{""value"": 5.75, ""unit"": ""in""}","{""value"": 4.0, ""unit"": ""in""}"
sail-switch-with-5-in-wide-sail-bulk,UPDATE,"{""value"": 4.94, ""unit"": ""in""}","{""value"": 5.75, ""unit"": ""in""}","{""value"": 4.0, ""unit"": ""in""}"
service-faucet-vacuum-breaker-repair-kit,UPDATE,"{""value"": 4.0, ""unit"": ""in""}","{""value"": 4.0, ""unit"": ""in""}","{""value"": 2.75, ""unit"": ""in""}"
sierra-faucet-with-0-5-gpm-vandal-proof-spray-outlet-lead-free,UPDATE,"{""value"": 14.4, ""unit"": ""in""}","{""value"": 14.2, ""unit"": ""in""}","{""value"": 9.2, ""unit"": ""in""}"
single-handle-semi-pro-dual-spray-kitchen-faucet-1-75-gpm-in-grohe-chrome,UPDATE,"{""value"": 13.0, ""unit"": ""in""}","{""value"": 7.0, ""unit"": ""in""}","{""value"": 23.0, ""unit"": ""in""}"
single-pole-line-voltage-programmable-thermostat,UPDATE,"{""value"": 6.88, ""unit"": ""in""}","{""value"": 4.75, ""unit"": ""in""}","{""value"": 2.88, ""unit"": ""in""}"
single-stage-24-vac-slow-opening-standing-pilot-gas-valve-1-2-x-1-2-set-3-5-wc,UPDATE,"{""value"": 7.38, ""unit"": ""in""}","{""value"": 6.06, ""unit"": ""in""}","{""value"": 4.69, ""unit"": ""in""}"
single-stage-24-vac-standard-opening-direct-ignition-gas-valve-1-2-x-1-2-in-set-3-5-in-wc,UPDATE,"{""value"": 5.38, ""unit"": ""in""}","{""value"": 6.44, ""unit"": ""in""}","{""value"": 4.7, ""unit"": ""in""}"
single-stage-24-vac-standard-opening-intermittent-pilot-gas-valve-1-2-x-1-2-set-3-5-wc,UPDATE,"{""value"": 6.62, ""unit"": ""in""}","{""value"": 6.12, ""unit"": ""in""}","{""value"": 4.69, ""unit"": ""in""}"
single-stage-24-vac-standard-opening-intermittent-pilot-gas-valve-3-4-x-3-4-in-set-3-5-in-wc,UPDATE,"{""value"": 7.38, ""unit"": ""in""}","{""value"": 6.06, ""unit"": ""in""}","{""value"": 4.69, ""unit"": ""in""}"
single-stage-24-vac-standard-opening-standing-pilot-gas-valve-3-4-x-3-4-in-set-3-5-in-wc,UPDATE,"{""value"": 7.38, ""unit"": ""in""}","{""value"": 6.06, ""unit"": ""in""}","{""value"": 4.69, ""unit"": ""in""}"
single-stage-gas-controls-for-direct-ignition-appliance-1-2-in-x-1-2-in-inlet-outlet-size-fast-fast-opening-24-v-ac-natural-gas,UPDATE,"{""value"": 4.7, ""unit"": ""in""}","{""value"": 6.44, ""unit"": ""in""}","{""value"": 5.38, ""unit"": ""in""}"
single-stage-gas-controls-for-direct-ignition-appliance-1-2-in-x-1-2-in-inlet-outlet-size-standard-opening-24-v-ac-natural-gas,UPDATE,"{""value"": 6.94, ""unit"": ""in""}","{""value"": 6.12, ""unit"": ""in""}","{""value"": 4.69, ""unit"": ""in""}"
single-stage-gas-controls-for-direct-ignition-appliance-1-2-in-x-1-2-in-inlet-outlet-size-standard-opening-24-v-ac-natural-gas-hone-vr8215s1248t-u,UPDATE,"{""value"": 4.7, ""unit"": ""in""}","{""value"": 6.44, ""unit"": ""in""}","{""value"": 5.38, ""unit"": ""in""}"
single-stage-gas-controls-for-direct-ignition-appliance-1-2-in-x-3-4-in-inlet-outlet-size-standard-opening-24-v-ac-natural-gas,UPDATE,"{""value"": 7.38, ""unit"": ""in""}","{""value"": 6.06, ""unit"": ""in""}","{""value"": 4.69, ""unit"": ""in""}"
single-stage-gas-controls-for-intermittent-pilot-appliance-1-2-in-x-1-2-in-inlet-outlet-size-slow-opening-24-v-ac-natural-gas,UPDATE,"{""value"": 6.62, ""unit"": ""in""}","{""value"": 6.12, ""unit"": ""in""}","{""value"": 4.69, ""unit"": ""in""}"
single-stage-gas-controls-for-intermittent-pilot-appliance-3-4-in-x-3-4-in-inlet-outlet-size-step-opening-24-v-ac-lp-gas,UPDATE,"{""value"": 7.38, ""unit"": ""in""}","{""value"": 6.06, ""unit"": ""in""}","{""value"": 4.69, ""unit"": ""in""}"
single-stage-gas-controls-for-standing-pilot-appliance-3-4-in-x-3-4-in-standard-opening-120-v-ac-natural-gas-lp-with-included-conversion-kit,UPDATE,"{""value"": 7.38, ""unit"": ""in""}","{""value"": 6.06, ""unit"": ""in""}","{""value"": 4.69, ""unit"": ""in""}"
single-stage-gas-controls-for-standing-pilot-appliance-3-4-in-x-3-4-in-standard-opening-24-v-ac-natural-gas-lp-with-included-conversion-kit,UPDATE,"{""value"": 7.38, ""unit"": ""in""}","{""value"": 6.06, ""unit"": ""in""}","{""value"": 4.69, ""unit"": ""in""}"
single-stage-heat-only-thermostat-for-750-mv-applications,UPDATE,"{""value"": 5.12, ""unit"": ""in""}","{""value"": 5.12, ""unit"": ""in""}","{""value"": 2.88, ""unit"": ""in""}"
single-zone-switching-relay,UPDATE,"{""value"": 8.0, ""unit"": ""in""}","{""value"": 7.0, ""unit"": ""in""}","{""value"": 4.0, ""unit"": ""in""}"
six-zone-switching-relay,UPDATE,"{""value"": 10.0, ""unit"": ""in""}","{""value"": 13.0, ""unit"": ""in""}","{""value"": 4.0, ""unit"": ""in""}"
six-zone-valve-controller,UPDATE,"{""value"": 9.0, ""unit"": ""in""}","{""value"": 13.0, ""unit"": ""in""}","{""value"": 4.0, ""unit"": ""in""}"
slow-opening-smartvalve-direct-hot-surface-ignition-natural-lp-with-included-conversion-kit-1-2-in-nptx-1-2-in-npt,UPDATE,"{""value"": 5.2, ""unit"": ""in""}","{""value"": 6.9, ""unit"": ""in""}","{""value"": 6.1, ""unit"": ""in""}"
speedflex-air-gap-plastic,UPDATE,"{""value"": 5.25, ""unit"": ""in""}","{""value"": 4.0, ""unit"": ""in""}","{""value"": 11.0, ""unit"": ""in""}"
standard-2-stage-opening-smartvalve-intermittent-hot-surface-pilot-ignition-natural-gas-1-2-in-npt-x-1-2-in-npt-inlet-outlet-size,UPDATE,"{""value"": 5.2, ""unit"": ""in""}","{""value"": 6.9, ""unit"": ""in""}","{""value"": 6.1, ""unit"": ""in""}"
standard-opening-intermittent-pilot-with-comb-air-control,UPDATE,"{""value"": 5.2, ""unit"": ""in""}","{""value"": 6.9, ""unit"": ""in""}","{""value"": 6.1, ""unit"": ""in""}"
standard-opening-smartvalve-intermittent-hot-surface-pilot,UPDATE,"{""value"": 5.2, ""unit"": ""in""}","{""value"": 6.9, ""unit"": ""in""}","{""value"": 6.1, ""unit"": ""in""}"
standard-opening-smartvalve-intermittent-hot-surface-pilot-ignition-natural-lp-with-included-conversion-kit-3-4-in-npt-x-3-4-in-npt,UPDATE,"{""value"": 5.2, ""unit"": ""in""}","{""value"": 6.9, ""unit"": ""in""}","{""value"": 6.1, ""unit"": ""in""}"
stellar-single-bowl-laundry-sink,UPDATE,"{""value"": 25.0, ""unit"": ""in""}","{""value"": 19.0, ""unit"": ""in""}","{""value"": 14.08, ""unit"": ""in""}"
stop-valve-repair-kit-for-flush-valves-fits-1-control-stops,UPDATE,"{""value"": 9.0, ""unit"": ""in""}","{""value"": 8.0, ""unit"": ""in""}","{""value"": 6.0, ""unit"": ""in""}"
switching-relay-with-24v-control-coils,UPDATE,"{""value"": 7.25, ""unit"": ""in""}","{""value"": 6.25, ""unit"": ""in""}","{""value"": 4.31, ""unit"": ""in""}"
switching-relay-with-internal-transformer,UPDATE,"{""value"": 7.25, ""unit"": ""in""}","{""value"": 6.25, ""unit"": ""in""}","{""value"": 4.31, ""unit"": ""in""}"
t1-pro-non-programmable-thermostat,UPDATE,"{""value"": 6.0, ""unit"": ""in""}","{""value"": 6.0, ""unit"": ""in""}","{""value"": 3.0, ""unit"": ""in""}"
t10-pro-smart-with-redlink-thermostat-kit-with-sensor,UPDATE,"{""value"": 6.9, ""unit"": ""in""}","{""value"": 5.7, ""unit"": ""in""}","{""value"": 2.93, ""unit"": ""in""}"
t3-pro-non-programmable-thermostat,UPDATE,"{""value"": 5.86, ""unit"": ""in""}","{""value"": 7.36, ""unit"": ""in""}","{""value"": 3.08, ""unit"": ""in""}"
t3-pro-non-programmable-thermostat-hone-th3210u2004-u,UPDATE,"{""value"": 5.86, ""unit"": ""in""}","{""value"": 7.36, ""unit"": ""in""}","{""value"": 3.08, ""unit"": ""in""}"
t4-pro-programmable-thermostat-with-stages-up-to-2-heat-1-cool-heat-pumps-up-to-1-heat-1-cool-conventional-systems,UPDATE,"{""value"": 6.0, ""unit"": ""in""}","{""value"": 6.0, ""unit"": ""in""}","{""value"": 3.0, ""unit"": ""in""}"
t6-pro-hydronic-programmable-thermostat,UPDATE,"{""value"": 6.0, ""unit"": ""in""}","{""value"": 6.0, ""unit"": ""in""}","{""value"": 3.0, ""unit"": ""in""}"
t6-pro-programmable-thermostat-up-to-2-heat-1-cool,UPDATE,"{""value"": 6.0, ""unit"": ""in""}","{""value"": 6.0, ""unit"": ""in""}","{""value"": 3.0, ""unit"": ""in""}"
t6-pro-programmable-thermostat-up-to-2-heat-2-cool,UPDATE,"{""value"": 6.0, ""unit"": ""in""}","{""value"": 6.0, ""unit"": ""in""}","{""value"": 3.0, ""unit"": ""in""}"
t6-pro-programmable-thermostat-up-to-3-heat-2-cool,UPDATE,"{""value"": 6.0, ""unit"": ""in""}","{""value"": 6.0, ""unit"": ""in""}","{""value"": 3.0, ""unit"": ""in""}"
t6-pro-smart-thermostat-multi-stage-2-heat-2-cool,UPDATE,"{""value"": 6.0, ""unit"": ""in""}","{""value"": 6.0, ""unit"": ""in""}","{""value"": 3.0, ""unit"": ""in""}"
three-zone-switching-relay,UPDATE,"{""value"": 10.0, ""unit"": ""in""}","{""value"": 13.0, ""unit"": ""in""}","{""value"": 4.0, ""unit"": ""in""}"
three-zone-valve-controller,UPDATE,"{""value"": 9.0, ""unit"": ""in""}","{""value"": 12.0, ""unit"": ""in""}","{""value"": 4.0, ""unit"": ""in""}"
toto-dartmouth-and-whitney-universal-height-elongated-toilet-bowl-cotton-white-c754ef-01,UPDATE,"{""value"": 29.0, ""unit"": ""in""}","{""value"": 16.0, ""unit"": ""in""}","{""value"": 18.5, ""unit"": ""in""}"
toto-drake-ii-universal-height-elongated-toilet-bowl-with-cefiontect-cotton-white-c454cufg-01,UPDATE,"{""value"": 29.88, ""unit"": ""in""}","{""value"": 17.0, ""unit"": ""in""}","{""value"": 18.12, ""unit"": ""in""}"
toto-eco-clayton-and-clayton-universal-height-elongated-toilet-bowl-sedona-beige-c784ef-12,UPDATE,"{""value"": 30.5, ""unit"": ""in""}","{""value"": 16.0, ""unit"": ""in""}","{""value"": 18.12, ""unit"": ""in""}"
toto-promenade-ii-universal-height-toilet-bowl-with-cefiontect-cotton-white-c404cufg-01,UPDATE,"{""value"": 30.12, ""unit"": ""in""}","{""value"": 16.0, ""unit"": ""in""}","{""value"": 18.25, ""unit"": ""in""}"
toto-s7-washlet-electronic-bidet-toilet-seat-with-ewater-bowl-and-wand-cleaning-and-classic-lid-elongated-cotton-white-sw4724at40-01,UPDATE,"{""value"": 22.88, ""unit"": ""in""}","{""value"": 17.06, ""unit"": ""in""}","{""value"": 6.06, ""unit"": ""in""}"
toto-s7-washlet-electronic-bidet-toilet-seat-with-ewater-bowl-and-wand-cleaning-and-contemporary-lid-elongated-cotton-white-sw4726at40-01,UPDATE,"{""value"": 22.88, ""unit"": ""in""}","{""value"": 17.06, ""unit"": ""in""}","{""value"": 6.06, ""unit"": ""in""}"
toto-s7a-washlet-electronic-bidet-toilet-seat-with-ewater-bowl-and-wand-cleaning-auto-open-and-close-contemporary-lid-elongated-cotton-white-sw4736at40-01,UPDATE,"{""value"": 22.88, ""unit"": ""in""}","{""value"": 17.06, ""unit"": ""in""}","{""value"": 6.06, ""unit"": ""in""}"
toto-standard-r-ecopower-0-5-gpm-touchless-bathroom-faucet-10-second-on-demand-flow-polished-chrome-t28s51e-cp,UPDATE,"{""value"": 7.94, ""unit"": ""in""}","{""value"": 3.31, ""unit"": ""in""}","{""value"": 8.12, ""unit"": ""in""}"
toto-tornado-flush-commercial-flushometer-floor-mounted-universal-height-toilet-elongated-cotton-white-ct725cuf-01,UPDATE,"{""value"": 27.25, ""unit"": ""in""}","{""value"": 16.0, ""unit"": ""in""}","{""value"": 19.12, ""unit"": ""in""}"
toto-ultimate-one-piece-elongated-1-6-gpf-toilet-cotton-white-ms854114-01,UPDATE,"{""value"": 30.12, ""unit"": ""in""}","{""value"": 18.5, ""unit"": ""in""}","{""value"": 29.12, ""unit"": ""in""}"
toto-usa-cotton-undermount-sinks-4-on-center-faucet-hole-vitreous-china-21-1-4-x-17-1-4-x-7-1-2,UPDATE,"{""value"": 23.0, ""unit"": ""in""}","{""value"": 19.0, ""unit"": ""in""}","{""value"": 9.0, ""unit"": ""in""}"
toto-washlet-a2-electronic-bidet-toilet-seat-with-heated-seat-and-softclose-lid-elongated-cotton-white-sw3004-01,UPDATE,"{""value"": 22.94, ""unit"": ""in""}","{""value"": 20.62, ""unit"": ""in""}","{""value"": 8.62, ""unit"": ""in""}"
toto-washlet-k300-electronic-bidet-toilet-seat-with-instantaneous-water-heating-premist-and-ewater-wand-cleaning-elongated-cotton-white-sw3036r-01,UPDATE,"{""value"": 22.88, ""unit"": ""in""}","{""value"": 17.06, ""unit"": ""in""}","{""value"": 7.81, ""unit"": ""in""}"
two-position-actuator-for-vu52-normally-open-and-vu54-valve-bodies-24-v-50-60-hz,UPDATE,"{""value"": 4.38, ""unit"": ""in""}","{""value"": 5.5, ""unit"": ""in""}","{""value"": 4.38, ""unit"": ""in""}"
two-position-actuator-for-vu53-normally-closed-valve-bodies-24-v-50-60-hz-hone-vu843a1020-u,UPDATE,"{""value"": 4.38, ""unit"": ""in""}","{""value"": 5.5, ""unit"": ""in""}","{""value"": 4.38, ""unit"": ""in""}"
two-stage-gas-controls-for-direct-ignition-appliance-1-2-in-x-1-2-in-inlet-outlet-size-standard-opening-24-v-ac-natural-gas,UPDATE,"{""value"": 6.62, ""unit"": ""in""}","{""value"": 6.12, ""unit"": ""in""}","{""value"": 4.69, ""unit"": ""in""}"
two-stage-gas-controls-for-direct-ignition-appliance-1-2-in-x-1-2-in-standard-opening-24-v-ac-natural-gas-lp-with-included-conversion-kit,UPDATE,"{""value"": 6.04, ""unit"": ""in""}","{""value"": 7.04, ""unit"": ""in""}","{""value"": 5.2, ""unit"": ""in""}"
two-stage-gas-controls-for-direct-ignition-appliance-3-4-in-x-3-4-in-inlet-outlet-size-standard-opening-24-v-ac-natural-gas,UPDATE,"{""value"": 7.38, ""unit"": ""in""}","{""value"": 4.69, ""unit"": ""in""}","{""value"": 6.06, ""unit"": ""in""}"
two-stage-gas-controls-for-direct-spark-ignition-appliance-1-2-in-x-1-2-in-inlet-outlet-size-standard-opening-24-v-ac-natural-gas,UPDATE,"{""value"": 6.62, ""unit"": ""in""}","{""value"": 6.12, ""unit"": ""in""}","{""value"": 4.69, ""unit"": ""in""}"
unassembled-water-heater-stand-21w-x-21d-x-18h-18ga-650-rating,UPDATE,"{""value"": 23.0, ""unit"": ""in""}","{""value"": 23.0, ""unit"": ""in""}","{""value"": 20.0, ""unit"": ""in""}"
unassembled-water-heater-stand-24w-x-24d-x-18h-16ga-1300-rating,UPDATE,"{""value"": 26.0, ""unit"": ""in""}","{""value"": 26.0, ""unit"": ""in""}","{""value"": 20.0, ""unit"": ""in""}"
universal-24-vac-standard-opening-intermittent-direct-ignition-gas-valve-1-2-x-1-2-in-set-3-5-in-wc,UPDATE,"{""value"": 7.38, ""unit"": ""in""}","{""value"": 6.06, ""unit"": ""in""}","{""value"": 4.69, ""unit"": ""in""}"
universal-electronic-oil-aquastat-with-enviracom-communication,UPDATE,"{""value"": 9.12, ""unit"": ""in""}","{""value"": 6.25, ""unit"": ""in""}","{""value"": 4.62, ""unit"": ""in""}"
universal-hot-surface-ignition-module,UPDATE,"{""value"": 7.25, ""unit"": ""in""}","{""value"": 6.06, ""unit"": ""in""}","{""value"": 3.94, ""unit"": ""in""}"
urinal-rebuild-kit-for-0-125-gpf-aquavantage-diaphragm-flush-valve,UPDATE,"{""value"": 8.0, ""unit"": ""in""}","{""value"": 9.0, ""unit"": ""in""}","{""value"": 6.0, ""unit"": ""in""}"
urinal-rebuild-kit-for-0-5-gpf-aquaflush-diaphragm-flush-valve,UPDATE,"{""value"": 9.0, ""unit"": ""in""}","{""value"": 8.0, ""unit"": ""in""}","{""value"": 6.0, ""unit"": ""in""}"
urinal-rebuild-kit-for-1-0-gpf-aquaflush-diaphragm-flush-valve,UPDATE,"{""value"": 8.0, ""unit"": ""in""}","{""value"": 9.0, ""unit"": ""in""}","{""value"": 6.0, ""unit"": ""in""}"
urinal-rebuild-kit-for-1-0-gpf-aquavantage-diaphragm-flush-valve,UPDATE,"{""value"": 8.0, ""unit"": ""in""}","{""value"": 9.0, ""unit"": ""in""}","{""value"": 6.0, ""unit"": ""in""}"
valea-super-single-bowl-kitchen-sink-cinder,UPDATE,"{""value"": 34.0, ""unit"": ""in""}","{""value"": 21.0, ""unit"": ""in""}","{""value"": 11.87, ""unit"": ""in""}"
valea-super-single-bowl-kitchen-sink-truffle,UPDATE,"{""value"": 34.0, ""unit"": ""in""}","{""value"": 19.0, ""unit"": ""in""}","{""value"": 11.87, ""unit"": ""in""}"
vc-actuator-2-position-spst-100-130-vac,UPDATE,"{""value"": 4.8, ""unit"": ""in""}","{""value"": 5.7, ""unit"": ""in""}","{""value"": 4.7, ""unit"": ""in""}"
vc-floating-actuator-sp3t-tri-state-floating-24-vac,UPDATE,"{""value"": 4.8, ""unit"": ""in""}","{""value"": 5.7, ""unit"": ""in""}","{""value"": 4.7, ""unit"": ""in""}"
vc-modulating-actuator-0-2-10-vdc-24-vac,UPDATE,"{""value"": 4.8, ""unit"": ""in""}","{""value"": 5.7, ""unit"": ""in""}","{""value"": 4.7, ""unit"": ""in""}"
viper-1-28gpf-tank-12-rough-in-for-compact-elongated-bowl-right-hand-lever-white,UPDATE,"{""value"": 21.0, ""unit"": ""in""}","{""value"": 10.0, ""unit"": ""in""}","{""value"": 17.0, ""unit"": ""in""}"
viper-1-28gpf-tank-12-rough-in-for-compact-elongated-bowl-white,UPDATE,"{""value"": 21.29, ""unit"": ""in""}","{""value"": 9.0, ""unit"": ""in""}","{""value"": 17.0, ""unit"": ""in""}"
viper-1-6gpf-tank-12-rough-in-white,UPDATE,"{""value"": 20.11, ""unit"": ""in""}","{""value"": 9.0, ""unit"": ""in""}","{""value"": 17.24, ""unit"": ""in""}"
wall-hung-siphon-jet-toilet-bowl-elongated-top-spud-white-vitreous-china,UPDATE,"{""value"": 16.38, ""unit"": ""in""}","{""value"": 26.75, ""unit"": ""in""}","{""value"": 19.0, ""unit"": ""in""}"
water-closet-rebuild-kit-for-1-28-gpf-aquavantage-diaphragm-flush-valve,UPDATE,"{""value"": 9.0, ""unit"": ""in""}","{""value"": 8.0, ""unit"": ""in""}","{""value"": 6.0, ""unit"": ""in""}"
