Handle,Command,Variant Command,Variant SKU,Variant Weight,Variant Weight Unit,part_number,peso_loja_lb,peso_fabricante_lb,razao,preco,lambda_antes,lambda_depois,titulo
6-copper-sweat-fittings-coupling-dimple-stop-c-x-c,UPDATE,UPDATE,COPF-600-CPL/DS-C,4.613,lb,W 10156,5.26,4.613,1.14,472.54,0.0111,0.0098,"Mueller Streamline W 10156 6"" Copper Sweat Fittings - Coupling - Dimple Stop C x C"
1-galvanized-cap,UPDATE,UPDATE,GAIF-100-CAP-G,0.307,lb,511-405,0.35,0.307,1.14,3.36,0.1042,0.0914,"Mueller Streamline 511-405 1"" - Galvanized Cap"
1-1-2-galvanized-elbow-45,UPDATE,UPDATE,GAIF-150-45EL-G,1.014,lb,510-207,1.16,1.014,1.14,11.04,0.1051,0.0918,"Mueller Streamline 510-207 1-1/2"" - Galvanized Elbow - 45°"
1-2-x-1-2-x-3-4-copper-sweat-fittings-tee-c-x-c-x-c,UPDATE,UPDATE,COPF-050.075-TEE-C,0.106,lb,W 04047,0.12,0.106,1.13,14.92,0.008,0.0071,"Mueller Streamline W 04047 1/2"" x 1/2"" x 3/4"" Copper Sweat Fittings - Tee C x C x C"
1-1-2-x-3-4-x-1-copper-sweat-fittings-tee-c-x-c-x-c,UPDATE,UPDATE,COPF-150.075.100-TEE-C,0.523,lb,W 40240,0.59,0.523,1.13,79.47,0.0074,0.0066,"Mueller Streamline W 40240 1-1/2"" x 3/4"" x 1"" Copper Sweat Fittings - Tee C x C x C"
1-carbon-steel-press-fittings-mechanical-tee-p-x-p-x-p,UPDATE,UPDATE,CRBN-100-TEE,0.799,lb,CP04048,0.9,0.799,1.13,55.16,0.0163,0.0145,"Mueller Streamline CP04048 1"" Carbon Steel Press Fittings - Mechanical - Tee P x P x P"
3-4-black-iron-elbow-90-street,UPDATE,UPDATE,BLIF-075-ST90,0.392,lb,520-304,0.44,0.392,1.12,3.63,0.1212,0.108,"Mueller Streamline 520-304 3/4"" Black Iron Elbow - 90° (Street)"
1-x-3-4-black-iron-elbow-90,UPDATE,UPDATE,BLIF-100.075-90EL,0.492,lb,520-154,0.55,0.492,1.12,4.35,0.1264,0.1131,"Mueller Streamline 520-154 1"" x 3/4"" Black Iron Elbow - 90°"
3-x-3-x-1-2-copper-sweat-fittings-tee-c-x-c-x-c,UPDATE,UPDATE,COPF-300.050-TEE-C,1.378,lb,W 40145,1.54,1.378,1.12,173.48,0.0089,0.0079,"Mueller Streamline W 40145 3"" x 3"" x 1/2"" Copper Sweat Fittings - Tee C x C x C"
3-x-1-1-2-copper-sweat-fittings-fitting-reducer-ftg-x-c,UPDATE,UPDATE,COPF-300.150-FTR-C,0.916,lb,W 01378,1.03,0.916,1.12,84.02,0.0123,0.0109,"Mueller Streamline W 01378 3"" x 1-1/2"" Copper Sweat Fittings - Fitting Reducer Ftg x C"
1-1-4-copper-press-fittings-45-degree-street-elbow-ftg-x-p,UPDATE,UPDATE,CPPF-125-ST45,0.276,lb,PF 03350,0.31,0.276,1.12,30.46,0.0102,0.0091,"Mueller Streamline PF 03350 1-1/4"" Copper Press Fittings - 45 Degree Street Elbow Ftg x P"
1-1-2-copper-press-fittings-male-adapter-p-x-mpt,UPDATE,UPDATE,CPPF-150-MA,0.627,lb,PF 01179,0.7,0.627,1.12,54.0,0.013,0.0116,"Mueller Streamline PF 01179 1-1/2"" Copper Press Fittings - Male Adapter P x MPT"
3-4-galvanized-street-elbow-90-gaif-075-st90-g,UPDATE,UPDATE,GAIF-075-ST90-G,0.392,lb,510-304,0.44,0.392,1.12,4.23,0.104,0.0927,"Mueller Streamline 510-304 3/4"" - Galvanized Street Elbow - 90°"
1-x-3-4-galvanized-elbow-90,UPDATE,UPDATE,GAIF-100.075-90EL-G,0.492,lb,510-154,0.55,0.492,1.12,5.28,0.1042,0.0932,"Mueller Streamline 510-154 1"" x 3/4"" - Galvanized Elbow - 90°"
1-1-4-x-1-x-1-black-iron-tee,UPDATE,UPDATE,BLIF-125.100.100-TEE,1.054,lb,520-655,1.17,1.054,1.11,11.88,0.0985,0.0887,"Mueller Streamline 520-655 1-1/4"" x 1"" x 1"" Black Iron Tee"
2-x-1-black-iron-coupling,UPDATE,UPDATE,BLIF-200.100-CPL,1.181,lb,521-385,1.31,1.181,1.11,11.05,0.1186,0.1069,"Mueller Streamline 521-385 2"" x 1"" Black Iron Coupling"
1-8-x-close-black-iron-nipple,UPDATE,UPDATE,BLPN-018-CLS,0.018,lb,580-001,0.02,0.018,1.11,1.88,0.0106,0.0096,"Mueller Streamline 580-001 1/8"" x Close - Black Iron Nipple"
1-copper-fittings-cleaned-bagged-coupling-dimple-stop-c-x-c,UPDATE,UPDATE,CFCB-100-CPL/DS,0.108,lb,W 01047R,0.12,0.108,1.11,7.74,0.0155,0.014,"Mueller Streamline W 01047R 1"" Copper Fittings - Cleaned & Bagged - Coupling - Dimple Stop C x C"
1-copper-sweat-fittings-coupling-dimple-stop-c-x-c,UPDATE,UPDATE,COPF-100-CPL/DS-C,0.108,lb,W 10147,0.12,0.108,1.11,5.88,0.0204,0.0184,"Mueller Streamline W 10147 1"" Copper Sweat Fittings - Coupling - Dimple Stop C x C"
1-copper-sweat-fittings-repair-coupling-no-stop-c-x-c,UPDATE,UPDATE,COPF-100-CPL/LS-C,0.108,lb,W 01906,0.12,0.108,1.11,8.29,0.0145,0.013,"Mueller Streamline W 01906 1"" Copper Sweat Fittings - Repair Coupling - No Stop C x C"
1-copper-sweat-fittings-union-c-x-c,UPDATE,UPDATE,COPF-100-UNI-C,0.506,lb,W 08005,0.56,0.506,1.11,43.5,0.0129,0.0116,"Mueller Streamline W 08005 1"" Copper Sweat Fittings - Union C x C"
6-copper-sweat-fittings-90-degree-elbow-c-x-c,UPDATE,UPDATE,COPF-600-90EL-C,13.726,lb,W 02097,15.2,13.726,1.11,1362.03,0.0112,0.0101,"Mueller Streamline W 02097 6"" Copper Sweat Fittings - 90 Degree Elbow C x C"
1-1-2-x-1-1-4-copper-fittings-dwv-slip-joint-adapter-c-x-sj,UPDATE,UPDATE,COPF-DWV-150.125-SJA-C,0.396,lb,A 11383,0.44,0.396,1.11,45.9,0.0096,0.0086,"Mueller Streamline A 11383 1-1/2"" x 1-1/4"" Copper Fittings - DWV - Slip Joint Adapter C x SJ"
1-1-4-x-1-x-1-galvanized-tee,UPDATE,UPDATE,GAIF-125.100.100-TEE-G,1.054,lb,510-655,1.17,1.054,1.11,15.11,0.0774,0.0698,"Mueller Streamline 510-655 1-1/4"" x 1"" x 1"" - Galvanized Tee"
2-x-1-galvanized-reducing-coupling,UPDATE,UPDATE,GAIF-200.100-CPL-G,1.181,lb,511-385,1.31,1.181,1.11,12.48,0.105,0.0946,"Mueller Streamline 511-385 2"" x 1"" - Galvanized Reducing Coupling"
1-1-4-black-iron-cap,UPDATE,UPDATE,BLIF-125-CAP,0.463,lb,521-406,0.51,0.463,1.1,3.84,0.1328,0.1206,"Mueller Streamline 521-406 1-1/4"" Black Iron Cap"
4-copper-sweat-fittings-90-degree-street-elbow-ftg-x-c,UPDATE,UPDATE,COPF-400-ST90-C,4.034,lb,W 02390,4.45,4.034,1.1,327.31,0.0136,0.0123,"Mueller Streamline W 02390 4"" Copper Sweat Fittings - 90 Degree Street Elbow Ftg x C"
1-1-4-galvanized-cap,UPDATE,UPDATE,GAIF-125-CAP-G,0.463,lb,511-406,0.51,0.463,1.1,4.89,0.1043,0.0947,"Mueller Streamline 511-406 1-1/4"" - Galvanized Cap"
1-1-2-x-1-1-4-x-1-black-iron-tee,UPDATE,UPDATE,BLIF-150.125.100-TEE,1.248,lb,520-768,1.36,1.248,1.09,13.85,0.0982,0.0901,"Mueller Streamline 520-768 1-1/2"" x 1-1/4"" x 1"" Black Iron Tee"
1-2-copper-fittings-cleaned-bagged-male-adapter-c-x-mpt,UPDATE,UPDATE,CFCB-050-MA,0.064,lb,W 01131R,0.07,0.064,1.09,5.45,0.0128,0.0117,"Mueller Streamline W 01131R 1/2"" Copper Fittings - Cleaned & Bagged - Male Adapter C x MPT"
1-1-4-x-1-2-copper-fittings-cleaned-bagged-fitting-reducer-ftg-x-c,UPDATE,UPDATE,CFCB-125.050-FTR,0.156,lb,W 01347R,0.17,0.156,1.09,18.5,0.0092,0.0084,"Mueller Streamline W 01347R 1-1/4"" x 1/2"" Copper Fittings - Cleaned & Bagged - Fitting Reducer Ftg x C"
1-2-x-1-4-copper-sweat-fittings-male-adapter-c-x-mpt,UPDATE,UPDATE,COPF-050.025-MA-C,0.055,lb,W 01133,0.06,0.055,1.09,12.15,0.0049,0.0045,"Mueller Streamline W 01133 1/2"" x 1/4"" Copper Sweat Fittings - Male Adapter C x MPT"
3-4-copper-sweat-fittings-male-adapter-c-x-mpt,UPDATE,UPDATE,COPF-075-MA-C,0.11,lb,W 01146,0.12,0.11,1.09,6.92,0.0173,0.0159,"Mueller Streamline W 01146 3/4"" Copper Sweat Fittings - Male Adapter C x MPT"
1-1-4-x-1-2-copper-sweat-fittings-fitting-reducer-ftg-x-c,UPDATE,UPDATE,COPF-125.050-FTR-C,0.156,lb,W 01347,0.17,0.156,1.09,14.04,0.0121,0.0111,"Mueller Streamline W 01347 1-1/4"" x 1/2"" Copper Sweat Fittings - Fitting Reducer Ftg x C"
3-x-1-1-2-copper-sweat-fittings-coupling-c-x-c,UPDATE,UPDATE,COPF-300.150-CPL-C,1.01,lb,W 01095,1.1,1.01,1.09,91.44,0.012,0.011,"Mueller Streamline W 01095 3"" x 1-1/2"" Copper Sweat Fittings - Coupling C x C"
3-4-copper-press-fittings-union-pxf-p-x-fpt,UPDATE,UPDATE,CPPF-075-UFA,0.431,lb,PF 11423,0.47,0.431,1.09,39.06,0.012,0.011,"Mueller Streamline PF 11423 3/4"" Copper Press Fittings - Union PxF P x FPT"
1-1-2-carbon-steel-press-fittings-gas-coupling-with-stop-p-x-p,UPDATE,UPDATE,CRBN-150-CPL/WS-G,0.871,lb,CP10149G,0.95,0.871,1.09,71.78,0.0132,0.0121,"Mueller Streamline CP10149G 1-1/2"" Carbon Steel Press Fittings - Gas - Coupling - With Stop P x P"
3-galvanized-tee,UPDATE,UPDATE,GAIF-300-TEE-G,6.812,lb,510-610,7.41,6.812,1.09,70.26,0.1055,0.097,"Mueller Streamline 510-610 3"" - Galvanized Tee"
3-8-x-close-galvanized-nipple,UPDATE,UPDATE,GAPN-038-CLS,0.046,lb,562-001,0.05,0.046,1.09,2.76,0.0181,0.0167,"Mueller Streamline 562-001 3/8"" x Close - Galvanized Nipple"
1-1-4-x-1-2-copper-sweat-fittings-coupling-c-x-c,UPDATE,UPDATE,COPF-125.050-CPL-C,0.166,lb,W 01060,0.18,0.166,1.08,13.62,0.0132,0.0122,"Mueller Streamline W 01060 1-1/4"" x 1/2"" Copper Sweat Fittings - Coupling C x C"
3-copper-fittings-dwv-test-tee-w-plug-c-x-c-x-fpt,UPDATE,UPDATE,COPF-DWV-300-TET-C,3.497,lb,A 11367,3.78,3.497,1.08,520.2,0.0073,0.0067,"Mueller Streamline A 11367 3"" Copper Fittings - DWV - Test Tee w/ Plug C x C x FPT"
3-black-iron-elbow-90,UPDATE,UPDATE,BLIF-300-90EL,4.872,lb,520-010,4.46,4.872,0.92,45.2,0.0987,0.1078,"Mueller Streamline 520-010 3"" Black Iron Elbow - 90°"
3-4-x-3-black-iron-nipple,UPDATE,UPDATE,BLPN-075-3,0.284,lb,584-030,0.26,0.284,0.92,2.04,0.1275,0.1392,"Mueller Streamline 584-030 3/4"" x 3"" - Black Iron Nipple"
1-1-4-x-3-1-2-black-iron-nipple,UPDATE,UPDATE,BLPN-125-3.5,0.664,lb,586-035,0.61,0.664,0.92,4.4,0.1386,0.1509,"Mueller Streamline 586-035 1-1/4"" x 3-1/2"" - Black Iron Nipple"
4-x-4-black-iron-nipple,UPDATE,UPDATE,BLPN-400-4,3.6,lb,591-040,3.3,3.6,0.92,34.45,0.0958,0.1045,"Mueller Streamline 591-040 4"" x 4"" - Black Iron Nipple"
1-x-1-2-copper-fittings-cleaned-bagged-coupling-c-x-c,UPDATE,UPDATE,CFCB-100.050-CPL,0.109,lb,W 01051R,0.1,0.109,0.92,14.7,0.0068,0.0074,"Mueller Streamline W 01051R 1"" x 1/2"" Copper Fittings - Cleaned & Bagged - Coupling C x C"
1-2-copper-sweat-fittings-female-adapter-c-x-fpt,UPDATE,UPDATE,COPF-050-FA-C,0.098,lb,W 01231,0.09,0.098,0.92,6.55,0.0137,0.015,"Mueller Streamline W 01231 1/2"" Copper Sweat Fittings - Female Adapter C x FPT"
3-4-x-1-2-copper-sweat-fittings-male-adapter-c-x-mpt,UPDATE,UPDATE,COPF-075.050-MA-C,0.12,lb,W 01147,0.11,0.12,0.92,11.54,0.0095,0.0104,"Mueller Streamline W 01147 3/4"" x 1/2"" Copper Sweat Fittings - Male Adapter C x MPT"
1-x-1-2-copper-sweat-fittings-coupling-c-x-c,UPDATE,UPDATE,COPF-100.050-CPL-C,0.109,lb,W 01051,0.1,0.109,0.92,11.16,0.009,0.0098,"Mueller Streamline W 01051 1"" x 1/2"" Copper Sweat Fittings - Coupling C x C"
2-x-1-1-4-copper-sweat-fittings-coupling-c-x-c,UPDATE,UPDATE,COPF-200.125-CPL-C,0.425,lb,W 01074,0.39,0.425,0.92,32.89,0.0119,0.0129,"Mueller Streamline W 01074 2"" x 1-1/4"" Copper Sweat Fittings - Coupling C x C"
2-1-2-copper-sweat-fittings-45-degree-street-elbow-ftg-x-c,UPDATE,UPDATE,COPF-250-ST45-C,1.049,lb,W 03363,0.96,1.049,0.92,105.98,0.0091,0.0099,"Mueller Streamline W 03363 2-1/2"" Copper Sweat Fittings - 45 Degree Street Elbow Ftg x C"
4-copper-sweat-fittings-cap-c,UPDATE,UPDATE,COPF-400-CAP-C,1.5,lb,W 07018,1.38,1.5,0.92,154.0,0.009,0.0097,"Mueller Streamline W 07018 4"" Copper Sweat Fittings - Cap C"
4-copper-sweat-fittings-coupling-dimple-stop-c-x-c,UPDATE,UPDATE,COPF-400-CPL/DS-C,2.151,lb,W 10154,1.97,2.151,0.92,123.84,0.0159,0.0174,"Mueller Streamline W 10154 4"" Copper Sweat Fittings - Coupling - Dimple Stop C x C"
2-copper-fittings-dwv-coupling-c-x-c,UPDATE,UPDATE,COPF-DWV-200-CPL-C,0.131,lb,W 07072,0.12,0.131,0.92,14.6,0.0082,0.009,"Mueller Streamline W 07072 2"" Copper Fittings - DWV - Coupling C x C"
3-4-copper-press-fittings-tee-p-x-p-x-p,UPDATE,UPDATE,CPPF-075-TEE,0.348,lb,PF 04031,0.32,0.348,0.92,12.9,0.0248,0.027,"Mueller Streamline PF 04031 3/4"" Copper Press Fittings - Tee P x P x P"
3-4-x-4-1-2-galvanized-nipple,UPDATE,UPDATE,GAPN-075-4.5,0.426,lb,564-045,0.39,0.426,0.92,3.84,0.1016,0.1109,"Mueller Streamline 564-045 3/4"" x 4-1/2"" - Galvanized Nipple"
1-x-4-1-2-galvanized-nipple,UPDATE,UPDATE,GAPN-100-4.5,0.631,lb,565-045,0.58,0.631,0.92,5.34,0.1086,0.1182,"Mueller Streamline 565-045 1"" x 4-1/2"" - Galvanized Nipple"
1-1-4-x-5-1-2-galvanized-nipple,UPDATE,UPDATE,GAPN-125-5.5,1.045,lb,566-055,0.96,1.045,0.92,7.7,0.1247,0.1357,"Mueller Streamline 566-055 1-1/4"" x 5-1/2"" - Galvanized Nipple"
1-1-4-black-iron-tee,UPDATE,UPDATE,BLIF-125-TEE,1.243,lb,520-606,1.13,1.243,0.91,9.51,0.1188,0.1307,"Mueller Streamline 520-606 1-1/4"" Black Iron Tee"
1-4-x-2-1-2-black-iron-nipple,UPDATE,UPDATE,BLPN-025-2.5,0.088,lb,581-025,0.08,0.088,0.91,3.04,0.0263,0.0289,"Mueller Streamline 581-025 1/4"" x 2-1/2"" - Black Iron Nipple"
1-4-x-5-black-iron-nipple,UPDATE,UPDATE,BLPN-025-5,0.176,lb,581-050,0.16,0.176,0.91,5.46,0.0293,0.0322,"Mueller Streamline 581-050 1/4"" x 5"" - Black Iron Nipple"
3-8-x-3-1-2-black-iron-nipple,UPDATE,UPDATE,BLPN-038-3.5,0.165,lb,582-035,0.15,0.165,0.91,3.96,0.0379,0.0417,"Mueller Streamline 582-035 3/8"" x 3-1/2"" - Black Iron Nipple"
3-4-x-3-1-2-black-iron-nipple,UPDATE,UPDATE,BLPN-075-3.5,0.331,lb,584-035,0.3,0.331,0.91,2.52,0.119,0.1313,"Mueller Streamline 584-035 3/4"" x 3-1/2"" - Black Iron Nipple"
1-1-4-x-3-black-iron-nipple,UPDATE,UPDATE,BLPN-125-3,0.569,lb,586-030,0.52,0.569,0.91,3.72,0.1398,0.153,"Mueller Streamline 586-030 1-1/4"" x 3"" - Black Iron Nipple"
1-1-2-x-3-1-2-black-iron-nipple,UPDATE,UPDATE,BLPN-150-3.5,0.794,lb,587-035,0.72,0.794,0.91,5.19,0.1387,0.153,"Mueller Streamline 587-035 1-1/2"" x 3-1/2"" - Black Iron Nipple"
2-x-3-1-2-black-iron-nipple,UPDATE,UPDATE,BLPN-200-3.5,1.067,lb,588-035,0.97,1.067,0.91,7.38,0.1314,0.1446,"Mueller Streamline 588-035 2"" x 3-1/2"" - Black Iron Nipple"
2-1-2-x-8-black-iron-nipple,UPDATE,UPDATE,BLPN-250-8,3.865,lb,589-080,3.51,3.865,0.91,29.27,0.1199,0.132,"Mueller Streamline 589-080 2-1/2"" x 8"" - Black Iron Nipple"
3-x-4-black-iron-nipple,UPDATE,UPDATE,BLPN-300-4,2.529,lb,590-040,2.3,2.529,0.91,25.45,0.0904,0.0994,"Mueller Streamline 590-040 3"" x 4"" - Black Iron Nipple"
4-x-4-1-2-black-iron-nipple,UPDATE,UPDATE,BLPN-400-4.5,4.05,lb,591-045,3.7,4.05,0.91,39.34,0.0941,0.1029,"Mueller Streamline 591-045 4"" x 4-1/2"" - Black Iron Nipple"
4-x-5-black-iron-nipple,UPDATE,UPDATE,BLPN-400-5,4.5,lb,591-050,4.1,4.5,0.91,39.34,0.1042,0.1144,"Mueller Streamline 591-050 4"" x 5"" - Black Iron Nipple"
4-x-5-1-2-black-iron-nipple,UPDATE,UPDATE,BLPN-400-5.5,4.949,lb,591-055,4.5,4.949,0.91,42.06,0.107,0.1177,"Mueller Streamline 591-055 4"" x 5-1/2"" - Black Iron Nipple"
4-x-6-black-iron-nipple,UPDATE,UPDATE,BLPN-400-6,5.399,lb,591-060,4.9,5.399,0.91,42.06,0.1165,0.1284,"Mueller Streamline 591-060 4"" x 6"" - Black Iron Nipple"
3-4-x-1-2-x-1-2-copper-fittings-cleaned-bagged-tee-c-x-c-x-c,UPDATE,UPDATE,CFCB-075.050.050-TEE,0.121,lb,W 04043R,0.11,0.121,0.91,12.5,0.0088,0.0097,"Mueller Streamline W 04043R 3/4"" x 1/2"" x 1/2"" Copper Fittings - Cleaned & Bagged - Tee C x C x C"
1-copper-fittings-cleaned-bagged-female-adapter-c-x-fpt,UPDATE,UPDATE,CFCB-100-FA,0.253,lb,W 01263R,0.23,0.253,0.91,27.03,0.0085,0.0094,"Mueller Streamline W 01263R 1"" Copper Fittings - Cleaned & Bagged - Female Adapter C x FPT"
1-1-2-copper-fittings-cleaned-bagged-cap-c,UPDATE,UPDATE,CFCB-150-CAP,0.175,lb,W 07013R,0.16,0.175,0.91,15.48,0.0103,0.0113,"Mueller Streamline W 07013R 1-1/2"" Copper Fittings - Cleaned & Bagged - Cap C"
1-4-copper-sweat-fittings-male-adapter-c-x-mpt,UPDATE,UPDATE,COPF-025-MA-C,0.033,lb,W 01115,0.03,0.033,0.91,18.66,0.0016,0.0018,"Mueller Streamline W 01115 1/4"" Copper Sweat Fittings - Male Adapter C x MPT"
1-2-x-1-4-copper-sweat-fittings-flush-bushing-to-fpt-ftg-x-fpt,UPDATE,UPDATE,COPF-050.025-FLBF-C,0.022,lb,A 07813NL,0.02,0.022,0.91,14.13,0.0014,0.0016,"Mueller Streamline A 07813NL 1/2"" x 1/4"" Copper Sweat Fittings - Flush Bushing to FPT Ftg x FPT"
3-4-copper-sweat-fittings-fitting-male-adapter-ftg-x-mpt,UPDATE,UPDATE,COPF-075-FTGMA-C,0.154,lb,W 01446,0.14,0.154,0.91,22.47,0.0062,0.0069,"Mueller Streamline W 01446 3/4"" Copper Sweat Fittings - Fitting Male Adapter Ftg x MPT"
3-4-x-3-4-x-1-copper-sweat-fittings-tee-c-x-c-x-c,UPDATE,UPDATE,COPF-075.100-TEE-C,0.22,lb,W 04065,0.2,0.22,0.91,26.14,0.0077,0.0084,"Mueller Streamline W 04065 3/4"" x 3/4"" x 1"" Copper Sweat Fittings - Tee C x C x C"
1-copper-sweat-fittings-female-adapter-c-x-fpt,UPDATE,UPDATE,COPF-100-FA-C,0.253,lb,W 01263,0.23,0.253,0.91,20.52,0.0112,0.0123,"Mueller Streamline W 01263 1"" Copper Sweat Fittings - Female Adapter C x FPT"
1-copper-sweat-fittings-90-degree-long-turn-elbow-c-x-c,UPDATE,UPDATE,COPF-100-LT90-C,0.296,lb,W 02747,0.27,0.296,0.91,17.88,0.0151,0.0166,"Mueller Streamline W 02747 1"" Copper Sweat Fittings - 90 Degree Long Turn Elbow C x C"
1-x-1-x-3-4-copper-sweat-fittings-tee-c-x-c-x-c,UPDATE,UPDATE,COPF-100.075-TEE-C,0.242,lb,W 04049,0.22,0.242,0.91,24.11,0.0091,0.01,"Mueller Streamline W 04049 1"" x 1"" x 3/4"" Copper Sweat Fittings - Tee C x C x C"
1-1-2-copper-sweat-fittings-cap-c,UPDATE,UPDATE,COPF-150-CAP-C,0.175,lb,W 07013,0.16,0.175,0.91,11.76,0.0136,0.0149,"Mueller Streamline W 07013 1-1/2"" Copper Sweat Fittings - Cap C"
1-1-2-x-1-1-4-copper-sweat-fittings-flush-bushing-ftg-x-c,UPDATE,UPDATE,COPF-150.125-FLB-C,0.219,lb,W 01750,0.2,0.219,0.91,17.7,0.0113,0.0124,"Mueller Streamline W 01750 1-1/2"" x 1-1/4"" Copper Sweat Fittings - Flush Bushing Ftg x C"
2-1-2-x-1-1-2-x-2-copper-sweat-fittings-tee-c-x-c-x-c,UPDATE,UPDATE,COPF-250.150.200-TEE-C,1.844,lb,W 40138,1.67,1.844,0.91,267.28,0.0062,0.0069,"Mueller Streamline W 40138 2-1/2"" x 1-1/2"" x 2"" Copper Sweat Fittings - Tee C x C x C"
2-1-2-x-2-x-2-copper-sweat-fittings-tee-c-x-c-x-c,UPDATE,UPDATE,COPF-250.200.200-TEE-C,1.837,lb,W 40131,1.67,1.837,0.91,209.94,0.008,0.0088,"Mueller Streamline W 40131 2-1/2"" x 2"" x 2"" Copper Sweat Fittings - Tee C x C x C"
1-1-2-copper-fittings-dwv-test-cap-c,UPDATE,UPDATE,COPF-DWV-150-TCAP-C,0.011,lb,W 07638,0.01,0.011,0.91,3.25,0.0031,0.0034,"Mueller Streamline W 07638 1-1/2"" Copper Fittings - DWV - Test Cap C"
3-4-copper-press-fittings-45-degree-elbow-p-x-p,UPDATE,UPDATE,CPPF-075-45EL,0.154,lb,PF 03034,0.14,0.154,0.91,6.87,0.0204,0.0224,"Mueller Streamline PF 03034 3/4"" Copper Press Fittings - 45 Degree Elbow P x P"
1-1-4-galvanized-tee,UPDATE,UPDATE,GAIF-125-TEE-G,1.243,lb,510-606,1.13,1.243,0.91,10.71,0.1055,0.1161,"Mueller Streamline 510-606 1-1/4"" - Galvanized Tee"
1-2-x-4-1-2-galvanized-nipple,UPDATE,UPDATE,GAPN-050-4.5,0.32,lb,563-045,0.29,0.32,0.91,3.13,0.0927,0.1022,"Mueller Streamline 563-045 1/2"" x 4-1/2"" - Galvanized Nipple"
1-2-x-6-galvanized-nipple,UPDATE,UPDATE,GAPN-050-6,0.428,lb,563-060,0.39,0.428,0.91,3.5,0.1114,0.1223,"Mueller Streamline 563-060 1/2"" x 6"" - Galvanized Nipple"
1-2-x-8-galvanized-nipple,UPDATE,UPDATE,GAPN-050-8,0.569,lb,563-080,0.52,0.569,0.91,6.25,0.0832,0.091,"Mueller Streamline 563-080 1/2"" x 8"" - Galvanized Nipple"
1-x-4-galvanized-nipple,UPDATE,UPDATE,GAPN-100-4,0.56,lb,565-040,0.51,0.56,0.91,4.35,0.1172,0.1287,"Mueller Streamline 565-040 1"" x 4"" - Galvanized Nipple"
1-1-4-x-5-galvanized-nipple,UPDATE,UPDATE,GAPN-125-5,0.948,lb,566-050,0.86,0.948,0.91,6.62,0.1299,0.1432,"Mueller Streamline 566-050 1-1/4"" x 5"" - Galvanized Nipple"
2-x-5-galvanized-nipple,UPDATE,UPDATE,GAPN-200-5,1.523,lb,568-050,1.38,1.523,0.91,11.0,0.1255,0.1385,"Mueller Streamline 568-050 2"" x 5"" - Galvanized Nipple"
4-x-6-galvanized-nipple,UPDATE,UPDATE,GAPN-400-6,5.399,lb,571-060,4.9,5.399,0.91,49.95,0.0981,0.1081,"Mueller Streamline 571-060 4"" x 6"" - Galvanized Nipple"
1-x-3-4-x-1-black-iron-tee,UPDATE,UPDATE,BLIF-100.075.100-TEE,0.811,lb,520-794,0.73,0.811,0.9,7.43,0.0983,0.1092,"Mueller Streamline 520-794 1"" x 3/4"" x 1"" Black Iron Tee"
1-1-2-black-iron-tee,UPDATE,UPDATE,BLIF-150-TEE,1.557,lb,520-607,1.4,1.557,0.9,11.82,0.1184,0.1317,"Mueller Streamline 520-607 1-1/2"" Black Iron Tee"
2-1-2-x-6-black-iron-nipple,UPDATE,UPDATE,BLPN-250-6,2.899,lb,589-060,2.6,2.899,0.9,23.0,0.113,0.126,"Mueller Streamline 589-060 2-1/2"" x 6"" - Black Iron Nipple"
1-copper-fittings-cleaned-bagged-45-degree-elbow-c-x-c,UPDATE,UPDATE,CFCB-100-45EL,0.156,lb,W 03044R,0.14,0.156,0.9,20.29,0.0069,0.0077,"Mueller Streamline W 03044R 1"" Copper Fittings - Cleaned & Bagged - 45 Degree Elbow C x C"
1-x-1-2-copper-fittings-cleaned-bagged-fitting-reducer-ftg-x-c,UPDATE,UPDATE,CFCB-100.050-FTR,0.1,lb,W 01339R,0.09,0.1,0.9,13.2,0.0068,0.0076,"Mueller Streamline W 01339R 1"" x 1/2"" Copper Fittings - Cleaned & Bagged - Fitting Reducer Ftg x C"
1-copper-sweat-fittings-45-degree-elbow-c-x-c,UPDATE,UPDATE,COPF-100-45EL-C,0.156,lb,W 03044,0.14,0.156,0.9,15.4,0.0091,0.0101,"Mueller Streamline W 03044 1"" Copper Sweat Fittings - 45 Degree Elbow C x C"
1-x-3-4-x-1-copper-sweat-fittings-tee-c-x-c-x-c,UPDATE,UPDATE,COPF-100.075.100-TEE-C,0.321,lb,W 04055,0.29,0.321,0.9,28.68,0.0101,0.0112,"Mueller Streamline W 04055 1"" x 3/4"" x 1"" Copper Sweat Fittings - Tee C x C x C"
1-1-4-x-3-4-x-1-1-4-copper-sweat-fittings-tee-c-x-c-x-c,UPDATE,UPDATE,COPF-125.075.125-TEE-C,0.454,lb,W 04078,0.41,0.454,0.9,45.06,0.0091,0.0101,"Mueller Streamline W 04078 1-1/4"" x 3/4"" x 1-1/4"" Copper Sweat Fittings - Tee C x C x C"
1-1-2-copper-sweat-fittings-90-degree-long-turn-elbow-c-x-c,UPDATE,UPDATE,COPF-150-LT90-C,0.622,lb,W 02063,0.56,0.622,0.9,38.13,0.0147,0.0163,"Mueller Streamline W 02063 1-1/2"" Copper Sweat Fittings - 90 Degree Long Turn Elbow C x C"
