sku,handle,categoria,preco,peso_efetivo_lb,lambda,perfil_atual,perfil_sugerido
MILW-48-00-5241,6-6-tpi-wrecker-with-carbide-teeth-sawzall-blade-for-multi-material-1-pack,Sawzall & Hackzall Blades,11.43,0.35,0.0306,THS Standard - no free shipping,General profile
DELT-RP46078,delta-pressure-test-cap,Faucet & Tap Parts & Accessories,11.12,0.04,0.0036,THS Standard - no free shipping,General profile
MOEN-96365,moen-retainr-clip,Faucet & Tap Parts & Accessories,10.98,0.04,0.0036,THS Standard - no free shipping,General profile
SIOU-645WG3,3-4-pex-coupling-expansion-f1960-brass-siou-645wg3,F1960 Expansion Fittings,10.98,0.05,0.0046,THS Standard - no free shipping,General profile
MILW-49-56-0052,1-1-8-hole-dozer-bi-metal-hole-saw,Bi-Metal Hole Saws,10.96,0.21,0.0192,THS Standard - no free shipping,General profile
MILW-49-56-0062,1-1-4-hole-dozer-bi-metal-hole-saw,Bi-Metal Hole Saws,10.96,0.20,0.0182,THS Standard - no free shipping,General profile
SIOU-643WG23,1-2-x-3-4-pex-f1960-female-sweat-adapter-brass,F1960 Expansion Fittings,10.85,0.05,0.0046,THS Standard - no free shipping,General profile
MOEN-175084,moen-aerator-moen-175084,Faucet & Tap Parts & Accessories,10.73,0.02,0.0019,THS Standard - no free shipping,General profile
MOEN-216721,moen-flow-restrictor-kit,Faucet & Tap Parts & Accessories,10.73,0.01,0.0009,THS Standard - no free shipping,General profile
MOEN-516711,moen-aerator-moen-516711,Faucet & Tap Parts & Accessories,10.73,0.01,0.0009,THS Standard - no free shipping,General profile
PASC-1944,1-1-2-slip-joint-x-mip-brass-waste-conn,Miscellaneous Tools,10.54,0.34,0.0323,THS Standard - no free shipping,General profile
SHAR-UR514A,1-2-sharkbite-max-end-cap,Push Fittings,10.52,0.33,0.0314,THS Standard - no free shipping,General profile
IPSC-87705,1-pint-seal-lube-gasket-lubricant,Miscellaneous Tools,10.47,0.33,0.0315,THS Standard - no free shipping,General profile
PASC-5023,hose-bibb-anchor-pasco,Miscellaneous Tools,10.43,0.33,0.0316,THS Standard - no free shipping,General profile
MILW-49-56-0023,3-4-hole-dozer-bi-metal-hole-saw,Bi-Metal Hole Saws,9.95,0.10,0.0101,THS Standard - no free shipping,General profile
SHAR-U512LFA,3-8-sharkbite-end-cap,Push Fittings,9.93,0.33,0.0332,THS Standard - no free shipping,General profile
LEGE-114-709NL,1-2-x-3-8-f1807-x-comp-od-no-lead-chrome-plated-forged-brass-1-4-turn-ball-type-f1807-x-od-straight-stop-valve,Stops,9.73,0.30,0.0308,THS Standard - no free shipping,General profile
MOEN-14272,moen-cartridge-retainer-removal-too,Faucet & Tap Parts & Accessories,9.17,0.18,0.0196,THS Standard - no free shipping,General profile
SIOU-644WG32,3-4-x-1-2-pex-f1960-female-sweat-adapter-brass,F1960 Expansion Fittings,9.12,0.05,0.0055,THS Standard - no free shipping,General profile
DELT-RP4993,delta-seats-springs-2-ea,Faucet & Tap Parts & Accessories,9.09,0.03,0.0033,THS Standard - no free shipping,General profile
DELT-RP61,delta-cam-assembly-lever-handle,Faucet & Tap Parts & Accessories,9.09,0.04,0.0044,THS Standard - no free shipping,General profile
MOEN-AT2199,moen-2-5-in-shower-arm-flange-in-chrome,Shower Arms,8.71,0.09,0.0103,THS Standard - no free shipping,General profile
VEGA-33020,viega-1-2-x-20-white-pureflow-pex-tubing,Non-Barrier Tubing,8.60,3.97,0.4620,THS Freight & Oversize,THS Standard - no free shipping
VEGA-33120,viega-1-2-x-20-red-pureflow-pex-tubing,Non-Barrier Tubing,8.60,3.97,0.4620,THS Freight & Oversize,THS Standard - no free shipping
VEGA-33240,viega-1-2-x-20-blue-pureflow-pex-tubing,Non-Barrier Tubing,8.60,3.97,0.4620,THS Freight & Oversize,THS Standard - no free shipping
MOEN-96914,moen-retainer-clip-moen-96914,Faucet & Tap Parts & Accessories,8.25,0.06,0.0073,THS Standard - no free shipping,General profile
PASC-1701,4-way-key-1-4-9-32-5-16-11-32,Miscellaneous Tools,7.85,0.25,0.0318,THS Standard - no free shipping,General profile
SIOU-390-50164,replacement-blade-for-kleen-cut-pvc-pipe-cutter,Miscellaneous Tools,7.68,0.03,0.0039,THS Standard - no free shipping,General profile
HGRI-CCC-0125,nvent-caddy-cushion-clamp-insulated-strut-clamp-for-pipe-tube-1-1-4-31-8-mm-od-1-pipe-25-dn,Cushion Clamps,7.59,0.24,0.0316,THS Standard - no free shipping,General profile
CMPF-025.050-MA-NL,1-4-x-1-2-compression-male-adapter,Compression Fittings,7.54,0.10,0.0133,THS Standard - no free shipping,General profile
DELT-RP32102,delta-rotational-limit-stop-17-series,Faucet & Tap Parts & Accessories,6.93,0.02,0.0029,THS Standard - no free shipping,General profile
DELT-RP46079,delta-pressure-test-plug-hot-cold,Faucet & Tap Parts & Accessories,6.75,0.02,0.0030,THS Standard - no free shipping,General profile
PASC-1040,chrome-tank-lever-die-cast-spud-8,Miscellaneous Tools,6.68,0.22,0.0329,THS Standard - no free shipping,General profile
SSTN-050-2,1-2-x-2-304-stainless-steel-pipe-nipple-schedule-40-mnpt-x-mnpt,Stainless Steel Nipples,6.52,0.05,0.0077,THS Standard - no free shipping,General profile
SSTN-075-1.5,3-4-x-1-1-2-304-stainless-steel-pipe-nipple-schedule-40-mnpt-x-mnpt,Stainless Steel Nipples,6.48,0.10,0.0154,THS Standard - no free shipping,General profile
SIOU-645WG2,1-2-pex-f1960-coupling-brass,F1960 Expansion Fittings,6.42,0.05,0.0078,THS Standard - no free shipping,General profile
MILW-48-22-8901,cut-level-1-nitrile-dipped-gloves-m,Gloves & Sleeves,6.27,0.05,0.0080,THS Standard - no free shipping,General profile
MILW-48-22-8902,cut-level-1-nitrile-dipped-gloves-l,Gloves & Sleeves,6.27,0.05,0.0080,THS Standard - no free shipping,General profile
MILW-48-22-8903,cut-level-1-nitrile-dipped-gloves-xl,Gloves & Sleeves,6.27,0.05,0.0080,THS Standard - no free shipping,General profile
MILW-48-22-8904,cut-level-1-nitrile-dipped-gloves-xxl,Gloves & Sleeves,6.27,0.05,0.0080,THS Standard - no free shipping,General profile
SSTN-075-CLS,3-4-x-close-304-stainless-steel-pipe-nipple-schedule-40-mnpt-x-mnpt,Stainless Steel Nipples,6.09,0.10,0.0164,THS Standard - no free shipping,General profile
PASC-1018,closet-flange-extension,Toilet Repair Parts & Accessories,5.38,0.17,0.0316,THS Standard - no free shipping,General profile
VEGA-92041,3-4-pex-sweat-adapter-press-x-ftg-sweat-pureflow-press-brass,Viega PureFlow Press Fittings,5.05,0.17,0.0337,THS Standard - no free shipping,General profile
DEAR-P9791E,dearborn-1-1-4-in-x-16-in-double-connect-slip-joint-extension-tube,Extension Tube,4.84,0.16,0.0331,THS Standard - no free shipping,General profile
SIOU-644X4,1-pex-f1807-male-sweat-adapter-copper,F1807 Crimp Fittings,4.83,0.11,0.0228,THS Standard - no free shipping,General profile
SSTN-050-CLS,1-2-x-close-304-stainless-steel-pipe-nipple-schedule-40-mnpt-x-mnpt,Stainless Steel Nipples,4.51,0.05,0.0111,THS Standard - no free shipping,General profile
COPF-075-90EL-C,3-4-copper-sweat-fittings-90-degree-elbow-c-x-c,Copper Sweat Fittings,4.43,0.10,0.0226,THS Standard - no free shipping,General profile
SIOU-641XG333,3-4-pex-f1807-tee-no-lead,F1807 Crimp Fittings,4.40,0.06,0.0136,THS Standard - no free shipping,General profile
META-PT24CC-078-10,3-4-x-10-copper-plumbers-tape,Plumbers Tape,4.30,0.67,0.1558,THS Freight & Oversize,THS Standard - no free shipping
COPF-050-ST45-C,1-2-copper-sweat-fittings-45-degree-street-elbow-ftg-x-c,Copper Sweat Fittings,4.29,0.03,0.0070,THS Standard - no free shipping,General profile
HGRI-CCC-0062,nvent-caddy-cushion-clamp-insulated-strut-clamp-for-pipe-tube-5-8-15-8-mm-od-1-2-copper-tube-3-8-pipe-10-dn,Cushion Clamps,4.23,0.14,0.0331,THS Standard - no free shipping,General profile
SIOU-643X4,1-pex-f1807-female-sweat-adapter-copper,F1807 Crimp Fittings,4.16,0.11,0.0264,THS Standard - no free shipping,General profile
COPF-050-MA-C,1-2-copper-sweat-fittings-male-adapter-c-x-mpt,Copper Sweat Fittings,4.12,0.06,0.0146,THS Standard - no free shipping,General profile
HGRI-CCC-0050,nvent-caddy-cushion-clamp-insulated-strut-clamp-for-pipe-tube-1-2-12-7-mm-od-3-8-copper-tube-1-4-pipe-8-dn,Cushion Clamps,4.11,0.13,0.0316,THS Standard - no free shipping,General profile
COPF-075-CPL/LS-C,3-4-copper-sweat-fittings-repair-coupling-no-stop-c-x-c,Copper Sweat Fittings,3.94,0.06,0.0152,THS Standard - no free shipping,General profile
SIOU-550-2121,1-2-cts-to-2-ips-universal-strut-clamp,Universal Clamps,3.72,0.06,0.0161,THS Standard - no free shipping,General profile
COPF-050.025-FTR-C,1-2-x-1-4-copper-sweat-fittings-fitting-reducer-ftg-x-c,Copper Sweat Fittings,3.68,0.02,0.0054,THS Standard - no free shipping,General profile
COPF-050-45EL-C,1-2-copper-sweat-fittings-45-degree-elbow-c-x-c,Copper Sweat Fittings,3.62,0.03,0.0083,THS Standard - no free shipping,General profile
COPF-050.025-CPL-C,1-2-x-1-4-copper-sweat-fittings-coupling-c-x-c,Copper Sweat Fittings,3.57,0.03,0.0084,THS Standard - no free shipping,General profile
COPF-050-TEE-C,1-2-copper-sweat-fittings-tee-c-x-c-x-c,Copper Sweat Fittings,3.38,0.06,0.0178,THS Standard - no free shipping,General profile
SIOU-645X3G,3-4-pex-x-3-4-pb,F1807 Crimp Fittings,3.38,0.06,0.0178,THS Standard - no free shipping,General profile
COPF-050.038-FTR-C,1-2-x-3-8-copper-sweat-fittings-fitting-reducer-ftg-x-c,Copper Sweat Fittings,3.33,0.02,0.0060,THS Standard - no free shipping,General profile
MILL-61210,1-2id-ftg-brush-6100-series,Soldering Tools & Supplies,3.30,0.10,0.0303,THS Standard - no free shipping,General profile
COPF-DWV-150-TCAP-C,1-1-2-copper-fittings-dwv-test-cap-c,Copper Sweat Fittings (DWV),3.25,0.01,0.0031,THS Standard - no free shipping,General profile
PASC-1338-C,1-1-2-brass-slip-joint-nut-chrome-plate,Miscellaneous Tools,3.10,0.10,0.0323,THS Standard - no free shipping,General profile
MILW-48-22-3255,inkzall-12-large-chisel-tip-black-marker,"Pens, Markers & Paint",3.07,0.10,0.0326,THS Standard - no free shipping,General profile
COPF-200-2HSTR-C,2-copper-sweat-fittings-two-hole-strap,Copper Sweat Fittings,3.07,0.06,0.0195,THS Standard - no free shipping,General profile
SIOU-642XG3,3-4-pex-90-deg-ell-f1807-no-lead,F1807 Crimp Fittings,3.03,0.06,0.0198,THS Standard - no free shipping,General profile
COPF-075-CPL/DS-C,3-4-copper-sweat-fittings-coupling-dimple-stop-c-x-c,Copper Sweat Fittings,3.00,0.06,0.0200,THS Standard - no free shipping,General profile
COPF-075-CPL/RS-C,3-4-copper-sweat-fittings-coupling-rolled-stop-c-x-c,Copper Sweat Fittings,2.98,0.06,0.0201,THS Standard - no free shipping,General profile
COPF-050.038-CPL-C,1-2-x-3-8-copper-sweat-fittings-coupling-c-x-c,Copper Sweat Fittings,2.96,0.02,0.0068,THS Standard - no free shipping,General profile
SIOU-490-10341,mansfield-flush-valve-gasket-new-style,Toilet Repair Parts & Accessories,2.94,0.02,0.0068,THS Standard - no free shipping,General profile
COPF-050-ST90-C,1-2-copper-sweat-fittings-90-degree-street-elbow-ftg-x-c,Copper Sweat Fittings,2.91,0.05,0.0172,THS Standard - no free shipping,General profile
SAMM-8009925,sammys-3-8-vertical-threaded-rod-anchor-gst-25-380-with-a-2-1-2-long-anchor-for-wood,Sammy Screws,2.88,0.09,0.0312,THS Standard - no free shipping,General profile
COPF-038.025-CPL-C,3-8-x-1-4-copper-sweat-fittings-coupling-c-x-c,Copper Sweat Fittings,2.85,0.02,0.0070,THS Standard - no free shipping,General profile
SIOU-645X2G,1-2-pex-x-1-2-pb,F1807 Crimp Fittings,2.83,0.06,0.0212,THS Standard - no free shipping,General profile
COPF-150-2HSTR-C,1-1-2-copper-sweat-fittings-two-hole-strap,Copper Sweat Fittings,2.78,0.05,0.0180,THS Standard - no free shipping,General profile
COPF-075-CAP-C,3-4-copper-sweat-fittings-cap-c,Copper Sweat Fittings,2.67,0.04,0.0150,THS Standard - no free shipping,General profile
SIOU-632X222,1-2-pex-f1807-90-elbow-copper,F1807 Crimp Fittings,2.67,0.05,0.0187,THS Standard - no free shipping,General profile
COPF-038-CAP-C,3-8-copper-sweat-fittings-cap-c,Copper Sweat Fittings,2.59,0.05,0.0193,THS Standard - no free shipping,General profile
SAMM-8007957,sammys-3-8-vertical-threaded-rod-anchor-gst-10-with-a-1-long-anchor-for-wood,Sammy Screws,2.56,0.05,0.0195,THS Standard - no free shipping,General profile
SAMM-8008957,sammys-3-8-vertical-threaded-rod-anchor-gst-20-with-a-2-long-anchor-for-wood,Sammy Screws,2.56,0.06,0.0234,THS Standard - no free shipping,General profile
SIOU-645XG3,3-4-bra-stainless-steel-f1807-cpl,F1807 Crimp Fittings,2.33,0.05,0.0215,THS Standard - no free shipping,General profile
COPF-125-2HSTR-C,1-1-4-copper-sweat-fittings-two-hole-strap,Copper Sweat Fittings,2.28,0.04,0.0175,THS Standard - no free shipping,General profile
SIOU-642XG2,1-2-pex-f1807-90-elbow,F1807 Crimp Fittings,2.13,0.06,0.0282,THS Standard - no free shipping,General profile
COPF-050-90EL-C,1-2-copper-sweat-fittings-90-degree-elbow-c-x-c,Copper Sweat Fittings,2.01,0.04,0.0199,THS Standard - no free shipping,General profile
CPVC-075-45EL-V,3-4-cpvc-elbow-45-slip-x-slip,CPVC Fittings,1.94,0.06,0.0309,THS Standard - no free shipping,General profile
CFCB-050-CPL/DS,1-2-copper-fittings-cleaned-bagged-coupling-dimple-stop-c-x-c,Copper Sweat Fittings (Cleaned & Bagged),1.92,0.06,0.0312,THS Standard - no free shipping,General profile
SIOU-644X3,3-4-pex-sweat-adapter-crimp-f1807-x-ftg-sweat-copper,F1807 Crimp Fittings,1.92,0.06,0.0312,THS Standard - no free shipping,General profile
PASC-1331-C,1-1-2-x-1-1-4-chrome-dc-slip-joint-nut,Miscellaneous Tools,1.91,0.06,0.0314,THS Standard - no free shipping,General profile
COPF-050-CPL/LS-C,1-2-copper-sweat-fittings-repair-coupling-no-stop-c-x-c,Copper Sweat Fittings,1.89,0.03,0.0159,THS Standard - no free shipping,General profile
COPF-100-2HSTR-C,1-copper-sweat-fittings-two-hole-strap,Copper Sweat Fittings,1.89,0.03,0.0159,THS Standard - no free shipping,General profile
PASC-2813,1-ips-econo-floor-ceiling-plate-1,Escutcheons,1.88,0.06,0.0319,THS Standard - no free shipping,General profile
HOLD-250,stout-clamp,Universal Clamps,1.84,0.06,0.0326,THS Standard - no free shipping,General profile
COPF-075-2HSTR-C,3-4-copper-sweat-fittings-two-hole-strap,Copper Sweat Fittings,1.84,0.02,0.0109,THS Standard - no free shipping,General profile
SIOU-643X3,3-4-pex-sweat-adapter-crimp-f1807-x-sweat-copper,F1807 Crimp Fittings,1.84,0.05,0.0272,THS Standard - no free shipping,General profile
MILW-48-22-3100,inkzall-black-fine-point-marker,"Pens, Markers & Paint",1.77,0.02,0.0113,THS Standard - no free shipping,General profile
COPF-038-CPL/DS-C,3-8-copper-sweat-fittings-coupling-dimple-stop-c-x-c,Copper Sweat Fittings,1.72,0.02,0.0116,THS Standard - no free shipping,General profile
META-PT28-078-10,3-4-x-10-galv-plumbers-tape,Plumbers Tape,1.68,0.67,0.3988,THS Freight & Oversize,THS Standard - no free shipping
PASC-2857,3-4ips-chrome-split-one-floor-ceiling,Escutcheons,1.64,0.02,0.0122,THS Standard - no free shipping,General profile
COPF-018-CPL/RS-C,1-8-copper-sweat-fittings-coupling-rolled-stop-c-x-c,Copper Sweat Fittings,1.62,0.05,0.0309,THS Standard - no free shipping,General profile
COPF-025-CAP-C,1-4-copper-sweat-fittings-cap-c,Copper Sweat Fittings,1.62,0.05,0.0309,THS Standard - no free shipping,General profile
VEGA-49723,1-2-pex-plug-press-pureflow-press-composite,Viega PureFlow Press Fittings,1.62,0.01,0.0062,THS Standard - no free shipping,General profile
CPVC-075-MA-V,3-4-cpvc-adapter-male-slip-xmip,CPVC Fittings,1.56,0.04,0.0256,THS Standard - no free shipping,General profile
HLNK-EX15005,1-2-pex-plug-expansion-f1960-composite,F1960 Expansion Fittings,1.54,0.05,0.0325,THS Standard - no free shipping,General profile
PASC-2811,1-2-ips-econo-floor-ceiling-plate-1-2,Escutcheons,1.53,0.03,0.0196,THS Standard - no free shipping,General profile
PASC-2821,1-2-cwt-econo-floor-ceiling-plate,Escutcheons,1.53,0.04,0.0261,THS Standard - no free shipping,General profile
PASC-2875,1-cwt-chrome-split-one-floor-ceiling,Escutcheons,1.53,0.05,0.0327,THS Standard - no free shipping,General profile
PASC-1333-C,1-1-2-x-1-1-2-dc-slip-joint-nut-chrome,Miscellaneous Tools,1.50,0.05,0.0333,THS Standard - no free shipping,General profile
COPF-050-CPL/DS-C,1-2-copper-sweat-fittings-coupling-dimple-stop-c-x-c,Copper Sweat Fittings,1.46,0.02,0.0137,THS Standard - no free shipping,General profile
PASC-1232,1-1-4-ips-or-1-1-2-cwt-sure-grip-flang,Escutcheons,1.46,0.02,0.0137,THS Standard - no free shipping,General profile
COPF-050-CAP-C,1-2-copper-sweat-fittings-cap-c,Copper Sweat Fittings,1.44,0.02,0.0139,THS Standard - no free shipping,General profile
PASC-2812,3-4-ips-econo-floor-ceiling-plate-3-4,Escutcheons,1.41,0.04,0.0284,THS Standard - no free shipping,General profile
PASC-2822,3-4-cwt-econo-floor-ceiling-plate-3-4,Escutcheons,1.41,0.04,0.0284,THS Standard - no free shipping,General profile
PASC-2874,3-4cwt-chrome-split-one-floor-ceiling,Escutcheons,1.41,0.02,0.0142,THS Standard - no free shipping,General profile
PASC-2089,1-1-4-rubber-spud-washer,Toilet Repair Parts & Accessories,1.38,0.03,0.0217,THS Standard - no free shipping,General profile
PASC-1330-C,1-1-4-dc-slip-joint-nut-chrome,Miscellaneous Tools,1.33,0.04,0.0301,THS Standard - no free shipping,General profile
PASC-2861-W,2-ips-white-floor-ceiling-plate,Escutcheons,1.29,0.03,0.0233,THS Standard - no free shipping,General profile
SIOU-649TX4,1-pex-f1807-v-sleeve-crimp,F1807 Crimp Fittings,1.29,0.02,0.0155,THS Standard - no free shipping,General profile
VEGA-58073,3-4-plastic-single-tubing-lock-clip,Tubing Support,1.29,0.02,0.0155,THS Standard - no free shipping,General profile
PASC-1224,1-1-2-tube-sure-grip-flange,Escutcheons,1.26,0.02,0.0159,THS Standard - no free shipping,General profile
PASC-1228,1-1-2-ips-sure-grip-flange,Escutcheons,1.22,0.02,0.0164,THS Standard - no free shipping,General profile
SIOU-644X2,1-2-pex-f1807-male-sweat-adapter-copper,F1807 Crimp Fittings,1.12,0.03,0.0268,THS Standard - no free shipping,General profile
COPF-050-2HSTR-C,1-2-copper-sweat-fittings-two-hole-strap,Copper Sweat Fittings,1.11,0.02,0.0180,THS Standard - no free shipping,General profile
CPVC-075.050-BSH-V,3-4-x-1-2-cpvc-bushing-slip-x-slip,CPVC Fittings,1.08,0.02,0.0185,THS Standard - no free shipping,General profile
HGRI-042-2515-EG,42-hex-head-lag-screw-1-4-screw-1-1-2-38-1-mm-screw,"Nails, Screws & Fasteners",1.08,0.02,0.0185,THS Standard - no free shipping,General profile
PASC-1233,1-ips-sure-grip-flange,Escutcheons,1.08,0.02,0.0185,THS Standard - no free shipping,General profile
PASC-1241,1-cwt-sure-grip-flange,Escutcheons,1.08,0.03,0.0278,THS Standard - no free shipping,General profile
PASC-2860-W,1-1-2-ips-white-floor-ceiling-plate,Escutcheons,1.05,0.03,0.0286,THS Standard - no free shipping,General profile
COPF-038-2HSTR-C,3-8-copper-sweat-fittings-two-hole-strap,Copper Sweat Fittings,1.01,0.01,0.0099,THS Standard - no free shipping,General profile
SIOU-643X2,1-2-pex-f1807-female-sweat-adapter-copper,F1807 Crimp Fittings,1.01,0.03,0.0297,THS Standard - no free shipping,General profile
COPF-025-2HSTR-C,1-4-copper-sweat-fittings-two-hole-strap,Copper Sweat Fittings,0.96,0.01,0.0104,THS Standard - no free shipping,General profile
SIOU-649X4,1-pex-crimp-ring-copper,F1807 Crimp Fittings,0.96,0.02,0.0208,THS Standard - no free shipping,General profile
CPVC-050-MA-V,1-2-cpvc-adapter-male-slip-xmip,CPVC Fittings,0.93,0.03,0.0323,THS Standard - no free shipping,General profile
PASC-4432,flint-5-pack-is-5-each-packed-by-5,Soldering Tools & Supplies,0.93,0.01,0.0108,THS Standard - no free shipping,General profile
VEGA-58072,1-2-plastic-single-tubing-lock-clip,Tubing Support,0.90,0.02,0.0222,THS Standard - no free shipping,General profile
PASC-1231,3-4-cwt-sure-grip-flange,Escutcheons,0.83,0.02,0.0241,THS Standard - no free shipping,General profile
PASC-2873,1-2cwt-chrome-split-one-floor-ceiling,Escutcheons,0.83,0.02,0.0241,THS Standard - no free shipping,General profile
PASC-2873-W,1-2-cwt-white-floor-ceiling-plate,Escutcheons,0.83,0.01,0.0120,THS Standard - no free shipping,General profile
CPVC-050-CAP-V,1-2-cpvc-cap-slip,CPVC Fittings,0.77,0.02,0.0260,THS Standard - no free shipping,General profile
PASC-4292,6-tiny-tim-hacksaw-blade,Miscellaneous Tools,0.77,0.01,0.0130,THS Standard - no free shipping,General profile
PASC-1227,3-4-ips-sure-grip-flange,Escutcheons,0.75,0.02,0.0267,THS Standard - no free shipping,General profile
CASH-UC956,pex-clamp-ring-1-in,Push Fittings,0.75,0.02,0.0267,THS Standard - no free shipping,General profile
CMPF-038-NUT,3-8-commpression-nut-o-d,Compression Fittings,0.72,0.02,0.0278,THS Standard - no free shipping,General profile
PASC-606,extra-key-f-radiator-valve,Miscellaneous Tools,0.70,0.01,0.0143,THS Standard - no free shipping,General profile
PASC-46512,2-acid-brush,Soldering Tools & Supplies,0.69,0.01,0.0145,THS Standard - no free shipping,General profile
PASC-1230,1-2-cwt-sure-grip-flange,Escutcheons,0.65,0.02,0.0308,THS Standard - no free shipping,General profile
CMPF-058-SLV,5-8-od-ferrule-sleeve-60-10,Compression Fittings,0.61,0.01,0.0164,THS Standard - no free shipping,General profile
CASH-UC954,5-8-in-stainless-steel-pex-clamps-50-pack,Push Fittings,0.51,0.01,0.0196,THS Standard - no free shipping,General profile
SIOU-649TX2,1-2-pex-f1807-v-sleeve-crimp,F1807 Crimp Fittings,0.46,0.01,0.0217,THS Standard - no free shipping,General profile
PASC-1503,1-1-2-12-phllips-brass-wood-screw,Miscellaneous Tools,0.45,0.01,0.0222,THS Standard - no free shipping,General profile
CMPF-050-SLV,1-2-od-ferrule-sleeve-60-8,Compression Fittings,0.43,0.01,0.0233,THS Standard - no free shipping,General profile
SIOU-460-20,wedge-it-closet-shim-pvc,Toilet Repair Parts & Accessories,0.39,0.01,0.0256,THS Standard - no free shipping,General profile
