sku,variant_id,titulo,preco_usd,peso_real_lb,peso_dimensional_lb,peso_efetivo_lb,lambda,perfil_ANTES,perfil_DEPOIS,motivo
HGRO-27451001,44350332993639,AXOR 27451001 ShowerSolutions Wall Outlet with Check Valves in Chrome,119.62,0.31,0.54,0.54,0.0045,THS Standard - no free shipping,General profile,aprovado peso e volume
GROH-20.21700A,44350721687655,"Grohe 2021700A 8"" Widespread 2-Handle L-Size Bathroom Faucet 1.2 GPM in GROHE CHROME",406.86,6.0,8.92,8.92,0.0219,THS Standard - no free shipping,General profile,aprovado peso e volume
MOEN-96778,44350979833959,Moen 96778 O-ring kit,11.05,0.06,0.11,0.11,0.01,THS Standard - no free shipping,General profile,aprovado peso e volume
CTRO-ISELS0387,44350394368103,"Centrotherm 3"" - 87 Degree Elbow Short Radius PolyPro SW",25.98,0.3,0.81,0.81,0.0312,THS Standard - no free shipping,General profile,aprovado peso e volume
CTRO-ISIA0203,44350394663015,Centrotherm 2'' to 3'' Increaser,36.27,0.2,0.61,0.61,0.0168,THS Standard - no free shipping,General profile,aprovado peso e volume
OATE-33932,44351219892327,Oatey® 33932 1-1/2 in. x 9 in. 18-Gauge FHA Plate (Barcoded),1.35,0.02,0.02,0.02,0.0148,THS Standard - no free shipping,General profile,aprovado peso e volume
GROH-27.26500E,44350723719271,"Grohe 2726500E 110 Mono Hand Shower - 1 Spray, 1.5 gpm in GROHE CHROME",61.52,0.6,0.65,0.65,0.0106,THS Standard - no free shipping,General profile,aprovado peso e volume
DELT-2133LF,44350528880743,Delta Classic Two Handle Laundry Faucet Chrome 2133LF,101.73,2.09,2.59,2.59,0.0255,THS Standard - no free shipping,General profile,aprovado peso e volume
CTRO-ISAGL0303,44350393221223,"Centrotherm 3"" Appliance Adaptor PVC to PPs w/Gasket",63.75,0.25,0.45,0.45,0.0071,THS Standard - no free shipping,General profile,aprovado peso e volume
HGRO-28324820,44350770413671,hansgrohe 28324820 Handshower Holder Classic in Brushed Nickel,81.9,0.33,1.18,1.18,0.0144,THS Standard - no free shipping,General profile,aprovado peso e volume
CTRO-IANS04,44350391418983,Centrotherm 4'' Connector Ring,13.39,0.1,0.2,0.2,0.0149,THS Standard - no free shipping,General profile,aprovado peso e volume
MOEN-26100EPSRN,44350970069095,Moen 26100EPSRN Engage 6-Spray Wall Mount Handheld Shower Head in Spot Resist Brushed Nickel,80.67,2.2,2.66,2.66,0.033,THS Standard - no free shipping,General profile,aprovado peso e volume
MUST-65.700,44350688165991,E. L Mustee & Sons 65.700 E.L. Mustee & Sons - (Miscellaneous Items) - Heavy Duty,53.07,1.0,1.24,1.24,0.0234,THS Standard - no free shipping,General profile,aprovado peso e volume
CTRO-ISEI0203,44350393483367,Centrotherm 2'' to 3'' Eccentric Increaser,70.88,0.2,0.61,0.61,0.0086,THS Standard - no free shipping,General profile,aprovado peso e volume
MOEN-CL155747BN,44350981242983,Moen CL155747BN Eco-Performance Handshower in Brushed Nickel,113.61,1.1,3.81,3.81,0.0335,THS Standard - no free shipping,General profile,aprovado peso e volume
HOLD-104,44350806392935,HoldRite Insert 1/2-in Pipe,0.95,0.02,0.02,0.02,0.0211,THS Standard - no free shipping,General profile,aprovado peso e volume
CTRO-ISAAL0202,44350393090151,"Centrotherm 2"" Appliance Adaptor PVC to PPs Long",26.84,0.1,0.22,0.22,0.0082,THS Standard - no free shipping,General profile,aprovado peso e volume
MOEN-6345,44350974591079,"Moen 6345 1-Spray 8"" Fixed Shower Head with Eco-Performance and Rainshower in Chrome",93.44,2.03,2.96,2.96,0.0317,THS Standard - no free shipping,General profile,aprovado peso e volume
GROH-26.051001,44350722441319,"Grohe 26051001 100 Shower Head, 4"" - 1 Spray, 1.5 gpm in GROHE CHROME",57.89,0.71,1.19,1.19,0.0206,THS Standard - no free shipping,General profile,aprovado peso e volume
MOEN-184082,44350969512039,Moen 184082 Aerator kit,12.91,0.01,0.04,0.04,0.0031,THS Standard - no free shipping,General profile,aprovado peso e volume
MOEN-316721,44350970134631,Moen Aerator 316721,13.7,0.01,0.01,0.01,0.0007,THS Standard - no free shipping,General profile,aprovado peso e volume
GROH-26.044001,44350722277479,"Grohe 26044001 100 Shower Head, 4"" - 4 Sprays, 1.75 gpm in GROHE CHROME",69.47,0.47,0.52,0.52,0.0075,THS Standard - no free shipping,General profile,aprovado peso e volume
CTRO-IANS03,44350391386215,Centrotherm 3'' Connector Ring,11.55,0.05,0.11,0.11,0.0095,THS Standard - no free shipping,General profile,aprovado peso e volume
GROH-27.577002,44350724210791,"Grohe 27577002 24"" Shower Slide Bar Kit - 4 Sprays, 2.5 gpm in GROHE CHROME",121.56,2.61,2.91,2.91,0.0239,THS Standard - no free shipping,General profile,aprovado peso e volume
MOEN-114299,44350966792295,Moen Hose kit 114299,51.82,0.31,0.58,0.58,0.0112,THS Standard - no free shipping,General profile,aprovado peso e volume
MOEN-9700,44350980194407,Moen 9700 M-Pact 2-Handle Wallmount Lavatory Faucet Rough-in Valve - 1/2 in. CC Connection,193.31,3.57,5.09,5.09,0.0263,THS Standard - no free shipping,General profile,aprovado peso e volume
ZOEL-311-0002,44353499070567,"Zoeller Pump 311-0002 MODEL 311 PORTABLE DEWATERING PUMP - 3/4"" Garden Hose, 115 V",240.76,7.75,7.89,7.89,0.0328,THS Standard - no free shipping,General profile,aprovado peso e volume
VEGA-43433,44353456275559,"Viega 43433 3/4"" x 1/2"" x 1/2"" PEX Reducing Tee (Crimp) - PureFlow® Crimp (Composite)",1.33,0.02,0.03,0.03,0.0226,THS Standard - no free shipping,General profile,aprovado peso e volume
ROHL-MS3018WH,44351372263527,"Shaws MS3018WH Shaker™ 30"" Single Bowl Farmhouse Apron Front Fireclay Kitchen Sink in White (WH)",2513.55,43.5,80.38,80.38,0.032,THS Standard - no free shipping,General profile,aprovado peso e volume
MOEN-6345BN,44350974623847,"Moen 6345BN 1-Spray 8"" Fixed Showerhead with Eco-Performance and Rain Shower in Brushed Nickel",116.81,1.7,3.03,3.03,0.0259,THS Standard - no free shipping,General profile,aprovado peso e volume
VEGA-43220,44353455947879,"Viega 43220 1/2"" PEX 90° Elbow (Crimp(F1807)) - PureFlow® Crimp (Composite)",0.8,0.01,0.01,0.01,0.0125,THS Standard - no free shipping,General profile,aprovado peso e volume
GROH-46.174000,44350728863847,Grohe 46174000 Metalflex Hose in GROHE CHROME,135.0,1.01,1.06,1.06,0.0079,THS Standard - no free shipping,General profile,aprovado peso e volume
CTRO-ISIA0304,44350394695783,"Centrotherm 3"" to 4"" Increaser",42.91,0.3,1.03,1.03,0.024,THS Standard - no free shipping,General profile,aprovado peso e volume
HGRO-28276823,44350770348135,"hansgrohe 28276823 Isiflex Handshower Hose, 63"" in Brushed Nickel",108.9,1.1,1.72,1.72,0.0158,THS Standard - no free shipping,General profile,aprovado peso e volume
HGRO-28276003,44350770249831,"hansgrohe 28276003 Isiflex Handshower Hose, 63"" in Chrome",81.9,1.1,1.74,1.74,0.0212,THS Standard - no free shipping,General profile,aprovado peso e volume
HGRO-27451821,44350333026407,AXOR 27451821 ShowerSolutions Wall Outlet with Check Valves in Brushed Nickel,158.4,0.31,0.54,0.54,0.0034,THS Standard - no free shipping,General profile,aprovado peso e volume
SIOU-881-1,44351407882343,"Sioux Chief 881-1 1 1/2"" Knockout Test Plug",0.36,0.01,0.01,0.01,0.0278,THS Standard - no free shipping,General profile,aprovado peso e volume
CTRO-ISAAL0303,44350393122919,"Centrotherm 3"" Appliance Adaptor PVC to PPs Long",63.75,0.25,0.45,0.45,0.0071,THS Standard - no free shipping,General profile,aprovado peso e volume
GROH-27.57120E,44350724079719,"Grohe 2757120E 100 Hand Shower - 2 Sprays, 1.5 gpm in GROHE CHROME",47.13,0.59,0.68,0.68,0.0144,THS Standard - no free shipping,General profile,aprovado peso e volume
GROH-27.59810E,44350724407399,"Grohe 2759810E 24"" Shower Slide Bar Kit - 2 Sprays, 1.5 gpm in GROHE CHROME",85.17,2.43,2.8,2.8,0.0329,THS Standard - no free shipping,General profile,aprovado peso e volume
HGRO-28331820,44350770479207,hansgrohe 28331820 Handshower Holder S in Brushed Nickel,76.5,0.19,0.29,0.29,0.0038,THS Standard - no free shipping,General profile,aprovado peso e volume
CTRO-IASPP02,44350391615591,Centrotherm 2'' Bird Screen PPs-UV Black,15.21,0.03,0.06,0.06,0.0039,THS Standard - no free shipping,General profile,aprovado peso e volume
TOTO-9BU024E,44353386709095,"Toto USA 9BU024E - 3"", Tank to Bowl Gasket for Whitney CST754EFN 1.28 GPF Elongated Toilet",8.69,0.1,0.12,0.12,0.0138,THS Standard - no free shipping,General profile,aprovado peso e volume
GROH-26.046002,44350722408551,"Grohe 26046002 100 Hand Shower - 2 Sprays, 1.75 gpm in GROHE CHROME",44.66,0.6,0.63,0.63,0.0141,THS Standard - no free shipping,General profile,aprovado peso e volume
