sku,handle,categoria,preco,peso_lb,lambda,perfil_atual,nota
BRAS-CT2-664XP,3-8-x-3-8-x-1-4-tee-comp-rough-brass,Stops,11.69,0.2,0.0171,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
BENJ-104BC,4-1-2-clean-out-cover-chrome-plated-plastic-bell-design,Cleanouts,11.64,0.38,0.0326,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
BENJ-104FC,4-1-4-cleanout-cover-plate-chrome-flat,Cleanouts,11.64,0.38,0.0326,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
CPVP-075-10-V,3-4-x-10-flowguard-gold-cpvc-pipe,CPVC Pipe,11.60,0.14,0.0121,THS Freight & Oversize,"lambda aprova e cabe na UPS, mas esta fora do General"
SIOU-630WG248,1-2-x-4-x-8-pex-f1960-stub-out-elbow,Stub Outs,11.60,0.26,0.0224,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
BRPN-100-3,1-x-3-red-brass-pipe-nipple,Brass Nipples,11.54,0.35,0.0303,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
FLUI-640,perfect-fit-tank-lvr-wht,Toilet Repair Parts & Accessories,11.50,0.3,0.0261,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
AQUF-WCS-118-PP,3-4-x-18-fip-x-fip-stainless-steel-corrugated-water-heater-connectors,Water Heater Connectors,11.48,0.38,0.0331,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
MILW-48-00-5241,6-6-tpi-wrecker-with-carbide-teeth-sawzall-blade-for-multi-material-1-pack,Sawzall & Hackzall Blades,11.43,0.35,0.0306,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
ABSF-200.150-LTTY-A,2-x-2-x-1-1-2-abs-dwv-combination-tee-wye-all-h,ABS DWV Fittings,11.31,0.37,0.0327,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
BRPN-075-4.5,3-4-x-4-1-2-red-brass-pipe-nipple,Brass Nipples,11.28,0.38,0.0337,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
MILW-48-20-7471,sds-plus-2ct-1-2-x-4-x-6,Masonry Bits & Chisels,11.14,0.23,0.0206,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
DELT-RP46078,delta-pressure-test-cap,Faucet & Tap Parts & Accessories,11.12,0.04,0.0036,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
CTRO-ISEP02,2-x-20-end-pipe-pps-uv-black,Polypropylene Single Wall Venting,11.04,0.35,0.0317,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
MOEN-96365,moen-retainr-clip,Faucet & Tap Parts & Accessories,10.98,0.04,0.0036,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
SIOU-645WG3,3-4-pex-coupling-expansion-f1960-brass-siou-645wg3,F1960 Expansion Fittings,10.98,0.05,0.0046,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
MILW-49-56-0052,1-1-8-hole-dozer-bi-metal-hole-saw,Bi-Metal Hole Saws,10.96,0.21,0.0192,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
MILW-49-56-0062,1-1-4-hole-dozer-bi-metal-hole-saw,Bi-Metal Hole Saws,10.96,0.2,0.0182,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
SIOU-643WG23,1-2-x-3-4-pex-f1960-female-sweat-adapter-brass,F1960 Expansion Fittings,10.85,0.05,0.0046,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
CTRO-IACE50,centrocerin-lubricant-50ml,Polypropylene Single Wall Venting,10.77,0.15,0.0139,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
FLUI-B4F20U,1-2-x-1-2-x-20-fip-x-fip-faucet-supply-no-burst,Supplies,10.75,0.35,0.0326,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
MOEN-175084,moen-aerator-moen-175084,Faucet & Tap Parts & Accessories,10.73,0.02,0.0019,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
MOEN-216721,moen-flow-restrictor-kit,Faucet & Tap Parts & Accessories,10.73,0.01,0.0009,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
MOEN-516711,moen-aerator-moen-516711,Faucet & Tap Parts & Accessories,10.73,0.01,0.0009,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
OATE-12806,oatey-3-in-6-in-sideflash-12-5-in-12-in-base-vertical-flashing,Flashings,10.73,0.25,0.0233,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
MILW-48-20-7401,sds-plus-2ct-5-32-x-4-x-6,Masonry Bits & Chisels,10.63,0.16,0.0151,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
JOMA-103-523PG,1-2-f1807-standard-port-2-piece-crimp-pex-connection-400-wog,F1807 (Crimp) Ball Valves,10.57,0.28,0.0265,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
PASC-1944,1-1-2-slip-joint-x-mip-brass-waste-conn,Miscellaneous Tools,10.54,0.34,0.0323,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
SHAR-UR514A,1-2-sharkbite-max-end-cap,Push Fittings,10.52,0.33,0.0314,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
IPSC-87705,1-pint-seal-lube-gasket-lubricant,Miscellaneous Tools,10.47,0.33,0.0315,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
SIOU-616-02C,shower-arm-adapter-chrome,Stub Outs,10.44,0.12,0.0115,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
PASC-5023,hose-bibb-anchor-pasco,Miscellaneous Tools,10.43,0.33,0.0316,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
BRPN-075-4,3-4-x-4-red-brass-pipe-nipple,Brass Nipples,10.38,0.34,0.0328,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
BRAS-1-12DLC,3-8-toilet-supply-chrome-12,Supplies,10.37,0.11,0.0106,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
ABSF-150-LTTY-A,1-1-2-abs-dwv-combination-tee-wye-all-h,ABS DWV Fittings,10.17,0.34,0.0334,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
FLUI-B4F16U,1-2-x-1-2-x-16-fip-x-fip-faucet-supply-no-burst,Supplies,10.05,0.32,0.0318,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
VEGA-46355,1-pex-female-adapter-pureflow-crimp-x-fip-pureflow-crimp-brass,Viega PureFlow Crimp Fittings,10.04,0.33,0.0329,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
ABSF-300-FTGFA-A,3-abs-dwv-fitting-female-adapter-cleanout-adapter-less-plug-spigot-x-fpt,ABS DWV Fittings,10.02,0.33,0.0329,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
MILW-49-56-0023,3-4-hole-dozer-bi-metal-hole-saw,Bi-Metal Hole Saws,9.95,0.1,0.0101,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
SHAR-U512LFA,3-8-sharkbite-end-cap,Push Fittings,9.93,0.33,0.0332,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
BRAS-B8-16AF,1-2-sink-supplies-16,Supplies,9.86,0.32,0.0325,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
LEGE-114-709NL,1-2-x-3-8-f1807-x-comp-od-no-lead-chrome-plated-forged-brass-1-4-turn-ball-type-f1807-x-od-straight-stop-valve,Stops,9.73,0.3,0.0308,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
FLUI-PRO4F30,1-2-x-1-2-x-30-fip-x-fip-faucet-supply-braided-stainless-steel,Supplies,9.72,0.32,0.0329,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
BRPN-050-5,1-2-x-5-red-brass-pipe-nipple,Brass Nipples,9.72,0.32,0.0329,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
FLUI-B4T16U,1-2-x-7-8-x-16-fip-x-ballcock-toilet-supply-no-burst,Supplies,9.38,0.3,0.0320,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
MOEN-14272,moen-cartridge-retainer-removal-too,Faucet & Tap Parts & Accessories,9.17,0.18,0.0196,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
SIOU-644WG32,3-4-x-1-2-pex-f1960-female-sweat-adapter-brass,F1960 Expansion Fittings,9.12,0.05,0.0055,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
ABSF-300.150-FLB-A,3-x-1-1-2-abs-dwv-flush-bushing-spigot-x-h,ABS DWV Fittings,9.09,0.29,0.0319,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
DELT-RP4993,delta-seats-springs-2-ea,Faucet & Tap Parts & Accessories,9.09,0.03,0.0033,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
DELT-RP61,delta-cam-assembly-lever-handle,Faucet & Tap Parts & Accessories,9.09,0.04,0.0044,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
MILW-48-20-7451,sds-plus-2ct-3-8-x-4-x-6,Masonry Bits & Chisels,8.97,0.17,0.0190,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
BRPN-075-3.5,3-4-x-3-1-2-red-brass-pipe-nipple,Brass Nipples,8.93,0.3,0.0336,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
BRPN-050-4.5,1-2-x-4-1-2-red-brass-pipe-nipple,Brass Nipples,8.82,0.29,0.0329,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
MILW-48-20-7432,sds-plus-2ct-1-4-x-6-x-8,Masonry Bits & Chisels,8.73,0.14,0.0160,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
MOEN-AT2199,moen-2-5-in-shower-arm-flange-in-chrome,Shower Arms,8.71,0.09,0.0103,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
ABSF-300.200-CPL-A,3-x-2-abs-dwv-reducing-coupling-h-x-h,ABS DWV Fittings,8.64,0.29,0.0336,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
SIOU-875-4P,4-clean-out-adapter-with-plug,Cleanouts,8.64,0.24,0.0278,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
OATE-12805,oatey-1-2-in-2-1-2-in-sideflash-8-5-in-8-in-base-vertical-flashing,Flashings,8.62,0.25,0.0290,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
BRPN-038-6,3-8-x-6-red-brass-pipe-nipple,Brass Nipples,8.25,0.26,0.0315,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
MOEN-96914,moen-retainer-clip-moen-96914,Faucet & Tap Parts & Accessories,8.25,0.06,0.0073,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
SIOU-847-2,3-snap-drain-cover-2-pipe-size,Floor Drains,8.21,0.16,0.0195,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
BRPN-050-4,1-2-x-4-red-brass-pipe-nipple,Brass Nipples,8.13,0.25,0.0308,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
BRPN-075-3,3-4-x-3-red-brass-pipe-nipple,Brass Nipples,7.95,0.25,0.0314,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
PASC-1701,4-way-key-1-4-9-32-5-16-11-32,Miscellaneous Tools,7.85,0.25,0.0318,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
SIOU-390-50164,replacement-blade-for-kleen-cut-pvc-pipe-cutter,Miscellaneous Tools,7.68,0.03,0.0039,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
BRPN-038-5.5,3-8-x-5-1-2-red-brass-pipe-nipple,Brass Nipples,7.63,0.24,0.0315,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
HGRI-CCC-0125,nvent-caddy-cushion-clamp-insulated-strut-clamp-for-pipe-tube-1-1-4-31-8-mm-od-1-pipe-25-dn,Cushion Clamps,7.59,0.24,0.0316,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
CMPF-025.050-MA-NL,1-4-x-1-2-compression-male-adapter,Compression Fittings,7.54,0.1,0.0133,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
SIOU-609-L248,1-2-x-8-x-3-1-2-female-sweat-stub-out-elbow,Stub Outs,7.32,0.24,0.0328,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
BRPN-050-3.5,1-2-x-3-1-2-red-brass-pipe-nipple,Brass Nipples,7.10,0.22,0.0310,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
CPVP-050-10-V,1-2-x-10-flowguard-gold-cpvc-pipe,CPVC Pipe,7.00,0.08,0.0114,THS Freight & Oversize,"lambda aprova e cabe na UPS, mas esta fora do General"
DELT-RP32102,delta-rotational-limit-stop-17-series,Faucet & Tap Parts & Accessories,6.93,0.02,0.0029,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
MILW-48-20-7411,sds-plus-2ct-3-16-x-4-x-6,Masonry Bits & Chisels,6.76,0.1,0.0148,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
DELT-RP46079,delta-pressure-test-plug-hot-cold,Faucet & Tap Parts & Accessories,6.75,0.02,0.0030,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
PASC-1040,chrome-tank-lever-die-cast-spud-8,Miscellaneous Tools,6.68,0.22,0.0329,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
MILW-48-20-7431,sds-plus-2ct-1-4-x-4-x-6,Masonry Bits & Chisels,6.64,0.13,0.0196,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
NHSC-150-CPL,1-1-2-x-1-1-2-nh-x-nh-1500-psi-tensile-strength-300-stainless-steel-band-screw-housing-shield-straight-coupling,No Hub Fittings,6.57,0.2,0.0304,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
NHSC-200-CPL,2-x-2-nh-x-nh-1500-psi-tensile-strength-300-stainless-steel-band-screw-housing-shield-straight-coupling,No Hub Fittings,6.57,0.2,0.0304,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
SSTN-050-2,1-2-x-2-304-stainless-steel-pipe-nipple-schedule-40-mnpt-x-mnpt,Stainless Steel Nipples,6.52,0.05,0.0077,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
SSTN-075-1.5,3-4-x-1-1-2-304-stainless-steel-pipe-nipple-schedule-40-mnpt-x-mnpt,Stainless Steel Nipples,6.48,0.1,0.0154,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
SIOU-645WG2,1-2-pex-f1960-coupling-brass,F1960 Expansion Fittings,6.42,0.05,0.0078,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
BRPN-038-4.5,3-8-x-4-1-2-red-brass-pipe-nipple,Brass Nipples,6.40,0.2,0.0312,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
CTRO-IANS02,2-connector-ring,Polypropylene Single Wall Venting,6.38,0.05,0.0078,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
BLPN-025-6,1-4-x-6-black-iron-nipple,Black Iron Nipples,6.31,0.21,0.0333,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
HGRI-454009,nvent-caddy-superfix-454-standard-duty-2-125-2-283-54-54-mm-od-2-copper-tube,Split Ring Hangers,6.31,0.2,0.0317,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
MILW-48-22-8901,cut-level-1-nitrile-dipped-gloves-m,Gloves & Sleeves,6.27,0.05,0.0080,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
MILW-48-22-8902,cut-level-1-nitrile-dipped-gloves-l,Gloves & Sleeves,6.27,0.05,0.0080,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
MILW-48-22-8903,cut-level-1-nitrile-dipped-gloves-xl,Gloves & Sleeves,6.27,0.05,0.0080,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
MILW-48-22-8904,cut-level-1-nitrile-dipped-gloves-xxl,Gloves & Sleeves,6.27,0.05,0.0080,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
SSTN-075-CLS,3-4-x-close-304-stainless-steel-pipe-nipple-schedule-40-mnpt-x-mnpt,Stainless Steel Nipples,6.09,0.1,0.0164,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
MILW-48-20-7430,sds-plus-2ct-1-4-x-2-x-4,Masonry Bits & Chisels,5.82,0.11,0.0189,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
DIAB-DNTSS12,1-2-x-1-7-8-magnetic-nut-setter,Nut Driver,5.40,0.18,0.0333,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
DIAB-DNTSS716,7-16-x-1-7-8-magnetic-nut-setter,Nut Driver,5.40,0.18,0.0333,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
PASC-1018,closet-flange-extension,Toilet Repair Parts & Accessories,5.38,0.17,0.0316,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
VEGA-92041,3-4-pex-sweat-adapter-press-x-ftg-sweat-pureflow-press-brass,Viega PureFlow Press Fittings,5.05,0.17,0.0337,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
DEAR-P9791E,dearborn-1-1-4-in-x-16-in-double-connect-slip-joint-extension-tube,Extension Tube,4.84,0.16,0.0331,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
SIOU-644X4,1-pex-f1807-male-sweat-adapter-copper,F1807 Crimp Fittings,4.83,0.11,0.0228,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
HGRI-011-0087-EG,flat-washer-steel-eg-7-8-0-938-23-8-mm-hole,"Nuts, Bolts & Washers",4.54,0.15,0.0330,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
SSTN-050-CLS,1-2-x-close-304-stainless-steel-pipe-nipple-schedule-40-mnpt-x-mnpt,Stainless Steel Nipples,4.51,0.05,0.0111,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
COPF-075-90EL-C,3-4-copper-sweat-fittings-90-degree-elbow-c-x-c,Copper Sweat Fittings,4.43,0.1,0.0226,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
SIOU-641XG333,3-4-pex-f1807-tee-no-lead,F1807 Crimp Fittings,4.40,0.06,0.0136,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
HGRI-NUT-0062-EG,strut-nut-without-spring-steel-eg-5-8-rod-0-5-12-7-mm,"Strut Nuts, Washers & Accessories",4.37,0.14,0.0320,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
COPF-050-ST45-C,1-2-copper-sweat-fittings-45-degree-street-elbow-ftg-x-c,Copper Sweat Fittings,4.29,0.03,0.0070,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
HGRI-CCC-0062,nvent-caddy-cushion-clamp-insulated-strut-clamp-for-pipe-tube-5-8-15-8-mm-od-1-2-copper-tube-3-8-pipe-10-dn,Cushion Clamps,4.23,0.14,0.0331,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
SIOU-643X4,1-pex-f1807-female-sweat-adapter-copper,F1807 Crimp Fittings,4.16,0.11,0.0264,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
COPF-050-MA-C,1-2-copper-sweat-fittings-male-adapter-c-x-mpt,Copper Sweat Fittings,4.12,0.06,0.0146,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
HGRI-CCC-0050,nvent-caddy-cushion-clamp-insulated-strut-clamp-for-pipe-tube-1-2-12-7-mm-od-3-8-copper-tube-1-4-pipe-8-dn,Cushion Clamps,4.11,0.13,0.0316,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
SIOU-614-3,3-4-female-sweat-x-3-4-mip-slip-male-adapter,Stub Outs,4.02,0.04,0.0100,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
COPF-075-CPL/LS-C,3-4-copper-sweat-fittings-repair-coupling-no-stop-c-x-c,Copper Sweat Fittings,3.94,0.06,0.0152,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
PDWV-150MTA-P,1-1-2-pvc-dwv-male-trap-adapter-with-plastic-nut-spigot-x-tubular-slip,PVC DWV Fittings,3.85,0.12,0.0312,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
PDWV-200RPC,2-pvc-dwv-repair-coupling-h-x-h,PVC DWV Fittings,3.75,0.12,0.0320,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
SIOU-550-2121,1-2-cts-to-2-ips-universal-strut-clamp,Universal Clamps,3.72,0.06,0.0161,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
PDWV-150125FTA-P,1-1-2-x-1-1-4-pvc-dwv-female-trap-adapter-with-plastic-nut-h-x-tubular-slip,PVC DWV Fittings,3.69,0.12,0.0325,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
COPF-050.025-FTR-C,1-2-x-1-4-copper-sweat-fittings-fitting-reducer-ftg-x-c,Copper Sweat Fittings,3.68,0.02,0.0054,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
COPF-050-45EL-C,1-2-copper-sweat-fittings-45-degree-elbow-c-x-c,Copper Sweat Fittings,3.62,0.03,0.0083,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
BLPN-025-3.5,1-4-x-3-1-2-black-iron-nipple,Black Iron Nipples,3.58,0.11,0.0307,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
COPF-050.025-CPL-C,1-2-x-1-4-copper-sweat-fittings-coupling-c-x-c,Copper Sweat Fittings,3.57,0.03,0.0084,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
SIOU-821-TP,test-plug-for-821-shower-drain,Shower Drains,3.51,0.02,0.0057,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
BLPN-038-2.5,3-8-x-2-1-2-black-iron-nipple,Black Iron Nipples,3.38,0.11,0.0325,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
COPF-050-TEE-C,1-2-copper-sweat-fittings-tee-c-x-c-x-c,Copper Sweat Fittings,3.38,0.06,0.0178,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
SIOU-645X3G,3-4-pex-x-3-4-pb,F1807 Crimp Fittings,3.38,0.06,0.0178,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
BRPN-025-2.5,1-4-x-2-1-2-red-brass-pipe-nipple,Brass Nipples,3.36,0.08,0.0238,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
COPF-050.038-FTR-C,1-2-x-3-8-copper-sweat-fittings-fitting-reducer-ftg-x-c,Copper Sweat Fittings,3.33,0.02,0.0060,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
MILL-61210,1-2id-ftg-brush-6100-series,Soldering Tools & Supplies,3.30,0.1,0.0303,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
BRPN-050-CLS,1-2-x-close-red-brass-pipe-nipple,Brass Nipples,3.27,0.06,0.0183,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
BRPN-018-3.5,1-8-x-3-1-2-red-brass-pipe-nipple,Brass Nipples,3.25,0.06,0.0185,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
COPF-DWV-150-TCAP-C,1-1-2-copper-fittings-dwv-test-cap-c,Copper Sweat Fittings (DWV),3.25,0.01,0.0031,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
PVCF-050-CRS-P,1-2-pvc-sch40-cross-all-socket,PVC SCH 40 Fittings,3.19,0.1,0.0313,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
PDWV-200FTGFA,2-pvc-dwv-fitting-female-adapter-cleanout-adapter-less-plug-spigot-x-fpt,PVC DWV Fittings,3.17,0.1,0.0315,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
SIOU-878-30,3-pvc-c-o-plug-with-threaded-brass-insert,Cleanouts,3.15,0.09,0.0286,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
BRPN-025-2,1-4-x-2-red-brass-pipe-nipple,Brass Nipples,3.10,0.06,0.0194,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
PASC-1338-C,1-1-2-brass-slip-joint-nut-chrome-plate,Miscellaneous Tools,3.10,0.1,0.0323,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
MILW-48-22-3255,inkzall-12-large-chisel-tip-black-marker,"Pens, Markers & Paint",3.07,0.1,0.0326,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
COPF-200-2HSTR-C,2-copper-sweat-fittings-two-hole-strap,Copper Sweat Fittings,3.07,0.06,0.0195,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
SIOU-698-EX,omni-panel-frame-extension,Supply Box Accessories,3.07,0.1,0.0326,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
BLPN-025-3,1-4-x-3-black-iron-nipple,Black Iron Nipples,3.04,0.1,0.0329,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
SIOU-642XG3,3-4-pex-90-deg-ell-f1807-no-lead,F1807 Crimp Fittings,3.03,0.06,0.0198,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
BRPN-018-3,1-8-x-3-red-brass-pipe-nipple,Brass Nipples,3.01,0.06,0.0199,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
COPF-075-CPL/DS-C,3-4-copper-sweat-fittings-coupling-dimple-stop-c-x-c,Copper Sweat Fittings,3.00,0.06,0.0200,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
COPF-075-CPL/RS-C,3-4-copper-sweat-fittings-coupling-rolled-stop-c-x-c,Copper Sweat Fittings,2.98,0.06,0.0201,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
