sku,ven,price,lb_loja,teto_lb,folga_x,title
MOEN-UT2191BL,Moen,475.02,5.0,16.01,3.2,Moen UT2191BL Align M-CORE 2-Series 1-Handle Shower Trim Kit in Matte Black (Valve Sold Se
WATT-0792065,Watts,475.17,11.1,16.01,1.4,"Watts 0792065 3/8"" Lead Free Atmospheric Vacuum Breaker Backflow Preventer, Bottom""let And"
MILW-49-16-2613,Milwaukee Tools,476.36,1.76,16.05,9.1,"Milwaukee Tools 49-16-2613 2"" ProPEX® Expander Head For M18 FUEL™ 2"" ProPEX® Expander"
TEKM-087,tekmar Control Systems,477.0,0.2,16.07,80.4,tekmar Control Systems Tekmar Outdoor Sensor - 087
IBCT-P-272B,IBC,478.06,2.19,16.11,7.4,IBC SAFETY IGNITION MODULE (SIM) KIT - VFC RETRO FIT
MOEN-7882SRS,Moen,478.23,5.0,16.12,3.2,Moen 7882SRS Genta LX Single-Handle Pull-Down Sprayer Kitchen Faucet with Reflex in Spot R
ASFC-7353.841.295,American Standard,480.22,5.0,16.18,3.2,American Standard 7353841.295 Townsend® 8-Inch Widespread 2-Handle Bathroom Faucet 1.2 gpm
HONE-YERM5220RVPEIM/U,Resideo,480.25,2.19,16.18,7.4,Resideo YERM5220RVPEIM/U RedLINK® Equipment Remote Module Kit
HONE-TK30PV100SNK/U,Resideo,481.05,2.19,16.21,7.4,"Resideo TK30PV100SNK/U TK30 Boiler Trim Kit with 1"" Sweat SuperVent, NK300S Combo"
IBCT-P-824,IBC,482.25,2.19,16.25,7.4,IBC GAS VALVE REPLACEMENT KIT
VEGA-28750,Viega,482.43,0.95,16.26,17.1,"Viega 28750 4""x4"" - (P-MPT) - Male Adapter, MegaPress®G"
GVLF-474-150.075-E-316,Tyler Pipe Company,482.91,0.34,16.27,47.9,"Tyler Pipe 1-1/2x3/4"" Fitting Reducer - 316 Stainless Steel - Press"
CASH-25847-0045,Cash Acme,483.31,2.4,16.29,6.8,"Cash Acme 25847-0045 1-1/4"" EB45 Double Union SharkBite"
MILW-49-16-2652M,Milwaukee Tools,484.29,3.4,16.32,4.8,"Milwaukee Tools 49-16-2652M 3/8"" Streamline™ ACR Press Jaw for M18™ FORCE LOGIC™ Press Too"
DELT-588SH-SS-PR-DST,Delta,485.19,5.0,16.35,3.3,Delta 588SH-SS-PR-DST Tetra™ Single Handle Bathroom Faucet Lumicoat® Stainless
MOEN-TS1422BN,Moen,485.58,1.0,16.36,16.4,Moen TS1422BN Mosaic 5-3/8 in. 2-Function Body Spray in Brushed Nickel
VEGA-28680,Viega,486.44,0.95,16.39,17.3,"Viega 28680 2-1/2"" x 2-1/2"" x 2"" - (P-P-P) - Tee (Reducing), MegaPress®G"
DAYT-D-22519-1,Dayton,487.5,1.0,16.43,16.4,"Dayton D225191 Stainless Steel 25"" x 19"" x 6-5/16"" 1-Hole Equal Double Bowl Drop-in Sink"
GNES-10700108,Southwire,487.39,2.19,16.43,7.5,Southwire 10700108 14/4 Stranded THHN 600V Wire 250' Black
DELT-559HAR-SS-DST,Delta,487.8,5.0,16.44,3.3,Delta 559HAR-SS-DST Trinsic® Single Handle Bathroom Faucet Stainless
MLWV-509T-200,Milwaukee Valve,487.98,1.33,16.44,12.4,"Milwaukee Valve 509T-200 2"" - FIP x FIP - Bronze Check Valve - 125 SWP - 200 WOG, Horizona"
GROH-20.29700A,Grohe,488.28,6.9,16.46,2.4,"Grohe 2029700A 8"" Widespread 2-Handle M-Size Bathroom Faucet 1.2 GPM in GROHE CHROME"
GROH-27.814001,Grohe,489.04,5.0,16.48,3.3,"210 Shower Head, 8"" - 1 Spray, 1.75 gpm in GROHE CHROME 27814001"
GERB-D454058SS,Gerber,490.05,6.5,16.51,2.5,Gerber D454058SS Parma Cafe Pull-Down Kitchen Faucet w/ SnapBack Retraction 1.75gpm Stainl
RHEE-SP12143K,Rheem Manufacturing,489.87,0.95,16.51,17.4,"Rheem SP12143K Igniter Kit with (1) Igniter Collar and Gasket/(1) 209MW White/(1) 4"" x 4"" "
HONE-TK30PV100PNKP/U,Resideo,490.35,2.19,16.52,7.5,"Resideo TK30PV100PNKP/U TK30 Boiler Trim Kit with 1"" Press SuperVent®, Press NK300S Combo"
BOSC-BMS-DRY-XXD,Bosch,490.86,7.0,16.54,2.4,Bosch 24V Interface Gen 4
MUEL-00610500C,Mueller Streamline,490.68,10.85,16.54,1.5,"Mueller Streamline 00610500C 3/8"" x 1"" x 50' UV Suction Line Only"
MATC-HS-600ORB,Matco-Norca,492.21,1.0,16.59,16.6,Matco-Norca HS-600ORB Slide Bar Shower System - Oil Rubbed Bronze
PRLS-P188103LF,Peerless Faucet,492.67,5.0,16.6,3.3,Peerless Faucet P188103LF Peerless Core Single Handle Kitchen Pull-Down Chrome
HONE-TK30PV125SNK/U,Resideo,493.78,2.19,16.64,7.6,"Resideo TK30PV125SNK/U TK30 Boiler Trim Kit with 1.25"" Sweat SuperVent, NK300S Combo"
HLEV-45-550,Hydrolevel Company,494.25,2.19,16.66,7.6,Hydrolevel 45-550 120 Volt Low Water Cut Off Manual Reset - for Gas & Oil
MILW-48-11-1852,Milwaukee Tools,496.08,1.5,16.72,11.1,Milwaukee Tools 48-11-1852 M18™ REDLITHIUM™ XC5.0 Extended Capacity Battery Two Pack
DELT-18804Z-BL-DST,Delta,496.53,5.0,16.73,3.3,Delta 18804Z-BL-DST Theodora® Single Handle Pull-Down Spring Kitchen Faucet Matte Black
DELT-3536-CZMPU-DST,Delta,496.53,5.0,16.73,3.3,Delta 3536-CZMPU-DST Saylor® Two Handle Widespread Bathroom Faucet Champagne Bronze
VEGA-28660,Viega,496.42,0.95,16.73,17.6,"Viega 28660 2-1/2"" x 2-1/2"" x 2-1/2"" - (P-P-P) - Tee (Reducing), MegaPress®G"
VEGA-28765,Viega,496.59,0.95,16.74,17.6,"Viega 28765 4""x4"" - (P-FPT) - Female Adapter, MegaPress®G"
VEGA-28675,Viega,497.28,0.95,16.76,17.6,"Viega 28675 2-1/2"" x 2-1/2"" x 1-1/2"" - (P-P-P) - Tee (Reducing), MegaPress®G"
TOTO-TSTDR,Toto,497.7,0.9,16.77,18.6,"Toto USA TSTDR - Thermostatic Mixing, Dual Volume Control 1/2"" Threaded"
MILW-2829-20,Milwaukee Tools,498.15,0.73,16.79,23.0,Milwaukee Tools 2829-20 M18 FUEL™ Compact Band Saw (Tool-Only)
MLWV-BA-475B-212,Milwaukee Valve,498.31,1.83,16.79,9.2,"Milwaukee Valve BA-475B-212 2-1/2"" - FIP x FIP - Brass, Full Port - Ball Valve - 600 WOG, "
MLWV-BA-485B-212,Milwaukee Valve,498.31,2.06,16.79,8.2,"Milwaukee Valve BA-485B-212 2-1/2"" - SWT x SWT - Brass, Full Port - Ball Valve - 600 WOG, "
MILW-0895-20,Milwaukee Tools,498.58,10.6,16.8,1.6,Milwaukee Tools 0895-20 M18 FUEL™ 3-in-1 Backpack Vacuum
GVLF-476-200-E-316,Tyler Pipe Company,503.04,0.34,16.95,49.9,"Tyler Pipe 2"" Male Adapter - 316 Stainless Steel - Press"
VEGA-30625,Viega,504.96,3.58,17.02,4.8,"Viega 2"" x 2"", MegaPressG x MegaPressG, 125 PSI, Bronze, Locking Handle, Ball Valve 30625"
VEGA-30655,Viega,504.96,3.58,17.02,4.8,"Viega 2"" x 2"", MegaPressG x MegaPressG, 125 PSI, Bronze, Locking Handle, Ball Valve 30655"
VEGA-30685,Viega,504.96,3.58,17.02,4.8,"Viega 2"" x 2"", MegaPressG x MegaPressG, 125 PSI, Bronze, Locking Handle, Ball Valve 30685"
HONE-THX9421R5021WW/U,Resideo,505.98,0.7,17.05,24.4,Resideo THX9421R5021WW/U 2-Wire IAQ high definition color touchscreen white front/white si
MUEL-00810500C,Mueller Streamline,507.67,10.85,17.11,1.6,"Mueller Streamline 00810500C 1/2"" x 1"" x 50' UV Suction Line Only"
GVLF-474-200.100-E-316,Tyler Pipe Company,507.93,0.5,17.12,34.2,"Tyler Pipe 2x1"" Fitting Reducer - 316 Stainless Steel - Press"
GVLF-474-200.150-E-316,Tyler Pipe Company,507.93,0.5,17.12,34.2,"Tyler Pipe 2x1-1/2"" Fitting Reducer - 316 Stainless Steel - Press"
HGRO-75020001,Hansgrohe,508.5,5.0,17.14,3.4,"hansgrohe 75020001 Vivenis Single-hole Faucet 110 with Pop-Up Drain, 1.2 GPM in Chrome"
ENVI-EWS-HEATER-GUARD-3/4,Environmental Water Systems,508.83,1.44,17.15,11.9,"Environmental Water Systems EWS-HEATER-GUARD-3/4 Heater Guard 3/4"" - Water Heater Scale Co"
WATT-0792054,Watts,508.92,11.1,17.15,1.5,"Watts 0792054 3/4"" Lead Free Anti-Siphon Vacuum Breaker Backflow Preventer, Polished Chrom"
RHEE-SP9051B,Rheem Manufacturing,509.12,3.0,17.16,5.7,"Rheem SP9051B Convertible, Single Gas Control Thermostat for Direct Vent 30/40/50 Gallon R"
MPEX-5310104,MrPEX Systems,509.55,2.19,17.17,7.8,MrPEX Systems 5310104 4 Zone - Wireless Pump Relay
MPEX-3250300,MrPEX Systems,509.73,0.8,17.18,21.5,MrPEX Systems 3250300 3 Branches - 1 1/4 Stainless Steel Manifold Assembly w/Flowmeter and
MILW-49-16-2452B,Milwaukee Tools,512.87,3.4,17.28,5.1,"Milwaukee Tools 49-16-2452B 1"" IPS-P Press Jaw for M12™ FORCE LOGIC™ Press Tool"
DELT-T3597LF-WL,Delta,513.0,5.0,17.29,3.5,Delta T3597LF-WL Cassidy® Two Handle Wall Mount Bathroom Faucet Trim Chrome
VEGA-28610,Viega,513.51,0.95,17.31,18.2,"Viega 28610 4""x4"" - (P-P) - 90 Deg Elbow, MegaPress®G"
VEGA-28625,Viega,513.51,0.95,17.31,18.2,"Viega 28625 4""x4"" - (P-FTG(IPS)) - 90 Deg Elbow (Street), MegaPress®G"
VEGA-28640,Viega,513.51,0.95,17.31,18.2,"Viega 28640 4""x4"" - (P-P) - 45 Deg Elbow, MegaPress®G"
VEGA-28655,Viega,513.51,0.95,17.31,18.2,"Viega 28655 4""x4"" - (P-FTG(IPS)) - 45 Deg Elbow (Street), MegaPress®G"
HGRO-04388670,Hansgrohe,515.7,5.0,17.38,3.5,"hansgrohe 04388670 Croma Select S Showerhead 180 2-Jet, 1.8 GPM in Matte Black"
HGRO-04388820,Hansgrohe,515.7,5.0,17.38,3.5,"hansgrohe 04388820 Croma Select S Showerhead 180 2-Jet, 1.8 GPM in Brushed Nickel"
MPEX-6213421,MrPEX Systems,515.96,0.8,17.39,21.7,MrPEX Systems 6213421 Recess Mount - Manifold Cabinet Un-assembled W20.8 H27.2-31.1 D4.3-6
HONE-TK30PV125PNKP/U,Resideo,517.1,2.19,17.43,8.0,"Resideo TK30PV125PNKP/U TK30 Boiler Trim Kit with 1.25"" Press SuperVent®, Press NK300S Com"
VEGA-20730,Viega,517.39,0.8,17.44,21.8,"Viega 20730 4""x3"" - (P-P) - Reducer, ProPress®"
GROH-32.298003,Grohe,518.65,5.0,17.48,3.5,Grohe 32298003 Single-Handle Pull Down Kitchen Faucet Triple Spray 1.75 GPM in GROHE CHROM
MILW-2904-22,Milwaukee Tools,518.73,7.32,17.48,2.4,"Milwaukee Tools 2904-22 M18 FUEL™ 1/2"" Hammer Drill/Driver Kit"
MILW-48-59-1804,Milwaukee Tools,518.55,3.19,17.48,5.5,Milwaukee Tools 48-59-1804 M18™ and M12™ Gangbox Rapid Charger
MUEL-00421640C,Mueller Streamline,518.62,10.85,17.48,1.6,"Mueller Streamline 00421640C 1/4"" x 164' x 1/2"" Insulation UV Line Set"
ELKA-LK800GN04T4,Elkay,519.25,7.5,17.5,2.3,"Elkay LK800GN04T4 8"" Centerset with Concealed Deck Faucet with 4"" Gooseneck Spout 4"" Wrist"
GROH-26.547EN0,Grohe,519.42,5.0,17.5,3.5,"Grohe 26547EN0 24"" Shower Slide Bar Kit - 3 Sprays, 1.75 gpm in GROHE BRUSHED NICKEL"
ISED-H-CONTOUR-SS,InSinkErator,519.18,5.0,17.5,3.5,"InSinkErator - Invite™ Chrome, Hot & Cold Water Dispensers - Water Dispenser 44718"
JOMA-600-05DSEL,Jomar,519.3,1.8,17.5,9.7,"Jomar 600-05DSEL 5"" - Lug Style, Epoxy-Coated Ductile Iron Body, Stainless Steel Disc"
COPF-DWV-300-TET-C,Mueller Streamline,520.2,3.78,17.53,4.6,"Mueller Streamline A 11367 3"" Copper Fittings - DWV - Test Tee w/ Plug C x C x FPT"
GROH-31.34910E,Grohe,520.98,6.4,17.56,2.7,Grohe 3134910E Single-Handle Pull Down Kitchen Faucet Dual Spray 1.5 GPM in GROHE CHROME
GVLF-479-150-E-316,Tyler Pipe Company,523.15,0.5,17.63,35.3,"Tyler Pipe 1-1/2"" Female Adapter - 316 Stainless Steel - Press"
SHAR-PVA35M-DUSB-60,SharkBite,523.34,0.33,17.64,53.4,"SharkBite PVA35M-DUSB-60 1-1/4"" - EB45 Double Union SharkBite Pressure Regulating Valve (P"
MOEN-6900BL,Moen,523.83,5.0,17.65,3.5,Moen 6900BL Rizon Single Hole Single-Handle Bathroom Faucet in Matte Black
VEGA-28885,Viega,524.94,0.95,17.69,18.6,"Viega 28885 4"", MegaPressG, 200 PSI, Zinc/Nickel Coated Carbon Steel, HNBR Sealing Element"
T&SB-BL-5704-08WH4,T&S Brass & Bronze Works,525.25,1.0,17.7,17.7,"T&S Brass & Bronze Works BL-5704-08WH4 Lab Mixing Faucet, Single Hole Deck Mount, 4"" Wrist"
DELT-1930-CZ-DST,Delta,526.5,5.0,17.74,3.5,Delta 1930-CZ-DST Contemporary Round Beverage Faucet Champagne Bronze
DELT-559HA-BL-DST,Delta,526.5,5.0,17.74,3.5,Delta Trinsic® Single Handle Bathroom Faucet Matte Black 559HA-BL-DST
DELT-559HAR-BL-DST,Delta,526.5,5.0,17.74,3.5,Delta Trinsic® Single Handle Bathroom Faucet Matte Black 559HAR-BL-DST
WATT-0009236,Watts,526.78,2.4,17.75,7.4,"Watts 0009236 1/2"" Lead Free Water Pressure Reducing Valve, NPT Female Union x NPT Female,"
MILW-48-59-1809,Milwaukee Tools,527.97,3.19,17.79,5.6,Milwaukee Tools 48-59-1809 M18™ Six Bay Rapid Charger w/ PACKOUT™ Compatibility
MILW-48-59-1807,Milwaukee Tools,528.62,3.19,17.81,5.6,Milwaukee Tools 48-59-1807 M18™ & M12™ Rapid Charge Station
VEGA-28905,Viega,528.88,0.95,17.82,18.8,"Viega 28905 2-1/2"" x 2-1/2"" x 1-1/4"" - (P-P-P) - Tee (Reducing), MegaPress®G"
VEGA-28910,Viega,528.88,0.95,17.82,18.8,"Viega 28910 2-1/2"" x 2-1/2"" x 1"" - (P-P-P) - Tee (Reducing), MegaPress®G"
PANA-FV-0511VHL1,Panasonic,529.47,9.6,17.84,1.9,Panasonic FV-0511VHL1 WhisperWarm DC Fan/Heater/Light 50-80-110 CFM
HGRO-04486670,Axor,530.47,5.0,17.88,3.6,"AXOR 04486670 Starck Baton Handshower 2-Jet, 1.75 GPM in Matte Black"
GROH-23.956EN3,Grohe,530.81,5.0,17.89,3.6,Grohe 23956EN3 Single Hole Single-Handle M-Size Bathroom Faucet 1.2 GPM in GROHE BRUSHED N
DELT-3554-BLMPU-DST,Delta,531.36,5.0,17.91,3.6,Delta Trinsic® Two Handle Widespread Bathroom Faucet Matte Black 3554-BLMPU-DST
TACO-ACUF-200-AT-2,Taco Comfort Solutions,532.74,1.8,17.95,10.0,"Taco Comfort Solutions ACUF-200-AT-2 2"" Threaded - ACCU-FLO Balancing Valve"
GROH-19.987EN1,Grohe,533.09,1.6,17.97,11.2,Grohe 19987EN1 Single Function Thermostatic Valve Trim in GROHE BRUSHED NICKEL
GROH-31.453DC1,Grohe,533.38,5.0,17.97,3.6,Grohe 31453DC1 Concetto Single-Handle Pull-Out Kitchen Faucet Dual Spray 1.5 GPM in GROHE 
MLWV-1182-114,Milwaukee Valve,533.61,1.44,17.98,12.5,"Milwaukee Valve 1182-114 1-1/4"" - FIP x FIP - Bronze Gate Valve - 300 SWP - 1000 WOG, Non-"
SLOA-3362144,Sloan,533.72,5.0,17.99,3.6,"Sloan® Sensor Faucet (SF2250-4 CP FCT G'NECK 4"" BATT 0.5GPM) Commercial Grade, ADA Complia"
MILW-48-11-1813,Milwaukee Tools,534.48,1.5,18.01,12.0,Milwaukee Tools 48-11-1813 M18™ REDLITHIUM™ FORGE™ HD12.0 Battery Pack
GROH-32.2162431,Grohe,536.12,5.0,18.07,3.6,Grohe 322162431 Top-Handle Centerset Bathroom Faucet S-Size in Matte Black
HAWS-7360BT-7460BT,Haws,536.52,1.0,18.08,18.1,Haws 7360BT-7460BT Wall-Mount Stainless Bowl Eye/Face Wash With Bracket And Trap
SLOA-3362119,Sloan,537.69,5.0,18.12,3.6,"Sloan® 3362119 Sensor Faucet (SF2350 CP FCT PED BATTERY W/CHECK) Commercial Grade, ADA Com"
HGRO-71734821,Hansgrohe,538.2,5.0,18.14,3.6,"hansgrohe 71734821 Talis E Wall-Mounted Single-Handle Faucet Trim, 1.2 GPM in Brushed Nick"
NAVA-NEF6LM,NAVAC,538.37,5.5,18.14,3.3,"Navac NEF6LM Flaring Tool 3/4"" Max OD w/ Flare Gauge"
ASFC-6047.821.002,American Standard,538.8,3.0,18.16,6.1,"American Standard 6047821.002 Ultima Manual Flush Valve With Bedpan Washer Assembly, Offse"
SLOA-3362173,Sloan,538.78,5.0,18.16,3.6,"Sloan® Sensor Faucet (SF2250-4 CP G'NECK BATT OPER. 0.35 GPM) Commercial Grade, ADA Compli"
TACO-LBW-075-H-2LF,Taco Comfort Solutions,539.87,0.6,18.19,30.3,Taco Comfort Solutions LEAKBREAKER - eLink Water Heater Shut-off Valve w/Control and Senso
MILW-3522-21,Milwaukee Tools,541.0,0.95,18.23,19.2,Milwaukee Tools 3522-21 USB Rechargeable Green Cross Line & Plumb Points Laser
MLWV-1182-112,Milwaukee Valve,540.83,1.44,18.23,12.7,"Milwaukee Valve 1182-112 1-1/2"" - FIP x FIP - Bronze Gate Valve - 300 SWP - 1000 WOG, Non-"
HONE-SV9601M4571/U,Resideo,540.93,2.3,18.23,7.9,"Resideo Standard Opening SmartValve, Intermittent Hot Surface Pilot Ignition, Natural/LP w"
VEGA-20798,Viega,541.28,0.8,18.24,22.8,"Viega 20798 3"" x 3"" x 1-1/2"" - (P-P-P) - Tee (Reducing), ProPress®"
MILW-49-16-2654M,Milwaukee Tools,541.44,3.4,18.25,5.4,"Milwaukee Tools 49-16-2654M 5/8"" Streamline™ ACR Press Jaw for M18™ FORCE LOGIC™ Press Too"
FRAN-EOS-PR-304,Franke,542.78,5.0,18.29,3.7,"Franke Eos Neo 14-in Single Handle Pull-Down Prep Kitchen Faucet in Stainless Steel, EOS-P"
WOOD-68C-4,"Woodford Manufacturing Company, LLC",542.73,1.51,18.29,12.1,"Woodford 68C-4 Model 68 - Freezeless Hydrants Sweat, 3/4"" Connection, Wall Depth - 4"""
ELKA-PSRADQ-1919-55L-MR2,Elkay,543.78,14.7,18.33,1.2,"Elkay PSRADQ191955LMR2 Celebrity Stainless Steel 19-1/2"" x 19"" x 5-1/2"" MR2-Hole Single Bo"
MUEL-01010500C,Mueller Streamline,544.37,10.85,18.35,1.7,"Mueller Streamline 01010500C 5/8"" x 1"" x 50' UV Suction Line Only"
MOEN-UTS32205,Moen,545.58,1.0,18.39,18.4,Moen UTS32205 Weymouth 1-Handle M-CORE Transfer Valve Trim Kit in Chrome (Valve Sold Separ
HONE-DS06-104-DUT-LF/U,Resideo,547.26,0.5,18.44,36.9,Resideo DS06-104-DUT-LF/U 1-1/2 in DialSet Female NPT Double Union
MLWV-BA-400S-A200,Milwaukee Valve,547.63,1.83,18.46,10.1,"Milwaukee Valve 2"" - FIP x FIP - Bronze, Full Port - Ball Valve - 150 SWG - 600 WOG, RPTFE"
HONE-HZ432/U,Resideo,549.51,7.0,18.52,2.6,Resideo HZ432/U TrueZONE® HZ432 Panel
TOTO-YT970-SS,Toto,550.23,0.63,18.54,29.4,"TOTO® Dual Flush Round Push Button Plate for Select DuoFit In-Wall Tank Unit, Stainless St"
TOTO-YT980-SS,Toto,550.23,0.63,18.54,29.4,"TOTO® Dual Flush Push Button Plate for Select DuoFit In-Wall Tank Unit, Stainless Steel - "
DELT-5SE-SBS-6-PR,Delta,550.65,5.0,18.56,3.7,Delta 5SE-SBS-6-PR Universal Tilt-Up Shower Seat Lumicoat® Chrome
VEGA-20829,Viega,551.14,0.8,18.57,23.2,"Viega 20829 3""x3"" - (P-FPT) - Female Adapter, ProPress®"
DELT-T27889-CZ-PR,Delta,551.7,1.0,18.59,18.6,Delta T27889-CZ-PR Tetra™ 17 Series Integrated Diverter Trim with 3-Setting Lumicoat® Cham
MILW-49-16-2654,Milwaukee Tools,552.01,3.4,18.6,5.5,"Milwaukee Tools 49-16-2654 1-1/2"" CTS-V Press Jaw for M18™ FORCE LOGIC™ Press Tools"
IBCT-P-708,IBC,552.39,2.19,18.62,8.5,IBC FAN REPLACEMENT KIT (HC/DC Series)
MPEX-3810200,MrPEX Systems,553.11,0.8,18.64,23.3,MrPEX Systems 3810200 2 Loop - Composite Manifold Valve & Flowmeter Complete Kit
SLOA-3362102,Sloan,553.49,5.0,18.65,3.7,"Sloan® Sensor Faucet (SF2150-4 CP FCT PEDESTAL 4"" BATT OPER) Commercial Grade, ADA Complia"
WATT-0009280,Watts,554.5,2.4,18.69,7.8,"Watts 0009280 3/4"" Lead Free Water Pressure Reducing Valve, NPT Female Union x NPT Female,"
IBCT-P-719,IBC,556.08,2.19,18.74,8.6,IBC GAS VALVE ASSEMBLY KIT (HC/DC Series)
GERB-D460076,Gerber,556.5,1.9,18.75,9.9,"Gerber D460076 Drench Round 10"" 1 Function Rain Showerhead 1.75gpm Chrome"
MOEN-TV6507,Moen,556.31,5.0,18.75,3.7,Moen TV6507 Greenfield 8 in. Widespread Double Handle Bathroom Faucet in Chrome (Valve Inc
COPT-050-LS,Mueller Streamline,559.8,17.1,18.87,1.1,"Mueller Streamline LS03100 1/2"" x 60' - Copper Tube - L Soft"
RHEE-SP11798B,Rheem Manufacturing,560.13,0.93,18.88,20.3,"Rheem 100 to 180 Deg F Adjustment, 5 Deg F Differential, 255 PSI, 39-1/4"" L Capillary Tube"
JOMA-TGG-FCC,Jomar,561.44,1.8,18.92,10.5,"Jomar TGG-FCC 2"" Sweat - BALANCE VALVE, SWEAT CONNECTION, VARIABLE ORIFICE"
GROH-38.996000,Grohe,564.21,0.63,19.01,30.2,"Grohe 38996000 2"" x 4"" In-Wall Carrier and Tank For Toilet"
JOMA-TGG-FFF,Jomar,565.28,3.0,19.05,6.3,"Jomar TGG-FFF 2"" FIP - BALANCE VALVE, THREADED CONNECTION, VARIABLE ORIFICE"
WATT-0298500,Watts,565.68,3.0,19.06,6.4,"Watts 0298500 1/2"" Lead Free Brass High Capacity Water Pressure Reducing Valve, FNPT""let a"
PRIE-P-118L04,"PRIER Products, Inc.",565.88,3.5,19.07,5.4,"PRIER Products P-118L04 P-118L 4"" Single Handle Hot & Cold Mixing Hydrant, Satin Nickel; 1"
VEGA-28665,Viega,566.46,0.95,19.09,20.1,"Viega 28665 3""x3""x3"" - (P-P-P) - Tee (Reducing), MegaPress®G"
MOEN-UT3361BN,Moen,566.72,1.0,19.1,19.1,Moen UT3361BN Cia Brushed nickel M-CORE 3 series tub/shower valve only
MPEX-1660010,MrPEX Systems,566.7,13.14,19.1,1.5,"MrPEX Systems 1660010 1-1/4"" x 100' White Potable PEX-a Tubing"
MILW-2929-20,Milwaukee Tools,569.58,0.73,19.19,26.3,Milwaukee Tools 2929-20 M18 FUEL™ Deep Cut Band Saw
MILW-48-11-1862,Milwaukee Tools,572.79,1.5,19.3,12.9,Milwaukee Tools 48-11-1862 M18™ REDLITHIUM™ HIGH OUTPUT™ XC6.0 Battery Pack (2 Pack)
HONE-YTHX9421R7001WW/U,Resideo,574.1,0.7,19.35,27.6,Resideo Prestige® 2-Wire IAQ Kit with high definition color touchscreen white front/white 
NAVA-NTE11H,NAVAC,575.36,5.5,19.39,3.5,"Navac NTE11H2 Hydraulic Tube Expnder Kit 1-1/8"" Max OD"
MOEN-7165BL,Moen,576.88,5.0,19.44,3.9,Moen 7165BL Align Matte black one-handle kitchen faucet
DELT-T24859-BL,Delta,577.8,1.0,19.47,19.5,Delta T24859-BL Trinsic® Contemporary Monitor® 14 Series Valve Trim with 3-Setting Integra
HONE-SV9641M4510/U,Resideo,578.72,2.3,19.5,8.5,Resideo SV9641M4510/U Standard Opening Intermittent Pilot with Comb Air Control
GROH-31.492000,Grohe,580.51,8.6,19.56,2.3,Single-Handle Semi-Pro Dual Spray Kitchen Faucet 1.75 GPM in GROHE CHROME 31492000
FRAN-MAG11029-MBK,Franke,582.24,1.0,19.62,19.6,Franke MAG11029-MBK Maris Undermount 31-in x 17.81-in Granite Single Bowl Kitchen Sink in 
MPEX-3250400,MrPEX Systems,582.84,0.8,19.64,24.6,MrPEX Systems 4 Branches - 1 1/4 Stainless Steel Manifold Assembly w/Flowmeter and ball va
GVLF-471-150-E-316,Tyler Pipe Company,582.78,0.34,19.64,57.8,"Tyler Pipe 1-1/2"" 45° Elbow - 316 Stainless Steel - Press"
MPEX-5310106,MrPEX Systems,583.63,2.19,19.67,9.0,MrPEX Systems 5310106 6 Zone - Wireless Pump Relay
PEXG-PG803193,PexGun,585.0,2.19,19.71,9.0,PexGun PG803193 Extension Arm
GVLF-476-150.075-E-316,Tyler Pipe Company,585.11,0.34,19.72,58.0,"Tyler Pipe 1-1/2x3/4"" Male Adapter - 316 Stainless Steel - Press"
MILW-48-17-5060,Milwaukee Tools,588.86,2.0,19.84,9.9,"Milwaukee Tools 48-17-5060 6"" DIAMOND ULTRA™ Wet Core Bit"
MILW-MXF010-0,Milwaukee Tools,589.41,0.73,19.86,27.2,Milwaukee Tools MXF010-0 MX FUEL™ Portable Battery Extension
DELT-1930LF-H-AR,Delta,590.4,5.0,19.9,4.0,Delta 1930LF-H-AR Contemporary Round Instant Hot Water Dispenser Arctic Stainless
DELT-9113T-DST,Delta,590.4,5.0,19.9,4.0,Delta 9113T-DST Essa® Single Handle Pull-Down Kitchen Faucet with Touch2O® Chrome
DELT-T3558LF-BLWL,Delta,590.4,5.0,19.9,4.0,Delta Trinsic® Single Handle Wall Mount Bathroom Faucet Trim Matte Black T3558LF-BLWL
MOEN-UT3291BN,Moen,590.53,1.0,19.9,19.9,Moen UT3291BN Align M-CORE 3-Series 1-Handle Valve Trim Kit in Brushed Nickel (Valve Sold 
RHEE-RTEX-AB7-240,Rheem Manufacturing,590.67,7.0,19.91,2.8,Rheem® RTEX-AB7-240 7.2 kW 240v 30A RTEX Water Heater Booster
MLWV-507-112,Milwaukee Valve,591.28,1.33,19.93,15.0,"Milwaukee Valve 507-112 1-1/2"" - FIP x FIP - Bronze Check Valve - 300 SWP - 600 WOG, Horiz"
MOEN-3667EPNL,Moen,591.63,5.0,19.94,4.0,Moen 3667EPNL 4-Spray Eco-Performance Handheld Handshower with Slide Bar in Polished Nicke
ELKA-LKSS1141A,Elkay,591.94,2.0,19.95,10.0,Elkay LKSS1141A Stainless Steel Classroom Bubbler
HLNK-20145,HeatLink,592.23,13.14,19.96,1.5,"HeatLink 20145 1-1/2"" x 100' Black Print on White PureLink® Plus UV Stabilized PEX-a Tubin"
CASH-23908-0045,Cash Acme,594.16,2.4,20.02,8.3,"Cash Acme 23908-0045 1-1/4"" EB45-C Single Union Sweat"
MPEX-6213431,MrPEX Systems,596.84,0.8,20.11,25.1,MrPEX Systems 6213431 Recess Mount - Manifold Cabinet Un-assembled W26.8 H27.2-31.1 D4.3-6
