Handle,Command,Title,Body HTML,Vendor,Type,Tags,Status,Published,SEO Description,Variant Command,Variant SKU,Variant Price,Variant Barcode,Variant Weight,Variant Weight Unit,Variant Inventory Tracker,Variant Inventory Policy,Variant Requires Shipping,Variant Taxable,Variant Country of Origin
resideo-zd12x6tz-u-truezone-parallel-blade-zone-damper-12-in-x-6-in,NEW,"Resideo ZD12X6TZ/U TrueZONE Parallel Blade Zone Damper, 12 in x 6 in","<p>TrueZONE parallel blade zone damper, 12 in x 6 in.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> ZD12X6TZ/U</li><li><strong>Size:</strong> 12 in x 6 in</li><li><strong>Blade Type:</strong> Parallel blade</li><li><strong>System:</strong> TrueZONE</li><li><strong>UPC:</strong> 085267976893</li><li><strong>Country of Origin:</strong> MX</li><li><strong>Category:</strong> Zone Dampers</li></ul>",Resideo,Zone Dampers,"Resideo, Zone Dampers, map-import-2609",Draft,FALSE,"TrueZONE parallel blade zone damper, 12 in x 6 in.",MERGE,HONE-ZD12X6TZ/U,263.07,085267976893,4.7,lb,shopify,deny,TRUE,TRUE,MX
resideo-zd12x8tz-u-truezone-parallel-blade-zone-damper-12-in-x-8-in,NEW,"Resideo ZD12X8TZ/U TrueZONE Parallel Blade Zone Damper, 12 in x 8 in","<p>TrueZONE parallel blade zone damper, 12 in x 8 in.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> ZD12X8TZ/U</li><li><strong>Size:</strong> 12 in x 8 in</li><li><strong>Blade Type:</strong> Parallel blade</li><li><strong>System:</strong> TrueZONE</li><li><strong>UPC:</strong> 085267948036</li><li><strong>Country of Origin:</strong> MX</li><li><strong>Category:</strong> Zone Dampers</li></ul>",Resideo,Zone Dampers,"Resideo, Zone Dampers, map-import-2609",Draft,FALSE,"TrueZONE parallel blade zone damper, 12 in x 8 in.",MERGE,HONE-ZD12X8TZ/U,223.80,085267948036,5.1,lb,shopify,deny,TRUE,TRUE,MX
resideo-zd14x14tz-u-truezone-parallel-blade-zone-damper-14-in-x-14-in,NEW,"Resideo ZD14X14TZ/U TrueZONE Parallel Blade Zone Damper, 14 in x 14 in","<p>TrueZONE parallel blade zone damper, 14 in x 14 in.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> ZD14X14TZ/U</li><li><strong>Size:</strong> 14 in x 14 in</li><li><strong>Blade Type:</strong> Parallel blade</li><li><strong>System:</strong> TrueZONE</li><li><strong>UPC:</strong> 085267343701</li><li><strong>Country of Origin:</strong> MX</li><li><strong>Category:</strong> Zone Dampers</li></ul>",Resideo,Zone Dampers,"Resideo, Zone Dampers, map-import-2609",Draft,FALSE,"TrueZONE parallel blade zone damper, 14 in x 14 in.",MERGE,HONE-ZD14X14TZ/U,267.91,085267343701,7.5,lb,shopify,deny,TRUE,TRUE,MX
resideo-zd14x16tz-u-truezone-parallel-blade-zone-damper-14-in-x-16-in,NEW,"Resideo ZD14X16TZ/U TrueZONE Parallel Blade Zone Damper, 14 in x 16 in","<p>TrueZONE parallel blade zone damper, 14 in x 16 in.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> ZD14X16TZ/U</li><li><strong>Size:</strong> 14 in x 16 in</li><li><strong>Blade Type:</strong> Parallel blade</li><li><strong>System:</strong> TrueZONE</li><li><strong>UPC:</strong> 085267947107</li><li><strong>Country of Origin:</strong> MX</li><li><strong>Category:</strong> Zone Dampers</li></ul>",Resideo,Zone Dampers,"Resideo, Zone Dampers, map-import-2609",Draft,FALSE,"TrueZONE parallel blade zone damper, 14 in x 16 in.",MERGE,HONE-ZD14X16TZ/U,300.36,085267947107,8.3,lb,shopify,deny,TRUE,TRUE,MX
resideo-zd14x18tz-u-truezone-parallel-blade-zone-damper-14-in-x-18-in,NEW,"Resideo ZD14X18TZ/U TrueZONE Parallel Blade Zone Damper, 14 in x 18 in","<p>TrueZONE parallel blade zone damper, 14 in x 18 in.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> ZD14X18TZ/U</li><li><strong>Size:</strong> 14 in x 18 in</li><li><strong>Blade Type:</strong> Parallel blade</li><li><strong>System:</strong> TrueZONE</li><li><strong>UPC:</strong> 085267107136</li><li><strong>Country of Origin:</strong> MX</li><li><strong>Category:</strong> Zone Dampers</li></ul>",Resideo,Zone Dampers,"Resideo, Zone Dampers, map-import-2609",Draft,FALSE,"TrueZONE parallel blade zone damper, 14 in x 18 in.",MERGE,HONE-ZD14X18TZ/U,316.90,085267107136,9.7,lb,shopify,deny,TRUE,TRUE,MX
resideo-zd14x20tz-u-truezone-parallel-blade-zone-damper-14-in-x-20-in,NEW,"Resideo ZD14X20TZ/U TrueZONE Parallel Blade Zone Damper, 14 in x 20 in","<p>TrueZONE parallel blade zone damper, 14 in x 20 in.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> ZD14X20TZ/U</li><li><strong>Size:</strong> 14 in x 20 in</li><li><strong>Blade Type:</strong> Parallel blade</li><li><strong>System:</strong> TrueZONE</li><li><strong>UPC:</strong> 085267353380</li><li><strong>Country of Origin:</strong> MX</li><li><strong>Category:</strong> Zone Dampers</li></ul>",Resideo,Zone Dampers,"Resideo, Zone Dampers, map-import-2609",Draft,FALSE,"TrueZONE parallel blade zone damper, 14 in x 20 in.",MERGE,HONE-ZD14X20TZ/U,320.80,085267353380,9.4,lb,shopify,deny,TRUE,TRUE,MX
resideo-zd14x22tz-u-truezone-parallel-blade-zone-damper-14-in-x-22-in,NEW,"Resideo ZD14X22TZ/U TrueZONE Parallel Blade Zone Damper, 14 in x 22 in","<p>TrueZONE parallel blade zone damper, 14 in x 22 in.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> ZD14X22TZ/U</li><li><strong>Size:</strong> 14 in x 22 in</li><li><strong>Blade Type:</strong> Parallel blade</li><li><strong>System:</strong> TrueZONE</li><li><strong>UPC:</strong> 085267461221</li><li><strong>Country of Origin:</strong> MX</li><li><strong>Category:</strong> Zone Dampers</li></ul>",Resideo,Zone Dampers,"Resideo, Zone Dampers, map-import-2609",Draft,FALSE,"TrueZONE parallel blade zone damper, 14 in x 22 in.",MERGE,HONE-ZD14X22TZ/U,326.63,085267461221,10.9,lb,shopify,deny,TRUE,TRUE,MX
resideo-zd14x24tz-u-truezone-parallel-blade-zone-damper-14-in-x-24-in,NEW,"Resideo ZD14X24TZ/U TrueZONE Parallel Blade Zone Damper, 14 in x 24 in","<p>TrueZONE parallel blade zone damper, 14 in x 24 in.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> ZD14X24TZ/U</li><li><strong>Size:</strong> 14 in x 24 in</li><li><strong>Blade Type:</strong> Parallel blade</li><li><strong>System:</strong> TrueZONE</li><li><strong>UPC:</strong> 085267922548</li><li><strong>Country of Origin:</strong> MX</li><li><strong>Category:</strong> Zone Dampers</li></ul>",Resideo,Zone Dampers,"Resideo, Zone Dampers, map-import-2609",Draft,FALSE,"TrueZONE parallel blade zone damper, 14 in x 24 in.",MERGE,HONE-ZD14X24TZ/U,348.49,085267922548,11.2,lb,shopify,deny,TRUE,TRUE,MX
resideo-zd14x26tz-u-truezone-parallel-blade-zone-damper-14-in-x-26-in,NEW,"Resideo ZD14X26TZ/U TrueZONE Parallel Blade Zone Damper, 14 in x 26 in","<p>TrueZONE parallel blade zone damper, 14 in x 26 in.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> ZD14X26TZ/U</li><li><strong>Size:</strong> 14 in x 26 in</li><li><strong>Blade Type:</strong> Parallel blade</li><li><strong>System:</strong> TrueZONE</li><li><strong>UPC:</strong> 085267490429</li><li><strong>Country of Origin:</strong> MX</li><li><strong>Category:</strong> Zone Dampers</li></ul>",Resideo,Zone Dampers,"Resideo, Zone Dampers, map-import-2609",Draft,FALSE,"TrueZONE parallel blade zone damper, 14 in x 26 in.",MERGE,HONE-ZD14X26TZ/U,366.14,085267490429,12.1,lb,shopify,deny,TRUE,TRUE,MX
resideo-zd14x28tz-u-truezone-parallel-blade-zone-damper-14-in-x-28-in,NEW,"Resideo ZD14X28TZ/U TrueZONE Parallel Blade Zone Damper, 14 in x 28 in","<p>TrueZONE parallel blade zone damper, 14 in x 28 in.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> ZD14X28TZ/U</li><li><strong>Size:</strong> 14 in x 28 in</li><li><strong>Blade Type:</strong> Parallel blade</li><li><strong>System:</strong> TrueZONE</li><li><strong>UPC:</strong> 085267526432</li><li><strong>Country of Origin:</strong> MX</li><li><strong>Category:</strong> Zone Dampers</li></ul>",Resideo,Zone Dampers,"Resideo, Zone Dampers, map-import-2609",Draft,FALSE,"TrueZONE parallel blade zone damper, 14 in x 28 in.",MERGE,HONE-ZD14X28TZ/U,377.80,085267526432,12.1,lb,shopify,deny,TRUE,TRUE,MX
resideo-zd14x6tz-u-truezone-parallel-blade-zone-damper-14-in-x-6-in,NEW,"Resideo ZD14X6TZ/U TrueZONE Parallel Blade Zone Damper, 14 in x 6 in","<p>TrueZONE parallel blade zone damper, 14 in x 6 in.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> ZD14X6TZ/U</li><li><strong>Size:</strong> 14 in x 6 in</li><li><strong>Blade Type:</strong> Parallel blade</li><li><strong>System:</strong> TrueZONE</li><li><strong>UPC:</strong> 085267665612</li><li><strong>Country of Origin:</strong> MX</li><li><strong>Category:</strong> Zone Dampers</li></ul>",Resideo,Zone Dampers,"Resideo, Zone Dampers, map-import-2609",Draft,FALSE,"TrueZONE parallel blade zone damper, 14 in x 6 in.",MERGE,HONE-ZD14X6TZ/U,267.97,085267665612,5.0,lb,shopify,deny,TRUE,TRUE,MX
resideo-zd14x8tz-u-truezone-parallel-blade-zone-damper-14-in-x-8-in,NEW,"Resideo ZD14X8TZ/U TrueZONE Parallel Blade Zone Damper, 14 in x 8 in","<p>TrueZONE parallel blade zone damper, 14 in x 8 in.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> ZD14X8TZ/U</li><li><strong>Size:</strong> 14 in x 8 in</li><li><strong>Blade Type:</strong> Parallel blade</li><li><strong>System:</strong> TrueZONE</li><li><strong>UPC:</strong> 085267742740</li><li><strong>Country of Origin:</strong> MX</li><li><strong>Category:</strong> Zone Dampers</li></ul>",Resideo,Zone Dampers,"Resideo, Zone Dampers, map-import-2609",Draft,FALSE,"TrueZONE parallel blade zone damper, 14 in x 8 in.",MERGE,HONE-ZD14X8TZ/U,227.14,085267742740,5.4,lb,shopify,deny,TRUE,TRUE,MX
resideo-zd16x10tz-u-truezone-parallel-blade-zone-damper-16-in-x-10-in,NEW,"Resideo ZD16X10TZ/U TrueZONE Parallel Blade Zone Damper, 16 in x 10 in","<p>TrueZONE parallel blade zone damper, 16 in x 10 in.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> ZD16X10TZ/U</li><li><strong>Size:</strong> 16 in x 10 in</li><li><strong>Blade Type:</strong> Parallel blade</li><li><strong>System:</strong> TrueZONE</li><li><strong>UPC:</strong> 085267836036</li><li><strong>Country of Origin:</strong> MX</li><li><strong>Category:</strong> Zone Dampers</li></ul>",Resideo,Zone Dampers,"Resideo, Zone Dampers, map-import-2609",Draft,FALSE,"TrueZONE parallel blade zone damper, 16 in x 10 in.",MERGE,HONE-ZD16X10TZ/U,260.01,085267836036,6.4,lb,shopify,deny,TRUE,TRUE,MX
resideo-zd16x14tz-u-truezone-parallel-blade-zone-damper-16-in-x-14-in,NEW,"Resideo ZD16X14TZ/U TrueZONE Parallel Blade Zone Damper, 16 in x 14 in","<p>TrueZONE parallel blade zone damper, 16 in x 14 in.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> ZD16X14TZ/U</li><li><strong>Size:</strong> 16 in x 14 in</li><li><strong>Blade Type:</strong> Parallel blade</li><li><strong>System:</strong> TrueZONE</li><li><strong>UPC:</strong> 085267138031</li><li><strong>Country of Origin:</strong> MX</li><li><strong>Category:</strong> Zone Dampers</li></ul>",Resideo,Zone Dampers,"Resideo, Zone Dampers, map-import-2609",Draft,FALSE,"TrueZONE parallel blade zone damper, 16 in x 14 in.",MERGE,HONE-ZD16X14TZ/U,303.31,085267138031,7.7,lb,shopify,deny,TRUE,TRUE,MX
resideo-zd16x16tz-u-truezone-parallel-blade-zone-damper-16-in-x-16-in,NEW,"Resideo ZD16X16TZ/U TrueZONE Parallel Blade Zone Damper, 16 in x 16 in","<p>TrueZONE parallel blade zone damper, 16 in x 16 in.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> ZD16X16TZ/U</li><li><strong>Size:</strong> 16 in x 16 in</li><li><strong>Blade Type:</strong> Parallel blade</li><li><strong>System:</strong> TrueZONE</li><li><strong>UPC:</strong> 085267385534</li><li><strong>Country of Origin:</strong> MX</li><li><strong>Category:</strong> Zone Dampers</li></ul>",Resideo,Zone Dampers,"Resideo, Zone Dampers, map-import-2609",Draft,FALSE,"TrueZONE parallel blade zone damper, 16 in x 16 in.",MERGE,HONE-ZD16X16TZ/U,288.01,085267385534,8.8,lb,shopify,deny,TRUE,TRUE,MX
resideo-zd16x18tz-u-truezone-parallel-blade-zone-damper-16-in-x-18-in,NEW,"Resideo ZD16X18TZ/U TrueZONE Parallel Blade Zone Damper, 16 in x 18 in","<p>TrueZONE parallel blade zone damper, 16 in x 18 in.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> ZD16X18TZ/U</li><li><strong>Size:</strong> 16 in x 18 in</li><li><strong>Blade Type:</strong> Parallel blade</li><li><strong>System:</strong> TrueZONE</li><li><strong>UPC:</strong> 085267446068</li><li><strong>Country of Origin:</strong> MX</li><li><strong>Category:</strong> Zone Dampers</li></ul>",Resideo,Zone Dampers,"Resideo, Zone Dampers, map-import-2609",Draft,FALSE,"TrueZONE parallel blade zone damper, 16 in x 18 in.",MERGE,HONE-ZD16X18TZ/U,332.77,085267446068,9.2,lb,shopify,deny,TRUE,TRUE,MX
resideo-zd16x20tz-u-truezone-parallel-blade-zone-damper-16-in-x-20-in,NEW,"Resideo ZD16X20TZ/U TrueZONE Parallel Blade Zone Damper, 16 in x 20 in","<p>TrueZONE parallel blade zone damper, 16 in x 20 in.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> ZD16X20TZ/U</li><li><strong>Size:</strong> 16 in x 20 in</li><li><strong>Blade Type:</strong> Parallel blade</li><li><strong>System:</strong> TrueZONE</li><li><strong>UPC:</strong> 085267876087</li><li><strong>Country of Origin:</strong> MX</li><li><strong>Category:</strong> Zone Dampers</li></ul>",Resideo,Zone Dampers,"Resideo, Zone Dampers, map-import-2609",Draft,FALSE,"TrueZONE parallel blade zone damper, 16 in x 20 in.",MERGE,HONE-ZD16X20TZ/U,335.37,085267876087,10.7,lb,shopify,deny,TRUE,TRUE,MX
resideo-zd16x22tz-u-truezone-parallel-blade-zone-damper-16-in-x-22-in,NEW,"Resideo ZD16X22TZ/U TrueZONE Parallel Blade Zone Damper, 16 in x 22 in","<p>TrueZONE parallel blade zone damper, 16 in x 22 in.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> ZD16X22TZ/U</li><li><strong>Size:</strong> 16 in x 22 in</li><li><strong>Blade Type:</strong> Parallel blade</li><li><strong>System:</strong> TrueZONE</li><li><strong>UPC:</strong> 085267803038</li><li><strong>Country of Origin:</strong> MX</li><li><strong>Category:</strong> Zone Dampers</li></ul>",Resideo,Zone Dampers,"Resideo, Zone Dampers, map-import-2609",Draft,FALSE,"TrueZONE parallel blade zone damper, 16 in x 22 in.",MERGE,HONE-ZD16X22TZ/U,351.16,085267803038,11.3,lb,shopify,deny,TRUE,TRUE,MX
resideo-zd16x24tz-u-truezone-parallel-blade-zone-damper-16-in-x-24-in,NEW,"Resideo ZD16X24TZ/U TrueZONE Parallel Blade Zone Damper, 16 in x 24 in","<p>TrueZONE parallel blade zone damper, 16 in x 24 in.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> ZD16X24TZ/U</li><li><strong>Size:</strong> 16 in x 24 in</li><li><strong>Blade Type:</strong> Parallel blade</li><li><strong>System:</strong> TrueZONE</li><li><strong>UPC:</strong> 085267344753</li><li><strong>Country of Origin:</strong> MX</li><li><strong>Category:</strong> Zone Dampers</li></ul>",Resideo,Zone Dampers,"Resideo, Zone Dampers, map-import-2609",Draft,FALSE,"TrueZONE parallel blade zone damper, 16 in x 24 in.",MERGE,HONE-ZD16X24TZ/U,364.54,085267344753,11.9,lb,shopify,deny,TRUE,TRUE,MX
resideo-zd16x26tz-u-truezone-parallel-blade-zone-damper-16-in-x-26-in,NEW,"Resideo ZD16X26TZ/U TrueZONE Parallel Blade Zone Damper, 16 in x 26 in","<p>TrueZONE parallel blade zone damper, 16 in x 26 in.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> ZD16X26TZ/U</li><li><strong>Size:</strong> 16 in x 26 in</li><li><strong>Blade Type:</strong> Parallel blade</li><li><strong>System:</strong> TrueZONE</li><li><strong>UPC:</strong> 085267720564</li><li><strong>Country of Origin:</strong> MX</li><li><strong>Category:</strong> Zone Dampers</li></ul>",Resideo,Zone Dampers,"Resideo, Zone Dampers, map-import-2609",Draft,FALSE,"TrueZONE parallel blade zone damper, 16 in x 26 in.",MERGE,HONE-ZD16X26TZ/U,385.69,085267720564,13.5,lb,shopify,deny,TRUE,TRUE,MX
resideo-zd16x6tz-u-truezone-parallel-blade-zone-damper-16-in-x-6-in,NEW,"Resideo ZD16X6TZ/U TrueZONE Parallel Blade Zone Damper, 16 in x 6 in","<p>TrueZONE parallel blade zone damper, 16 in x 6 in.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> ZD16X6TZ/U</li><li><strong>Size:</strong> 16 in x 6 in</li><li><strong>Blade Type:</strong> Parallel blade</li><li><strong>System:</strong> TrueZONE</li><li><strong>UPC:</strong> 085267780223</li><li><strong>Country of Origin:</strong> MX</li><li><strong>Category:</strong> Zone Dampers</li></ul>",Resideo,Zone Dampers,"Resideo, Zone Dampers, map-import-2609",Draft,FALSE,"TrueZONE parallel blade zone damper, 16 in x 6 in.",MERGE,HONE-ZD16X6TZ/U,267.31,085267780223,5.2,lb,shopify,deny,TRUE,TRUE,MX
resideo-zd18x12tz-u-truezone-parallel-blade-zone-damper-18-in-x-12-in,NEW,"Resideo ZD18X12TZ/U TrueZONE Parallel Blade Zone Damper, 18 in x 12 in","<p>TrueZONE parallel blade zone damper, 18 in x 12 in.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> ZD18X12TZ/U</li><li><strong>Size:</strong> 18 in x 12 in</li><li><strong>Blade Type:</strong> Parallel blade</li><li><strong>System:</strong> TrueZONE</li><li><strong>UPC:</strong> 085267666978</li><li><strong>Country of Origin:</strong> MX</li><li><strong>Category:</strong> Zone Dampers</li></ul>",Resideo,Zone Dampers,"Resideo, Zone Dampers, map-import-2609",Draft,FALSE,"TrueZONE parallel blade zone damper, 18 in x 12 in.",MERGE,HONE-ZD18X12TZ/U,275.03,085267666978,7.7,lb,shopify,deny,TRUE,TRUE,MX
resideo-zd18x14tz-u-truezone-parallel-blade-zone-damper-18-in-x-14-in,NEW,"Resideo ZD18X14TZ/U TrueZONE Parallel Blade Zone Damper, 18 in x 14 in","<p>TrueZONE parallel blade zone damper, 18 in x 14 in.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> ZD18X14TZ/U</li><li><strong>Size:</strong> 18 in x 14 in</li><li><strong>Blade Type:</strong> Parallel blade</li><li><strong>System:</strong> TrueZONE</li><li><strong>UPC:</strong> 085267941518</li><li><strong>Country of Origin:</strong> MX</li><li><strong>Category:</strong> Zone Dampers</li></ul>",Resideo,Zone Dampers,"Resideo, Zone Dampers, map-import-2609",Draft,FALSE,"TrueZONE parallel blade zone damper, 18 in x 14 in.",MERGE,HONE-ZD18X14TZ/U,316.90,085267941518,8.3,lb,shopify,deny,TRUE,TRUE,MX
resideo-zd18x16tz-u-truezone-parallel-blade-zone-damper-18-in-x-16-in,NEW,"Resideo ZD18X16TZ/U TrueZONE Parallel Blade Zone Damper, 18 in x 16 in","<p>TrueZONE parallel blade zone damper, 18 in x 16 in.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> ZD18X16TZ/U</li><li><strong>Size:</strong> 18 in x 16 in</li><li><strong>Blade Type:</strong> Parallel blade</li><li><strong>System:</strong> TrueZONE</li><li><strong>UPC:</strong> 085267636032</li><li><strong>Country of Origin:</strong> MX</li><li><strong>Category:</strong> Zone Dampers</li></ul>",Resideo,Zone Dampers,"Resideo, Zone Dampers, map-import-2609",Draft,FALSE,"TrueZONE parallel blade zone damper, 18 in x 16 in.",MERGE,HONE-ZD18X16TZ/U,332.77,085267636032,9.2,lb,shopify,deny,TRUE,TRUE,MX
resideo-zd18x18tz-u-truezone-parallel-blade-zone-damper-18-in-x-18-in,NEW,"Resideo ZD18X18TZ/U TrueZONE Parallel Blade Zone Damper, 18 in x 18 in","<p>TrueZONE parallel blade zone damper, 18 in x 18 in.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> ZD18X18TZ/U</li><li><strong>Size:</strong> 18 in x 18 in</li><li><strong>Blade Type:</strong> Parallel blade</li><li><strong>System:</strong> TrueZONE</li><li><strong>UPC:</strong> 085267526289</li><li><strong>Country of Origin:</strong> MX</li><li><strong>Category:</strong> Zone Dampers</li></ul>",Resideo,Zone Dampers,"Resideo, Zone Dampers, map-import-2609",Draft,FALSE,"TrueZONE parallel blade zone damper, 18 in x 18 in.",MERGE,HONE-ZD18X18TZ/U,363.20,085267526289,10.8,lb,shopify,deny,TRUE,TRUE,MX
resideo-zd18x20tz-u-truezone-parallel-blade-zone-damper-18-in-x-20-in,NEW,"Resideo ZD18X20TZ/U TrueZONE Parallel Blade Zone Damper, 18 in x 20 in","<p>TrueZONE parallel blade zone damper, 18 in x 20 in.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> ZD18X20TZ/U</li><li><strong>Size:</strong> 18 in x 20 in</li><li><strong>Blade Type:</strong> Parallel blade</li><li><strong>System:</strong> TrueZONE</li><li><strong>UPC:</strong> 085267651387</li><li><strong>Country of Origin:</strong> MX</li><li><strong>Category:</strong> Zone Dampers</li></ul>",Resideo,Zone Dampers,"Resideo, Zone Dampers, map-import-2609",Draft,FALSE,"TrueZONE parallel blade zone damper, 18 in x 20 in.",MERGE,HONE-ZD18X20TZ/U,382.86,085267651387,11.1,lb,shopify,deny,TRUE,TRUE,MX
resideo-zd18x22tz-u-truezone-parallel-blade-zone-damper-18-in-x-22-in,NEW,"Resideo ZD18X22TZ/U TrueZONE Parallel Blade Zone Damper, 18 in x 22 in","<p>TrueZONE parallel blade zone damper, 18 in x 22 in.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> ZD18X22TZ/U</li><li><strong>Size:</strong> 18 in x 22 in</li><li><strong>Blade Type:</strong> Parallel blade</li><li><strong>System:</strong> TrueZONE</li><li><strong>UPC:</strong> 085267743945</li><li><strong>Country of Origin:</strong> MX</li><li><strong>Category:</strong> Zone Dampers</li></ul>",Resideo,Zone Dampers,"Resideo, Zone Dampers, map-import-2609",Draft,FALSE,"TrueZONE parallel blade zone damper, 18 in x 22 in.",MERGE,HONE-ZD18X22TZ/U,383.83,085267743945,11.9,lb,shopify,deny,TRUE,TRUE,MX
resideo-zd18x24tz-u-truezone-parallel-blade-zone-damper-18-in-x-24-in,NEW,"Resideo ZD18X24TZ/U TrueZONE Parallel Blade Zone Damper, 18 in x 24 in","<p>TrueZONE parallel blade zone damper, 18 in x 24 in.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> ZD18X24TZ/U</li><li><strong>Size:</strong> 18 in x 24 in</li><li><strong>Blade Type:</strong> Parallel blade</li><li><strong>System:</strong> TrueZONE</li><li><strong>UPC:</strong> 085267774468</li><li><strong>Country of Origin:</strong> MX</li><li><strong>Category:</strong> Zone Dampers</li></ul>",Resideo,Zone Dampers,"Resideo, Zone Dampers, map-import-2609",Draft,FALSE,"TrueZONE parallel blade zone damper, 18 in x 24 in.",MERGE,HONE-ZD18X24TZ/U,401.46,085267774468,12.5,lb,shopify,deny,TRUE,TRUE,MX
resideo-zd18x26tz-u-truezone-parallel-blade-zone-damper-18-in-x-26-in,NEW,"Resideo ZD18X26TZ/U TrueZONE Parallel Blade Zone Damper, 18 in x 26 in","<p>TrueZONE parallel blade zone damper, 18 in x 26 in.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> ZD18X26TZ/U</li><li><strong>Size:</strong> 18 in x 26 in</li><li><strong>Blade Type:</strong> Parallel blade</li><li><strong>System:</strong> TrueZONE</li><li><strong>UPC:</strong> 085267769877</li><li><strong>Country of Origin:</strong> MX</li><li><strong>Category:</strong> Zone Dampers</li></ul>",Resideo,Zone Dampers,"Resideo, Zone Dampers, map-import-2609",Draft,FALSE,"TrueZONE parallel blade zone damper, 18 in x 26 in.",MERGE,HONE-ZD18X26TZ/U,415.10,085267769877,13.1,lb,shopify,deny,TRUE,TRUE,MX
resideo-zd18x6tz-u-truezone-parallel-blade-zone-damper-18-in-x-6-in,NEW,"Resideo ZD18X6TZ/U TrueZONE Parallel Blade Zone Damper, 18 in x 6 in","<p>TrueZONE parallel blade zone damper, 18 in x 6 in.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> ZD18X6TZ/U</li><li><strong>Size:</strong> 18 in x 6 in</li><li><strong>Blade Type:</strong> Parallel blade</li><li><strong>System:</strong> TrueZONE</li><li><strong>UPC:</strong> 085267809894</li><li><strong>Country of Origin:</strong> MX</li><li><strong>Category:</strong> Zone Dampers</li></ul>",Resideo,Zone Dampers,"Resideo, Zone Dampers, map-import-2609",Draft,FALSE,"TrueZONE parallel blade zone damper, 18 in x 6 in.",MERGE,HONE-ZD18X6TZ/U,272.17,085267809894,5.5,lb,shopify,deny,TRUE,TRUE,MX
