sku,vendor,ptype,price,lb,usd_lb,teto_lb,handle,variant_id,product_id
HGRO-15739001,Hansgrohe,Pressure Balance Valve Trims,270.9,1.0,270.9,9.13,hansgrohe-ecostat-s-pressure-balance-trim-in-chrome,44350759239783,7715454910567
FLOS-FS3/4NPT,FloodStop,Leak Detection Valves,270.47,0.6,450.8,9.11,floodstop-water-heater-kit-with-3-4-npt-mip-x-fip-valve,44350697668711,7715413426279
DELT-72050-AR,Delta,Air Switches,269.91,1.0,269.9,9.1,delta-air-switch-with-dual-outlet-arctic-stainless,44350546509927,7715361587303
DELT-T14059-BL,Delta,Pressure Balance Valve Trims,269.91,1.0,269.9,9.1,delta-trinsic-monitor-14-series-valve-only-trim-matte-black,44350574526567,7715372466279
BRIZ-HL5334-PC-NM,Brizo,Bathroom Sink Accessories,268.69,0.52,516.7,9.05,brizo-litze-widespread-lavatory-industrial-lever-handle-kit-chrome,44350371168359,7715262562407
HONE-VWS02Y-1/2,Resideo,Leak Detection Valves,268.56,0.6,447.6,9.05,l5-wifi-actuator-with-1-2-in-npt-ball-valve,44351336874087,7715750871143
MOEN-T2139EPBN,Moen,Tub-Shower Trim Sets,267.78,1.0,267.8,9.02,moen-eva-brushed-nickel-posi-temp-r-tub-shower,44350985896039,7715584442471
MOEN-T2253EPBN,Moen,Tub-Shower Trim Sets,267.78,1.0,267.8,9.02,moen-brantford-posi-temp-rainshower-single-handle-tub-and-shower-faucet-trim-kit-in-brushed-nickel-valve-sold-separately,44350987337831,7715585687655
DIVE-675-P721UT,DiversiTech,Non-Programmable Thermostats,266.59,0.5,533.2,8.98,thermostat-7-day-deluxe-universal-2-h-1c-programmable-non-programmable-touchscreen,44350648746087,7715396681831
MOEN-2551,Moen,Shower and Tub-Shower Valves,266.22,0.9,295.8,8.97,moen-m-pact-posi-temp-r-with-diverter-1-2-cc-ips-connection-includes-pressure-balancing,44350970003559,7715574480999
SIOU-834-3DNR,Sioux Chief,Cleanouts,265.61,0.38,699.0,8.95,3-no-hub-finishline-complete-cleanout-w-round-grate-nickle-bronze-finish-cast-iron-body,44351401558119,7715785834599
SIOU-834-63DNR,Sioux Chief,Cleanouts,265.61,0.38,699.0,8.95,3-push-joint-finishline-complete-cleanout-with-round-grate-nickel-bronze-finish-cast-iron-body,44351401885799,7715786162279
HONE-TH6320R1004/U,Resideo,Programmable Thermostats,265.59,0.81,327.9,8.95,focuspro-6000-5-1-1-programmable-wireless-thermostat,44351327338599,7715745726567
VEGA-98203,Viega,Viega PureFlow Press Fittings,262.74,0.17,1545.5,8.85,2-pex-ball-valve-press-pureflow-press-brass,44353484947559,7716832084071
MOEN-UT2843EP,Moen,Tub-Shower Trim Sets,262.65,1.0,262.6,8.85,moen-glyde-m-core-2-series-eco-performance-1-handle-tub-and-shower-trim-kit-in-chrome-valve-sold-separately,44350994612327,7715592011879
MILW-2366-20,Milwaukee Tools,Flood Lights,261.72,0.73,358.5,8.82,m18-rover-dual-power-flood-light,44350913380455,7715534438503
GVLF-479-075-E-316,Tyler Pipe Company,Press Fittings - Stainless Steel,261.58,0.5,523.2,8.82,3-4-female-adapter-316-stainless-steel-press,44353404108903,7716759371879
SIOU-865-N3,Sioux Chief,Trench Drains,261.33,0.96,272.2,8.81,fast-track-channel-covers-neutral-3,44351404114023,7715787407463
SIOU-865-S1,Sioux Chief,Trench Drains,261.33,0.96,272.2,8.81,fast-track-channel-covers-sloped-1,44351404179559,7715787472999
SIOU-865-S3,Sioux Chief,Trench Drains,261.33,0.96,272.2,8.81,fast-track-channel-covers-sloped-3,44351404245095,7715787538535
HGRO-94282000,Hansgrohe,Bath & Kitchen Miscellaneous Accessories,261.0,0.51,511.8,8.8,hansgrohe-thermostatic-cartridge-mtc,44350773100647,7715459563623
VEGA-28770,Viega,Press Fittings - Gas,260.48,0.95,274.2,8.78,2-1-2-x-2-1-2-p-p-coupling-megapress-g,44353452474471,7716800626791
MOUN-MT30-18/BRN,Mountain Plumbing Products,Shower Arms,260.33,1.0,260.3,8.77,round-ceiling-drop-18-brushed-nickel,44350997758055,7715594469479
LEGE-301-120NL,Legend Valve,Dielectric Fittings,260.2,0.6,433.7,8.77,3-fip-x-sweat-flanged-union-no-lead-forged-brass-forged-steel-large-diameter-dielectric-union,44350872780903,7715508355175
TURB-R-LP,TurboTorch,Torches & Gas,260.2,0.55,473.1,8.77,r-series-lp-regulator-for-precise-gas-control-for-use-with-mapp-pro-propane-propylene-gas,44353400635495,7716755964007
GROH-47.050000,Grohe,Faucet & Tap Parts & Accessories,260.1,0.52,500.2,8.77,1-2-thermo-element-in-grohe-chrome,44350728994919,7715435216999
GROH-27.736000,Grohe,Hand Shower Heads,258.94,0.87,297.6,8.73,grohe-power-soul-130-hand-showers-accessories-starlight-chrome-4-spray-adjustable,44350724472935,7715431546983
MPEX-4822020,MrPEX Systems,F1960 Expansion Fittings,258.33,0.05,5166.6,8.71,2-pex-male-adapter-expansion-f1960-x-mip-brass-mpex-4822020,44351039242343,7715604824167
VEGA-28860,Viega,Press Fittings - Gas,257.08,0.95,270.6,8.66,2-1-2-cap-megapress-g,44353453195367,7716801282151
GVLF-70-250-EP-PNTD,Gruvlok,Gruvlok Fittings,256.03,0.52,492.4,8.63,2-1-2-slidelok-coupling-painted-gr-x-gr-epdm-green-red,44350736040039,7715441246311
MILW-0887-20,Milwaukee Tools,Blowers,255.72,0.73,350.3,8.62,m18-brushless-precision-blower,44350912233575,7715533324391
MILW-2954-20,Milwaukee Tools,Radios & Speakers,255.7,0.73,350.3,8.62,m18-bluetooth-jobsite-speaker,44350916067431,7715537125479
PVCF-200-UNI/EDPM-SCH80,Charlotte Pipe,PVC SCH 80 Fittings,255.3,0.52,491.0,8.6,2-pvc-sch80-union-with-epdm-o-ring-socket-x-socket,44350469406823,7715333701735
GVLF-7050-150-PNTD,Gruvlok,Gruvlok Fittings,255.17,1.08,236.3,8.6,1-1-2-90-elbow-painted-gr-x-gr,44350739873895,7715444228199
GVLF-7051-150-PNTD,Gruvlok,Gruvlok Fittings,255.17,0.84,303.8,8.6,1-1-2-45-elbow-painted-gr-x-gr,44350741250151,7715444949095
GVLF-467-050-E-316,Tyler Pipe Company,Press Fittings - Stainless Steel,254.53,0.5,509.1,8.58,1-2-90-elbow-street-316-stainless-steel-press,44353401454695,7716756783207
GVLF-468-050-E-316,Tyler Pipe Company,Press Fittings - Stainless Steel,254.53,0.34,748.6,8.58,1-2-90-elbow-316-stainless-steel-press,44353401618535,7716756947047
DELT-T14237-CZ,Delta,Shower Trim Sets,254.46,1.0,254.5,8.58,delta-velum-monitor-14-series-shower-trim-champagne-bronze,44350578032743,7715373219943
MOEN-UT2181BL,Moen,Tub-Shower Trim Sets,254.38,1.0,254.4,8.57,moen-dartmoor-matte-black-m-core-2-series-valve-only,44350994284647,7715591749735
RHEE-SP20166B,Rheem Manufacturing,Gas Valves & Controls,254.0,0.75,338.7,8.56,natural-gas-control-thermostat-for-gas-water-heater-rhee-sp20166b,44351356698727,7715761029223
MOUN-MT957/PN,Mountain Plumbing Products,Air Switches,253.5,1.0,253.5,8.54,round-deluxe-flush-waste-disposer-air-switch-with-freedom-mount-polished-nickel,44350999625831,7715596075111
CPPF-250-FA,Mueller Streamline,Press Fittings - Copper (CTS),252.85,1.25,202.3,8.52,2-1-2-copper-press-fittings-female-adapter-p-x-fpt,44351136202855,7715652436071
MOUN-MT200EV/SG,Mountain Plumbing Products,Flanges & Stoppers,252.52,1.0,252.5,8.51,classic-complete-stopper-strainer-unit-waste-disposer-trim-satin-gold,44350997299303,7715594207335
SNDN-FG2-6L,Sanco,Miscellaneous Parts,252.42,0.4,631.0,8.51,6-long-self-regulating-pipe-freeze-protection-heat-trace-tape,44351363842151,7715765649511
BLAN-240328,Blanco,Flanges & Stoppers,252.0,0.38,663.2,8.49,color-coordinated-metal-waste-flange-white,44350339743847,7715248734311
BLAN-240332,Blanco,Flanges & Stoppers,252.0,0.5,504.0,8.49,color-coordinated-metal-waste-flange-truffle,44350339776615,7715248767079
BLAN-240334,Blanco,Flanges & Stoppers,252.0,0.38,663.2,8.49,color-coordinated-metal-waste-flange-cinder,44350339809383,7715248799847
BLAN-240339,Blanco,Flanges & Stoppers,252.0,0.38,663.2,8.49,color-coordinated-metal-waste-flange-coal-black,44350339842151,7715248832615
NAVA-NMV1,NAVAC,Refrigeration Tools,250.69,1.1,227.9,8.45,micron-vacuum-gauge,44351182307431,7715666853991
DIAB-DSF3625,Diablo,Selfeed & Switchblade,250.68,0.48,522.2,8.45,3-5-8-speedemon-2-cutter-self-feed-bit,44350637047911,7715391930471
GROH-32.641000,Grohe,Wall-Mount Faucet Valves,250.59,0.9,278.4,8.44,2-hole-wall-mount-faucet-rough-in-valve,44350726406247,7715433218151
MOEN-UT2132NHBN,Moen,Shower Trim Sets,250.09,1.0,250.1,8.43,moen-eva-m-core-2-series-1-handle-shower-trim-kit-in-brushed-nickel-valve-sold-separately,44350994219111,7715591684199
GVLF-470-075-E-316,Tyler Pipe Company,Press Fittings - Stainless Steel,249.93,0.34,735.1,8.42,3-4-45-elbow-street-316-stainless-steel-press,44353401946215,7716757274727
GVLF-471-075-E-316,Tyler Pipe Company,Press Fittings - Stainless Steel,249.93,0.5,499.9,8.42,3-4-45-elbow-316-stainless-steel-press,44353402077287,7716757405799
GROH-28.5402430,Grohe,Shower Arms,249.84,1.0,249.8,8.42,15-shower-arm-in-matte-black,44350724833383,7715431841895
WEBS-H-81415HVKIT,Webstone,Pump Flanges & Accessories,249.44,0.88,283.5,8.41,1-1-4-press-rotating-isolationg-flange-pair-one-with-hose-drain-for-high-velocity-pumps,44353492910183,7716839424103
MOEN-T2183ORB,Moen,Tub-Shower Trim Sets,249.28,1.0,249.3,8.4,moen-dartmoor-posi-temp-single-handle-wall-mount-faucet-trim-kit-in-oil-rubbed-bronze-valve-sold-separately,44350986322023,7715584835687
BRIZ-HL75P65-NK,Brizo,Tub & Shower Repair Parts,248.94,0.52,478.7,8.39,brizo-beauclere-pressure-balance-valve-with-integrated-diverter-trim-lever-handle-kit-luxe-nickel,44350371332199,7715262726247
DELT-50102-CZ,Delta,Body Sprays,248.67,1.0,248.7,8.38,delta-surface-mount-body-spray-champagne-bronze,44350533206119,7715357950055
VEGA-20817,Viega,Press Fittings - Copper (CTS),248.16,1.01,245.7,8.36,3-x-1-1-4-ftg-cts-p-fitting-reducer-propress,44353443692647,7716792172647
VEGA-28800,Viega,Press Fittings - Gas,248.1,0.95,261.2,8.36,2-1-2-x-1-ftg-ips-p-coupling-street-reducer-megapress-g,44353452638311,7716800790631
VEGA-28805,Viega,Press Fittings - Gas,248.1,0.95,261.2,8.36,2-1-2-x-1-1-4-ftg-ips-p-coupling-street-reducer-megapress-g,44353452671079,7716800823399
DELT-T14432-BL,Delta,Tub-Shower Trim Sets,247.37,1.0,247.4,8.34,delta-woodhurst-tub-shower-trim-matte-black,44350581473383,7715374334055
BURN-110582-01,US Boiler,US Boiler Parts,247.32,1.0,247.3,8.33,3-way-valve-actuator-136-200-mbh-combi-alta-phtm-ii-ghe-ii,44353435566183,7716785619047
PVCF-400-CPL-SCH80,Charlotte Pipe,PVC SCH 80 Fittings,247.2,0.52,475.4,8.33,4-pvc-sch80-coupling-socket-x-socket,44350472945767,7715337142375
HONE-S8910U3000/U,Resideo,Gas Ignition Components,246.8,0.2,1234.0,8.32,universal-hot-surface-ignition-module,44351323930727,7715743334503
PVCF-300-VS/FLG-SCH80,Charlotte Pipe,PVC SCH 80 Fittings,245.1,0.52,471.3,8.26,3-pvc-sch80-van-stone-flange-socket,44350472159335,7715336454247
CALE-Z55P,Caleffi North America,2-Way Zone Valve,244.17,0.5,488.3,8.23,z-one-2-way-nc-terminal-block-w-ms-24v-3-4-union-press-7-5cv,44350383882343,7715273801831
VEGA-28810,Viega,Press Fittings - Gas,244.03,0.95,256.9,8.22,2-1-2-x-1-1-2-ftg-ips-p-coupling-street-reducer-megapress-g,44353452703847,7716800856167
GROH-13.275EN1,Grohe,Tub Spouts,243.94,0.6,406.6,8.22,diverter-tub-spout-in-grohe-brushed-nickel,44350720344167,7715428335719
BLAN-240324,Blanco,Basket Strainers,243.0,0.38,639.5,8.19,color-coordinated-metal-basket-strainer-cinder,44350339612775,7715248636007
BLAN-240327,Blanco,Basket Strainers,243.0,0.38,639.5,8.19,color-coordinated-metal-basket-strainer-coal-black,44350339711079,7715248701543
VEGA-28815,Viega,Press Fittings - Gas,241.67,0.95,254.4,8.14,2-1-2-x-2-ftg-ips-p-coupling-street-reducer-megapress-g,44353452736615,7716800888935
GVLF-476-100-E-316,Tyler Pipe Company,Press Fittings - Stainless Steel,241.45,0.5,482.9,8.14,1-male-adapter-316-stainless-steel-press,44353403060327,7716758388839
HONE-VC7936ZZ11-529/U,Resideo,Zone Valve Replacement Heads,241.0,0.6,401.7,8.12,actuator-with-with-power-failure-reposition-2-to-10-vdc,44351331795047,7715748479079
RHEE-RTG20213A,Rheem Manufacturing,Tankless Repair Parts,240.21,0.5,480.4,8.1,mic-6-controller-kit-for-tankless-water-heater,44351352537191,7715759063143
AMST-0356.915.020,American Standard,Wall-Mount Sinks,238.84,1.0,238.8,8.05,lucerne-wall-hung-sink-less-overflow-with-8-inch-widespread-white,44350231838823,7715205546087
WEBS-H-81407WHV,Webstone,Pump Flanges & Accessories,238.83,0.88,271.4,8.05,2-press-rotating-isolation-flange-for-high-velocity-pumps-lf,44353492648039,7716839161959
STIE-203798,Stiebel Eltron,Water Heater Connectors,238.5,0.52,458.7,8.04,rbs-sbc-integral-pipe-assembly,44353372520551,7716728864871
AMAC-100-74758-11,A.Y. McDonald Industries,Water Service Fittings,238.16,1.0,238.2,8.03,1-straight-ranger-coupling,44350225383527,7715201744999
GERB-HE-27-750,Gerber,Urinals,238.12,1.0,238.1,8.02,clinton-0-125-0-5-1-0gpf-urinal-washout-top-spud-space-saver-white,44350718640231,7715426828391
MILW-48-11-2460,Milwaukee Tools,M12 Batteries,237.65,0.85,279.6,8.01,m12-redlithium-xc6-0-battery,44350920228967,7715541254247
MOEN-T3290,Moen,Pressure Balance Valve Trims,237.38,1.0,237.4,8.0,moen-align-2-handle-moentrol-transfer-valve-trim-kit-in-chrome-valve-not-included,44350989303911,7715587457127
COPF-DWV-200.150-DBLY-C,Mueller Streamline,Copper Sweat Fittings (DWV),237.13,0.6,395.2,7.99,2-x-2-x-1-1-2-x-1-1-2-copper-fittings-dwv-double-wye-c-x-c-x-c-x-c,44351109169255,7715643031655
SLOA-1107009,Sloan,Urinals,236.04,1.0,236.0,7.95,small-washdown-urinal-su7009a-heu-small-ur-fix-asm-ts-univ-white-vitreous-china,44351416762471,7715792388199
VEGA-20818,Viega,Press Fittings - Copper (CTS),235.84,1.16,203.3,7.95,3-x-1-1-2-ftg-cts-p-fitting-reducer-propress,44353443725415,7716792205415
DXVF-7381344-200.0080A,DXV,Toilet Repair Parts & Accessories,235.2,0.63,373.3,7.93,left-hand-trip-lever-in-polished-nickel,44350685741159,7715404578919
HONE-R8184G4066/U,Resideo,Oil Burner Controls,235.05,1.02,230.4,7.92,protectorelay-oil-burner-control-with-15-seconds-lock-out-timing,44351323242599,7715742646375
GROH-38.732SD0,Grohe,Toilet Repair Parts & Accessories,234.65,0.63,372.5,7.91,wall-plate-in-grohe-stainless-steel-brushed,44350727520359,7715434135655
COPF-DWV-200.150-CRS-C,Mueller Streamline,Copper Sweat Fittings (DWV),234.57,0.99,236.9,7.91,2-x-2-x-1-1-2-x-1-1-2-copper-fittings-dwv-cross-c-x-c-x-c-x-c,44351109136487,7715642998887
WATT-0121227,Watts,Hammer Arrestors,233.83,0.59,396.3,7.88,1-2-lead-free-water-hammer-arrestor-male-npt-connection,44353487798375,7716834869351
MOEN-6710,Moen,Faucet & Tap Parts & Accessories,233.64,0.52,449.3,7.87,moen-vichy-single-hole-single-handle-bathroom-faucet-with-drain-assembly-in-chrome,44350976458855,7715578380391
ASFC-R950SS,American Standard,Freestanding Tub Valves,233.61,0.9,259.6,7.87,flash-freestanding-bathtub-filler-rough-in-valve-with-screwdriver-stops,44350266474599,7715221536871
TACO-265-1,Taco Comfort Solutions,Pump Flanges & Accessories,232.94,0.88,264.7,7.85,timer-00-analog-timer-w-dust-cover,44353379696743,7716735189095
CHEM-600-90EL,Charlotte Pipe,ChemDrain Fittings,232.44,0.52,447.0,7.83,6-90-deg-elbow-hub-x-hub-cpvc-chemical-drainage-fitting,44350424678503,7715303882855
DIAB-DS0910CF10,Diablo,Sawzall & Hackzall Blades,231.87,0.35,662.5,7.81,9-10-tpi-steel-demon-carbide-teeth-reciprocating-saw-blades-for-medium-metal-10-pack,44350628823143,7715389833319
GVLF-479-050-E-316,Tyler Pipe Company,Press Fittings - Stainless Steel,231.39,0.5,462.8,7.8,1-2-female-adapter-316-stainless-steel-press,44353403912295,7716759240807
WILK-RK34-975XLC,Zurn Wilkins,Backflow Preventers,230.85,0.6,384.8,7.78,3-4-1-975xl-xl2-complete-repair-kit,44353502380135,7716848271463
NEWP-1-607U,Newport Brass,Volume Control Valves,229.98,0.9,255.5,7.75,newport-brass-hot-3-4-threaded,44351195742311,7715670589543
MILW-48-22-4254,Milwaukee Tools,Cutting Tools,229.16,0.4,572.9,7.72,3-1-2-quick-adjust-copper-tubing-cutter,44350923735143,7715544498279
TURB-A-14,TurboTorch,Torches & Gas,229.12,0.55,416.6,7.72,a-14-tip-swirl-air-acetylene,44353400569959,7716755898471
HGRO-27393671,Hansgrohe,Shower Arms,228.6,1.0,228.6,7.7,hansgrohe-raindance-e-extension-pipe-for-ceiling-mount-in-matte-black,44350764515431,7715456516199
HGRO-27393821,Hansgrohe,Shower Arms,228.6,1.0,228.6,7.7,hansgrohe-raindance-e-extension-pipe-for-ceiling-mount-in-brushed-nickel,44350764548199,7715456548967
AMAC-125-74753-11,A.Y. McDonald Industries,Water Service Fittings,228.15,1.0,228.2,7.69,1-1-4-ranger-male-adapter,44350226563175,7715202269287
GVLF-407-150-E-316,Tyler Pipe Company,Press Fittings - Stainless Steel,228.06,0.34,670.8,7.69,1-1-2-coupling-316-stainless-steel-press,44353401061479,7716756389991
DXVF-7381345-200.2950A,DXV,Faucet & Tap Parts & Accessories,227.85,0.1,2278.5,7.68,left-hand-trip-lever-in-brushed-nickel-dxvf-7381345-200-2950a,44350685773927,7715404611687
MPEX-4832020,MrPEX Systems,F1960 Expansion Fittings,227.52,0.05,4550.4,7.67,2-pex-female-adapter-expansion-f1960-x-fip-brass-mpex-4832020,44351039930471,7715605217383
MOEN-UT2842EP,Moen,Shower Trim Sets,227.01,1.0,227.0,7.65,moen-glyde-m-core-2-series-eco-performance-1-handle-shower-trim-kit-in-chrome-valve-sold-separately,44350994448487,7715591880807
GVLF-470-050-E-316,Tyler Pipe Company,Press Fittings - Stainless Steel,226.91,0.34,667.4,7.65,1-2-45-elbow-street-316-stainless-steel-press,44353401913447,7716757241959
GVLF-471-050-E-316,Tyler Pipe Company,Press Fittings - Stainless Steel,226.91,0.34,667.4,7.65,1-2-45-elbow-316-stainless-steel-press,44353402044519,7716757373031
DXVF-7381331-200.2950A,DXV,Toilet Repair Parts & Accessories,226.8,0.63,360.0,7.64,left-hand-trip-lever-in-brushed-nickel,44350685642855,7715404480615
MILW-2526-20,Milwaukee Tools,Oscillating Tools (M12),226.75,0.73,310.6,7.64,m12-fuel-oscillating-multi-tool,44350914101351,7715535159399
VEGA-79755,Viega,Press Fittings - Copper (CTS),226.69,0.8,283.4,7.64,2x2-p-mpt-union-propress,44353480228967,7716827365479
MOUN-MT749-3/MB,Mountain Plumbing Products,Decorative Drainage,226.2,1.0,226.2,7.62,tear-drop-pattern-lavatory-grid-drain-with-overflow-matte-black,44350999036007,7715595550823
MOUN-MT749/MB,Mountain Plumbing Products,Decorative Drainage,226.2,1.0,226.2,7.62,tear-drop-pattern-lavatory-grid-drain-without-overflow-matte-black,44350999199847,7715595681895
MOUN-MT749/ORB,Mountain Plumbing Products,Decorative Drainage,226.2,1.0,226.2,7.62,tear-drop-pattern-lavatory-grid-drain-without-overflow-oil-rubbed-bronze,44350999232615,7715595714663
COPF-100-UMA-LF,Mueller Streamline,Copper Sweat Fittings,225.92,0.83,272.2,7.61,1-copper-sweat-fittings-union-cxm-c-x-mpt,44351082889319,7715632578663
MOEN-U232CIS,Moen,Diverter Valves,225.87,0.9,251.0,7.61,moen-m-core-3-series-mixing-valve-with-2-or-3-function-integrated-transfer-valve-with-cc-ips-connections-and-stops,44350994022503,7715591520359
MOEN-U362CIS,Moen,Diverter Valves,225.87,0.9,251.0,7.61,moen-m-core-3-series-mixing-valve-with-3-or-6-function-integrated-transfer-valve-with-cc-ips-connections-and-stops,44350994120807,7715591585895
MOEN-U362XS,Moen,Diverter Valves,225.87,0.9,251.0,7.61,moen-m-core-3-series-mixing-valve-with-3-or-6-function-integrated-transfer-valve-with-crimp-ring-pex-connections-and-stops,44350994153575,7715591618663
MILW-2846-20,Milwaukee Tools,Portable Power,225.19,0.73,308.5,7.59,m18-top-off-175w-power-supply,44350915313767,7715536371815
PVCF-400-90EL-SCH80,Charlotte Pipe,PVC SCH 80 Fittings,224.62,0.52,432.0,7.57,4-pvc-sch80-90-elbow-socket-x-socket,44350472847463,7715337044071
MILW-48-11-1820,Milwaukee Tools,M18 Batteries,224.3,1.1,203.9,7.56,m18-redlithium-cp2-0-battery,44350919639143,7715540697191
GROH-08.35500M,Grohe,Stops,224.1,0.66,339.5,7.55,shut-off-valve-in-grohe-chrome,44350720016487,7715428040807
GVLF-408-100-E-316,Tyler Pipe Company,Press Fittings - Stainless Steel,223.44,0.34,657.2,7.53,1-coupling-repair-316-stainless-steel-press,44353401192551,7716756521063
MOUN-MT951/ORB,Mountain Plumbing Products,Air Switches,223.27,1.0,223.3,7.52,round-classic-waste-disposer-air-switch-with-direct-plug-in-oil-rubbed-bronze,44350999298151,7715595780199
MOUN-MT953/MB,Mountain Plumbing Products,Air Switches,223.27,1.0,223.3,7.52,round-classic-waste-disposer-air-switch-with-freedom-mount-matte-black,44350999494759,7715595944039
MOUN-MT953/ORB,Mountain Plumbing Products,Air Switches,223.27,1.0,223.3,7.52,round-classic-waste-disposer-air-switch-with-freedom-mount-oil-rubbed-bronze,44350999527527,7715595976807
MOUN-MT953/VB,Mountain Plumbing Products,Air Switches,223.27,1.0,223.3,7.52,round-classic-waste-disposer-air-switch-with-freedom-mount-venetian-bronze,44350999593063,7715596042343
AMST-0268.001.020,American Standard,Pedestal Sinks,223.03,1.0,223.0,7.52,ravenna-center-hole-only-pedestal-sink-top-white,44350231216231,7715205120103
DIAB-DS0908CF10,Diablo,Sawzall & Hackzall Blades,222.88,0.35,636.8,7.51,9-8tpi-steel-demon-carbide-teeth-reciprocating-saw-blades-for-thick-metal-10-pack,44350624792679,7715389145191
DELT-T14432-SS,Delta,Tub-Shower Trim Sets,222.63,1.0,222.6,7.5,delta-woodhurst-tub-shower-trim-stainless,44350581506151,7715374366823
TURB-TX-500,TurboTorch,Torches & Gas,222.39,0.55,404.3,7.49,tx500-torch-swirl-map-pro-lp-gas-self-lighting,44353400832103,7716756160615
GVLF-660-200,Gruvlok,Gruvlok Copper Fittings,222.21,0.6,370.4,7.49,2-cap-copper-gr,44350735745127,7715440984167
BURN-105892-01,US Boiler,US Boiler Parts,221.92,1.0,221.9,7.48,flow-switch-080-180-mbh-k2wt,44353434648679,7716784701543
PVCF-250-VS/FLG-SCH80,Charlotte Pipe,PVC SCH 80 Fittings,221.7,0.52,426.3,7.47,2-1-2-pvc-sch80-van-stone-flange-socket,44350470226023,7715334520935
HGRO-04880000,Hansgrohe,Diverter Valve Trims,221.4,1.0,221.4,7.46,hansgrohe-ecostat-diverter-trim-square-trio-quattro-in-chrome,44350758420583,7715454189671
GROH-35.117000,Grohe,Diverter Valves,220.98,0.9,245.5,7.45,grohsafe-3-0-pressure-balance-valve-with-integrated-diverter,44350727389287,7715434037351
LEGE-301-119NL,Legend Valve,Dielectric Fittings,220.75,0.6,367.9,7.44,2-1-2-fip-x-sweat-flanged-union-no-lead-forged-brass-forged-steel-large-diameter-dielectric-union,44350872748135,7715508322407
GVLF-70-200-EP-PNTD,Gruvlok,Gruvlok Fittings,220.73,0.52,424.5,7.44,2-slidelok-coupling-painted-gr-x-gr-epdm-green-red,44350735974503,7715441213543
PVCF-300.150-BSH-SCH80,Charlotte Pipe,PVC SCH 80 Fittings,220.5,0.52,424.0,7.43,3-x-1-1-2-pvc-sch80-bushing-spigot-x-socket,44350472388711,7715336618087
PVCF-300.200-BSH-SCH80,Charlotte Pipe,PVC SCH 80 Fittings,220.5,0.52,424.0,7.43,3-x-2-pvc-sch80-bushing-spigot-x-socket,44350472552551,7715336781927
PVCF-300.250-BSH-SCH80,Charlotte Pipe,PVC SCH 80 Fittings,220.5,0.52,424.0,7.43,3-x-2-1-2-pvc-sch80-bushing-spigot-x-socket,44350472749159,7715336945767
GVLF-7074-200-PNTD,Gruvlok,Gruvlok Fittings,219.74,0.5,439.5,7.41,2-end-cap-painted-gr,44350744526951,7715447341159
GVLF-7074-250-PNTD,Gruvlok,Gruvlok Fittings,219.74,0.72,305.2,7.41,2-1-2-end-cap-painted-gr,44350744559719,7715447373927
GVLF-7074-300-PNTD,Gruvlok,Gruvlok Fittings,219.74,1.09,201.6,7.41,3-end-cap-painted-gr,44350744592487,7715447406695
COPF-100-UFA-LF,Mueller Streamline,Copper Sweat Fittings,219.19,0.68,322.3,7.39,1-copper-sweat-fittings-union-cxf-c-x-fpt,44351082791015,7715632513127
HGRO-72410001,Hansgrohe,Tub Spouts,218.7,0.6,364.5,7.37,hansgrohe-talis-s-tub-spout-in-chrome,44350771626087,7715458482279
WHIT-394,J.C. Whitlam Manufacturing,Pliers,218.31,0.92,237.3,7.36,plumb-pro-soft-jaw-wonder-pliers,44350826971239,7715483189351
GROH-47.439000,Grohe,Shower and Tub-Shower Valves,217.8,0.9,242.0,7.34,1-2-thermostatic-compact-cartridge-in-grohe-chrome,44350729257063,7715435446375
PVCF-250-TEE-SCH80,Charlotte Pipe,PVC SCH 80 Fittings,217.35,0.52,418.0,7.32,2-1-2-pvc-sch80-tee-all-socket,44350470193255,7715334488167
AMST-0954.004EC.020,American Standard,Wall-Mount Sinks,217.22,1.0,217.2,7.32,murro-wall-hung-everclean-sink-with-4-inch-centerset-white,44350236033127,7715207512167
ASFC-RU520,American Standard,Diverter Valves,216.98,0.9,241.1,7.31,pressure-balance-valve-rough-in-with-integrated-diverter,44350266900583,7715221799015
MOEN-S116,Moen,Shower Arms,215.66,1.0,215.7,7.27,moen-16-in-pivoting-adjustable-shower-arm-in-chrome,44350982226023,7715583164519
VEGA-20813,Viega,Press Fittings - Copper (CTS),215.61,0.88,245.0,7.27,2-1-2-x-1-1-2-ftg-cts-p-fitting-reducer-propress,44353443561575,7716792041575
DELT-RP51918,Delta,Tub & Shower Repair Parts,214.92,0.52,413.3,7.24,delta-cartridge-3-setting-diverter,44350562730087,7715368501351
DELT-RP51919,Delta,Tub & Shower Repair Parts,214.92,0.33,651.3,7.24,delta-cartridge-6-setting-diverter,44350562762855,7715368534119
MOUN-MT3130/BRN,Mountain Plumbing Products,P-Trap,214.5,0.5,429.0,7.23,1-1-2-p-trap-traditional-style-with-high-box-flange-brushed-nickel,44350998282343,7715594895463
VEGA-20815,Viega,Press Fittings - Copper (CTS),214.32,0.74,289.6,7.22,2-1-2-x-1-1-4-ftg-cts-p-fitting-reducer-propress,44353443627111,7716792107111
MOEN-T2138EPBN,Moen,Shower Trim Sets,214.2,1.0,214.2,7.22,moen-eva-brushed-nickel-posi-temp-r-shower-only,44350985764967,7715584344167
