sku,titulo,perfil,preco_usd,peso_real_lb,volume_pol3,peso_dimensional_lb,lb_extra_faturado,razao_dim_real,acao
MILW-48-22-8436,Milwaukee Tools 48-22-8436 PACKOUT™ Compact Low-Profile Organizer,Standard,54.81,2.43,403.0,2.9,0.47,1.2,revisar cotacao
DEAR-P9703WBG,"Dearborn® P9703WBG 1-1/2 in. P-Trap with Threaded PVC Adapter, and Reversible J-Bend, Bagged",Standard,2.44,0.4,121.0,0.87,0.47,2.2,revisar cotacao
SIOU-521-725,"Sioux Chief 521-725 Carrier Bracket 1"" CTS hole",General,17.92,0.48,132.0,0.95,0.47,2.0,mover p/ Freight ou Standard
SIOU-521-728,"Sioux Chief 521-728 Carrier Bracket 1"" CTS notch for prefab",General,17.92,0.48,132.0,0.95,0.47,2.0,mover p/ Freight ou Standard
AMST-5503A00B.020,American Standard 5503A00B.020 Transitional Slow-Close Elongated Toilet Seat White,Standard,55.76,5.0,759.0,5.46,0.46,1.1,revisar cotacao
BEMI-200E4-000,"Bemis 200E4-000 - Affinity® 14-3/8"" x 16-5/16 to 16-13/16"" x 2-3/16"", White, Plastic, Closed Front, Round, Toilet Seat with Cover",Standard,68.19,4.67,714.0,5.13,0.46,1.1,revisar cotacao
MOEN-26100EPSRN,Moen 26100EPSRN Engage 6-Spray Wall Mount Handheld Shower Head in Spot Resist Brushed Nickel,Standard,80.67,2.2,369.0,2.66,0.46,1.2,revisar cotacao
SIOU-490-10341,Sioux Chief 490-10341 Mansfield Flush Valve Gasket New Style,General,2.94,0.02,65.0,0.47,0.45,23.6,mover p/ Freight ou Standard
MOEN-WMV130CIS,Moen WMV130CIS M-Pact Wallmount Tub Filler Rough-in Valve with 1/2 in. CC and Ips Connections,General,127.29,0.9,188.0,1.35,0.45,1.5,mover p/ Freight ou Standard
CTRO-ISEP02,"Centrotherm 2"" x 20"" End Pipe PPs-UV Black",Standard,11.04,0.35,111.0,0.8,0.45,2.3,revisar cotacao
MILW-2475-20,Milwaukee Tools 2475-20 M12™ Compact Inflator,General,203.33,3.83,594.0,4.27,0.44,1.1,mover p/ Freight ou Standard
SIOU-521-558,"Sioux Chief 521-558 Double 1-11/32"" Hole",Standard,1.62,0.48,128.0,0.92,0.44,1.9,revisar cotacao
MOEN-7594BL,Moen 7594BL Arbor Single-Handle Pull-Down Sprayer Kitchen Faucet with Power Boost in Matte Black,General,506.78,7.2,1061.0,7.63,0.43,1.1,mover p/ Freight ou Standard
VEGA-50520,"Viega 50520 Plastic Coated Steel, Drop Ear, Bend Support for 3/8"" and 1/2"" PureFlow PEX Fitting",General,2.98,0.08,70.0,0.5,0.42,6.3,mover p/ Freight ou Standard
VEGA-15107,"Viega 15107 1/2"", Plastic, Bend Support for Pipe/Slab",General,5.24,0.14,78.0,0.56,0.42,4.0,mover p/ Freight ou Standard
VEGA-28850,"Viega 28850 4"" x 2-1/2"" - (FTG(IPS)-P) - Coupling (Street Reducer), MegaPress®G",General,382.45,0.95,190.0,1.37,0.42,1.4,mover p/ Freight ou Standard
MOEN-S134BL,Moen S134BL Matte black shower arm,General,165.98,1.0,197.0,1.42,0.42,1.4,mover p/ Freight ou Standard
VEGA-26075,"Viega 26075 2""x2"" - (P-FTG(IPS)) - 90 Deg Elbow (Street), MegaPress®",General,114.12,0.4,114.0,0.82,0.42,2.1,mover p/ Freight ou Standard
CTRO-ISIA0203,Centrotherm 2'' to 3'' Increaser,Standard,36.27,0.2,84.0,0.61,0.41,3.0,revisar cotacao
MOEN-3558EPBL,Moen 3558EPBL 30 in. Eco-Performance Wall Bar with 5-Spray Handheld Shower in Matte Black,General,349.73,4.12,630.0,4.53,0.41,1.1,mover p/ Freight ou Standard
MOEN-150259,Moen Hose kit 150259,General,42.88,0.48,124.0,0.89,0.41,1.9,mover p/ Freight ou Standard
CTRO-ISEI0203,Centrotherm 2'' to 3'' Eccentric Increaser,Standard,70.88,0.2,84.0,0.61,0.41,3.0,revisar cotacao
GROH-32.298DC3,Grohe 32298DC3 Single-Handle Pull Down Kitchen Faucet Triple Spray 1.75 GPM in GROHE SUPERSTEEL,General,700.14,5.0,752.0,5.41,0.41,1.1,mover p/ Freight ou Standard
DURA-0063390000,Duravit 0063390000 Elongated Slow Close Toilet Seat in White,General,199.88,4.41,669.0,4.81,0.4,1.1,mover p/ Freight ou Standard
VEGA-20839,"Viega 20839 4""x4"" - (P-FPT) - Female Adapter, ProPress®",General,710.14,0.5,125.0,0.9,0.4,1.8,mover p/ Freight ou Standard
MOEN-159560,Moen Hose kit 159560,General,44.59,0.46,120.0,0.86,0.4,1.9,mover p/ Freight ou Standard
MILW-48-32-4096,Milwaukee Tools 48-32-4096 55 Piece SHOCKWAVE™ Impact Duty Driver Bit Set,General,64.28,2.12,351.0,2.52,0.4,1.2,mover p/ Freight ou Standard
BEMI-1955CT-047,"Bemis - STA-TITE® 14-1/2"" x 18-9/16"", Black Plastic, Non-Self-Sustaining Check/Self-Sustaining Check Hinge, Elongated, Open Front, Heavy Duty, Toilet",Standard,42.99,4.17,633.0,4.56,0.39,1.1,revisar cotacao
MOEN-T2471,Moen T2471 Genta LX 1-Handle Posi-Temp Valve Trim Kit in Chrome (Valve Not Included),General,56.86,1.65,283.0,2.04,0.39,1.2,mover p/ Freight ou Standard
BEMI-1955CT-000,"Bemis 1955CT-000 STA-TITE® 14-1/2"" x 18-9/16"" Elongated Open Front Toilet Seat, Check Hinge, White Plastic, Heavy Duty",Standard,40.19,4.17,633.0,4.56,0.39,1.1,revisar cotacao
MOEN-141002,Moen 141002 Escutcheon Chrome,General,73.74,0.8,165.0,1.19,0.39,1.5,mover p/ Freight ou Standard
VEGA-92321,"Viega 92321 1/2"" x 1/2"", PureFlow Press x FTG, 160 PSI, Lead-Free, Brazed Copper, L, 90D Street Stubout with Wall Plate",General,10.41,0.26,91.0,0.65,0.39,2.5,mover p/ Freight ou Standard
DIAB-DHS06CFS,Diablo DHS06CFS 6 pc Steel Demon™ Carbide Teeth Hole Cutter Set (6-Pieces),General,189.12,0.24,87.0,0.62,0.38,2.6,mover p/ Freight ou Standard
MOEN-T2901,Moen T2901 Gibson Single-Handle Posi-Temp Valve Only Faucet Trim Kit in Chrome (Valve not Included),General,59.37,1.6,275.0,1.98,0.38,1.2,mover p/ Freight ou Standard
TOTO-YT930-MS,"TOTO® Dual Flush Round Push Button Plate for Select DuoFit In-Wall Tank Unit, Matte Silver - YT930#MS",General,135.72,0.63,140,1.01,0.38,1.6,mover p/ Freight ou Standard
DIAB-DHS3000CT,"Diablo DHS3000CT 3"" Carbide Teeth Hole Saw for Wood and Metal",General,48.95,0.24,86.0,0.62,0.38,2.6,mover p/ Freight ou Standard
DELT-RP62088SS,Delta RP62088SS In2ition® Two-In-One Shower Stainless,General,410.4,2.2,359.0,2.58,0.38,1.2,mover p/ Freight ou Standard
TOTO-YT930-WH,"TOTO® Dual Flush Round Push Button Plate for Select DuoFit In-Wall Tank Unit, White Matte - YT930#WH",General,127.57,0.63,140,1.01,0.38,1.6,mover p/ Freight ou Standard
DIAB-DHS2563CTR,"Diablo DHS2563CTR 2-9/16"" Demo Demon® Carbide Teeth Rough-In Hole Saw",General,61.61,0.24,86.0,0.62,0.38,2.6,mover p/ Freight ou Standard
TOTO-YT920-MS,"TOTO® Dual Flush Rectangle Push Button Plate for Select DuoFit In-Wall Tank Unit, Matte Silver - YT920#MS",General,151.0,0.63,140,1.01,0.38,1.6,mover p/ Freight ou Standard
MOEN-CL6302,"Moen CL6302 Chrome one-function 4-3/8"" diameter spray head standard",General,114.47,0.9,178.0,1.28,0.38,1.4,mover p/ Freight ou Standard
DIAB-DHS3000CTR,"Diablo DHS3000CTR 3"" Demo Demon® Carbide Teeth Rough-In Hole Saw",General,76.62,0.24,86.0,0.62,0.38,2.6,mover p/ Freight ou Standard
TOTO-YT920-WH,"TOTO® Dual Flush Rectangle Push Button Plate for Select DuoFit In-Wall Tank Unit, White Matte - YT920#WH",General,127.57,0.63,140,1.01,0.38,1.6,mover p/ Freight ou Standard
HGRO-71734821,"hansgrohe 71734821 Talis E Wall-Mounted Single-Handle Faucet Trim, 1.2 GPM in Brushed Nickel",General,538.2,5.0,746.0,5.37,0.37,1.1,mover p/ Freight ou Standard
GROH-27.59810E,"Grohe 2759810E 24"" Shower Slide Bar Kit - 2 Sprays, 1.5 gpm in GROHE CHROME",Standard,85.17,2.43,389.0,2.8,0.37,1.2,revisar cotacao
DELT-EP102157,Delta EP102157 A/C Power Supply,General,72.9,0.33,98.0,0.7,0.37,2.1,mover p/ Freight ou Standard
GROH-07.227000,Grohe 07227000 Connection Tube in GROHE CHROME,General,62.1,0.52,123.0,0.89,0.37,1.7,mover p/ Freight ou Standard
VEGA-79695,"Viega 79695 2"" x 2"", ProPress x Flanged, 300 PSI, 0.84"" Thick, Lead-Free, Bronze, EPDM Sealing Element, 2-Piece, Straight, Adapter Flange",General,461.96,0.8,161.0,1.16,0.36,1.5,mover p/ Freight ou Standard
FLUI-640,"Fluidmaster 640 Perfect Fit Toilet Tank Lever, White",General,11.5,0.3,90.0,0.65,0.35,2.2,mover p/ Freight ou Standard
AMST-2282.001.020,American Standard 2282001.020 Baby Devoro 1.28 gpf/4.8 Lpf 10-1/4-Inch Height Top Spud Elongated Bowl White,Standard,234.69,35.8,5025.0,36.15,0.35,1.0,revisar cotacao
AMST-3128.001.020,American Standard 3128001.020 Baby Devoro 10-1/4-Inch Height Elongated Bowl White,Standard,168.94,35.8,5025.0,36.15,0.35,1.0,revisar cotacao
DIAB-DHS2625CT,"Diablo DHS2625CT 2-5/8"" Carbide Teeth Hole Saw for Wood and Metal",General,42.55,0.24,83.0,0.59,0.35,2.5,mover p/ Freight ou Standard
DURA-0020090000,Duravit ME by Starck Round Slow Close Toilet Seat in White 0020090000,General,219.38,4.6,688.0,4.95,0.35,1.1,mover p/ Freight ou Standard
HGRO-71733001,"hansgrohe 71733001 Talis E Widespread Faucet 150 with Pop-Up Drain, 1.2 GPM in Chrome",General,526.5,8.27,1199.0,8.62,0.35,1.0,mover p/ Freight ou Standard
DIAB-D1484X,"Diablo D1484X 14"" x 84-Teeth Fine Finish Saw Blade for Wood",General,149.09,0.73,150.0,1.08,0.35,1.5,mover p/ Freight ou Standard
ROHL-U.1998,Perrin & Rowe U.1998 High Performance Hot Water Tank in,General,1078.35,5.0,742.0,5.34,0.34,1.1,mover p/ Freight ou Standard
GROH-46.298SD0,"Grohe 46298SD0 Pull-Out Spray in GROHE STAINLESS STEEL, BRUSHED",General,289.8,0.35,96.0,0.69,0.34,2.0,mover p/ Freight ou Standard
HGRO-31073821,"hansgrohe 31073821 Metris C Widespread Faucet 100 with Pop-Up Drain, 1.2 GPM in Brushed Nickel",General,1252.8,7.92,1148.0,8.26,0.34,1.0,mover p/ Freight ou Standard
MOEN-3892,Moen 3892 Gibson Non-Diverter Spout Chrome,General,78.86,1.24,218.0,1.57,0.33,1.3,mover p/ Freight ou Standard
ZOEL-10-0034,Zoeller Pump 10-0034 15' 13 AMP SINGLE PIGGYBACK VARIABLE LEVEL FLOAT SWITCH Normally Open,General,79.0,1.75,288.0,2.07,0.32,1.2,mover p/ Freight ou Standard
VEGA-98203,"Viega 98203 2"" PEX Ball Valve (Press) - PureFlow® Press (Brass)",General,262.74,0.17,68.0,0.49,0.32,2.9,mover p/ Freight ou Standard
ZOEL-10-0032,Zoeller Pump 10-0032 15' 15 AMP SINGLE PIGGYBACK VARIABLE LEVEL FLOAT SWITCH,General,129.8,1.75,288.0,2.07,0.32,1.2,mover p/ Freight ou Standard
VEGA-28875,"Viega 28875 2-1/2"" x 2-1/2"", MegaPressG x Flanged, 200 PSI, Zinc Nickel Coated, Carbon Steel, HNBR Sealing Element, Straight, Flange",General,374.67,0.95,176.0,1.27,0.32,1.3,mover p/ Freight ou Standard
VEGA-51040,"Viega 51040 5/8"", 3/4"", Plastic, Bend Support for PureFlow PEX Pipe (25 per Pack)",Standard,3.38,0.16,65.0,0.47,0.31,2.9,revisar cotacao
CTRO-IANS06,"Centrotherm 6"" Connector Ring",Standard,27.81,0.22,73,0.53,0.31,2.4,revisar cotacao
MOEN-S116,Moen S116 16 in. Pivoting Adjustable Shower Arm in Chrome,General,215.66,1.0,182.0,1.31,0.31,1.3,mover p/ Freight ou Standard
GROH-27.577002,"Grohe 27577002 24"" Shower Slide Bar Kit - 4 Sprays, 2.5 gpm in GROHE CHROME",Standard,121.56,2.61,405.0,2.91,0.3,1.1,revisar cotacao
HGRO-72410671,hansgrohe 72410671 Talis S Tub Spout in Matte Black,General,288.9,0.6,125.0,0.9,0.3,1.5,mover p/ Freight ou Standard
AMST-0355.012.020,American Standard 0355012.020 Lucerne Wall-Hung Sink With 4-Inch Centerset White,General,100.69,43.9,6142.0,44.19,0.29,1.0,mover p/ Freight ou Standard
AMST-0356.421.020,American Standard 0356421.020 Lucerne Wall-Hung Sink With Center Hole Only White,General,100.69,43.9,6142.0,44.19,0.29,1.0,mover p/ Freight ou Standard
HOLD-734,"HoldRite Turnout Support, 1/2-in",Standard,3.66,0.22,71.0,0.51,0.29,2.3,revisar cotacao
HGRO-04815670,hansgrohe 04815670 Locarno Tub Spout with Diverter in Matte Black,General,385.2,0.6,124.0,0.89,0.29,1.5,mover p/ Freight ou Standard
AMST-0355.034.020,American Standard 0355034.020 Lucerne Wall-Hung Sink With 4-Inch Centerset and Extra Right-Hand Hole White,General,134.82,43.9,6142.0,44.19,0.29,1.0,mover p/ Freight ou Standard
AMST-0356.015.020,American Standard 0356015.020 Lucerne Wall-Hung Sink With 8-Inch Widespread White,General,100.69,43.9,6142.0,44.19,0.29,1.0,mover p/ Freight ou Standard
DELT-T14059,Delta T14059 Trinsic® Monitor® 14 Series Valve Only Trim Chrome,General,183.73,1.08,190.0,1.37,0.29,1.3,mover p/ Freight ou Standard
MOEN-5923EWSRS,"Moen 5923EWSRS Align Touchless 1-Handle Pull-Down Sprayer Kitchen Faucet, MotionSense Wave and Spring Spout in Spot Resist Stainless",General,1006.02,9.6,1375.0,9.89,0.29,1.0,mover p/ Freight ou Standard
VEGA-15206,"Viega 15206 19"" x 5"", Aluminum, Heat Transfer Plate for 11415/11418 Barrier PEX Tubing",Standard,2.96,0.15,60.0,0.43,0.28,2.9,revisar cotacao
RECT-97023,"RectorSeal Clean Check 97023 Extendable Backwater Valve, Installs Descretely, Plumbing, 3""",General,233.56,7.0,1012.0,7.28,0.28,1.0,mover p/ Freight ou Standard
MOEN-T3111,Moen T3111 Kingsley Single-Handle Moentrol Valve Trim Kit in Chrome (Valve Not Included),General,191.32,1.7,275.0,1.98,0.28,1.2,mover p/ Freight ou Standard
MOEN-6702,Moen 6702 Genta LX Single Hole Single-Handle Bathroom Faucet with Drain Assembly in Chrome,General,183.23,4.55,671.0,4.83,0.28,1.1,mover p/ Freight ou Standard
MOEN-TS2201BL,Moen TS2201BL Doux 1-Handle Posi-Temp Valve Trim Kit in Matte Black (Valve Not Included),General,480.17,1.71,276.0,1.99,0.28,1.2,mover p/ Freight ou Standard
MOEN-7185SRS,Moen 7185SRS Brantford Single-Handle Pull-Down Sprayer Kitchen Faucet with Reflex and Power Boost in Spot Resist Stainless,General,510.63,7.36,1061.0,7.63,0.27,1.0,mover p/ Freight ou Standard
MOEN-114299,Moen Hose kit 114299,Standard,51.82,0.31,81,0.58,0.27,1.9,revisar cotacao
MPEX-1250010,"MrPEX Systems 1250010 1"" x 100' Red O2 Barrier PEX-a Tubing",Standard,357.13,29.2,4096,29.47,0.27,1.0,revisar cotacao
TOTO-THU500S,"TOTO® Replacement Flapper for Select TOTO 3"" Flush Valve Tanks - THU500S",Standard,18.23,0.63,124.0,0.89,0.26,1.4,revisar cotacao
RECT-66350,"RectorSeal 66350 Metacaulk Intumescent Pipe Collar 66353, Fits Well in Limited Access Areas, Firestop, 3""",General,35.67,0.43,96.0,0.69,0.26,1.6,mover p/ Freight ou Standard
DELT-T17264-I,Delta Ashlyn® Monitor® 17 Series Shower Trim with In2ition® Chrome T17264-I,General,289.17,4.4,648,4.66,0.26,1.1,mover p/ Freight ou Standard
FLUI-641,"Fluidmaster 641 Perfect Fit Toilet Tank Lever, Chrome",Standard,13.07,0.4,90.0,0.65,0.25,1.6,revisar cotacao
VEGA-28750,"Viega 28750 4""x4"" - (P-MPT) - Male Adapter, MegaPress®G",General,482.43,0.95,167.0,1.2,0.25,1.3,mover p/ Freight ou Standard
FLUI-642,"Fluidmaster 642 Perfect Fit Toilet Tank Lever, Brushed Nickel",General,13.75,0.4,90.0,0.65,0.25,1.6,mover p/ Freight ou Standard
DXVF-D35005522.191,DXV D35005522.191 2-Handle Thermostatic Rough Valve with 2-Way Diverter Non-Shared Functions,General,693.6,3.0,451.0,3.25,0.25,1.1,mover p/ Freight ou Standard
MUST-360.210,"E. L Mustee & Sons 360.210 E.L. Mustee & Sons - (Miscellaneous Item) White - Collapsible, Continuous",Standard,65.59,1.0,173.0,1.24,0.24,1.2,revisar cotacao
VEGA-28660,"Viega 28660 2-1/2"" x 2-1/2"" x 2-1/2"" - (P-P-P) - Tee (Reducing), MegaPress®G",General,496.42,0.95,165.0,1.19,0.24,1.3,mover p/ Freight ou Standard
GROH-13.407003,Diverter Tub Spout in GROHE CHROME 13407003,General,123.78,0.6,116.0,0.84,0.24,1.4,mover p/ Freight ou Standard
MUST-65.600,"E. L Mustee & Sons 65.600 24"" x 3"", Stainless Steel, Hanger for Mop Service Basin",General,89.14,1.0,173.0,1.24,0.24,1.2,mover p/ Freight ou Standard
MUST-65.700,E. L Mustee & Sons 65.700 E.L. Mustee & Sons - (Miscellaneous Items) - Heavy Duty,Standard,53.07,1.0,173.0,1.24,0.24,1.2,revisar cotacao
VEGA-28680,"Viega 28680 2-1/2"" x 2-1/2"" x 2"" - (P-P-P) - Tee (Reducing), MegaPress®G",General,486.44,0.95,165.0,1.19,0.24,1.3,mover p/ Freight ou Standard
MUST-63.401,E. L Mustee & Sons 63.401 E.L. Mustee & Sons - (Bottom Grid) White -,Standard,30.22,1.0,173.0,1.24,0.24,1.2,revisar cotacao
MUST-65.311,E. L Mustee & Sons 65.311 E.L. Mustee & Sons - DURASTONE® (Flange & Stopper) Red -,Standard,15.03,1.0,173.0,1.24,0.24,1.2,revisar cotacao
GROH-13.407EN3,Diverter Tub Spout in GROHE BRUSHED NICKEL 13407EN3,General,166.31,0.6,117.0,0.84,0.24,1.4,mover p/ Freight ou Standard
HGRO-27451821,AXOR 27451821 ShowerSolutions Wall Outlet with Check Valves in Brushed Nickel,Standard,158.4,0.31,75.0,0.54,0.23,1.7,revisar cotacao
HGRO-27451001,AXOR 27451001 ShowerSolutions Wall Outlet with Check Valves in Chrome,Standard,119.62,0.31,75.0,0.54,0.23,1.7,revisar cotacao
DELT-RP46074,Delta RP46074 Cartridge Assembly MultiChoice® Universal 13 / 14 Series,General,106.52,0.35,79.0,0.57,0.22,1.6,mover p/ Freight ou Standard
DIAB-DHS2500CT,"Diablo DHS2500CT 2-1/2"" Carbide Teeth Hole Saw for Wood and Metal",General,41.16,0.24,64.0,0.46,0.22,1.9,mover p/ Freight ou Standard
DELT-RP50587,Delta RP50587 Cartridge DIAMOND™ Valve Single-Handle,General,69.39,0.16,53.0,0.38,0.22,2.4,mover p/ Freight ou Standard
DELT-RP32104,Delta RP32104 Cartridge Assembly Monitor® 17 Series 04/2006 and earlier,General,138.6,0.35,79.0,0.57,0.22,1.6,mover p/ Freight ou Standard
DELT-RP19804,Delta RP19804 Cartridge Assembly 1300 / 1400 Series 04/2006 and earlier,General,111.91,0.35,79.0,0.57,0.22,1.6,mover p/ Freight ou Standard
MOEN-3829BL,Moen 3829BL Matte black nondiverter spouts,General,130.32,0.52,103.0,0.74,0.22,1.4,mover p/ Freight ou Standard
PVCF-400-90EL-P,"Charlotte Pipe PVC-02300-2000 4"" PVC SCH40 90° Elbow - Socket x Socket",Standard,32.61,1.82,282.0,2.03,0.21,1.1,revisar cotacao
AMST-5901.110T.020,American Standard 5901110T.020 Commercial Heavy Duty Open Front Elongated Toilet Seat With EverClean® Surface White,Standard,47.43,5.0,724.0,5.21,0.21,1.0,revisar cotacao
MOEN-MANCIS,Moen M-Pact Brass rough in valve MANCIS,General,64.3,0.52,101.0,0.73,0.21,1.4,mover p/ Freight ou Standard
CTRO-ISAAL0303,"Centrotherm 3"" Appliance Adaptor PVC to PPs Long",Standard,63.75,0.25,63.0,0.45,0.2,1.8,revisar cotacao
CTRO-ISAGL0303,"Centrotherm 3"" Appliance Adaptor PVC to PPs w/Gasket",Standard,63.75,0.25,63.0,0.45,0.2,1.8,revisar cotacao
DIAB-DHS2563,"Diablo DHS2563 2-9/16"" Bi-Metal Hole Saw",General,20.34,0.49,95.0,0.69,0.2,1.4,mover p/ Freight ou Standard
BRIZ-692476-PC,"Brizo 692476-PC Invari® 24"" Towel Bar Chrome",General,211.59,1.0,166.0,1.2,0.2,1.2,mover p/ Freight ou Standard
GROH-19.867EN3,Grohe 19867EN3 Pressure Balance Valve Trim with Diverter in GROHE BRUSHED NICKEL,General,400.19,1.7,264.0,1.9,0.2,1.1,mover p/ Freight ou Standard
GROH-40.365001,"Grohe 40365001 8"" Towel Ring in GROHE CHROME",Standard,56.19,0.93,157.0,1.13,0.2,1.2,revisar cotacao
VEGA-65104,"Viega 65104 4-Port PEX PureFlow Crimp Manifold Tee - 3/4"" Crimp Inlet, Closed Outlet - (4) 1/2"" Crimp Ports - Composite",General,20.34,0.06,35.0,0.26,0.2,4.3,mover p/ Freight ou Standard
VEGA-28630,"Viega 28630 2-1/2"" x 2-1/2"" - (P-P) - 45 Deg Elbow, MegaPress®G",General,345.7,0.95,160.0,1.15,0.2,1.2,mover p/ Freight ou Standard
MOEN-S3879EPBN,Moen S3879EPBN 90 Degree Eco-Performance 1-Spray 3 in. Hand Shower in Brushed Nickel,General,1029.25,4.38,636.0,4.57,0.19,1.0,mover p/ Freight ou Standard
MOEN-5923SRS,Moen 5923SRS Align Single-Handle Pull-Down Sprayer Kitchen Faucet with Power Clean and Spring Spout in Spot Resist Stainless,General,803.19,8.3,1180.0,8.49,0.19,1.0,mover p/ Freight ou Standard
MOEN-10399,Moen Handle extension kit Chrome 10399,General,55.29,0.2,54.0,0.39,0.19,1.9,mover p/ Freight ou Standard
WATT-0792024,"Watts 0792024 1/2"" Lead Free Spill-Resistant Anti-Siphon Vacuum Breaker Backflow Preventer, Quarter Turn Shutoff, Polymer Coating",General,1405.9,0.48,94.0,0.67,0.19,1.4,mover p/ Freight ou Standard
BRAS-R1701DVX-R,"BrassCraft R1701DVX R 1/2"" x 3/8"" x 3/8"" Dual Stop - FIP x Comp x Comp, Rough Brass",General,55.62,0.4,81.0,0.58,0.18,1.5,mover p/ Freight ou Standard
WATC-959290-BZ-11-C,Watco 959290-BZ-11-C QuickTrim® Innovator® LIFT & TURN Carded Trim Kit With Adapter Bar & Star Nut Rubbed Bronze,General,66.2,0.6,108.0,0.78,0.18,1.3,mover p/ Freight ou Standard
DELT-RP46463,Delta RP46463 Cartridge Assembly MultiChoice® Universal 17 Series,General,138.6,0.39,79.0,0.57,0.18,1.5,mover p/ Freight ou Standard
MOEN-T2151,Moen T2151 Brantford Single-Handle Posi-Temp Valve Trim Kit in Chrome (Valve Sold Separately),General,60.55,1.8,275.0,1.98,0.18,1.1,mover p/ Freight ou Standard
MOEN-T2131,Moen T2131 Eva Single-Handle Posi-Temp Valve Trim Kit in Chrome (Valve Sold Separately),General,60.55,1.8,275.0,1.98,0.18,1.1,mover p/ Freight ou Standard
MOEN-MANCXS,Moen M-Pact Brass rough in valve MANCXS,General,64.3,0.52,97.0,0.7,0.18,1.3,mover p/ Freight ou Standard
HOLD-TRW3V,"HoldRite® TRW3V TestRite® 3"" Test Wedge with Valve",General,54.73,1.0,164.0,1.18,0.18,1.2,mover p/ Freight ou Standard
DELT-73224-SS,"Delta 73224-SS Woodhurst™ Towel Bar 24"" Stainless",General,57.87,1.0,164.0,1.18,0.18,1.2,mover p/ Freight ou Standard
MILW-48-22-2330,Milwaukee Tools 48-22-2330 8-in-1 Compact Ratcheting Multi-bit Driver,General,30.09,0.42,83.0,0.59,0.17,1.4,mover p/ Freight ou Standard
OATE-12806,Oatey® 12806 3 in. - 6 in. Sideflash 12.5 in.-12 in. Base Vertical Flashing,General,10.73,0.25,59.0,0.42,0.17,1.7,mover p/ Freight ou Standard
MOEN-CL155694BN,Moen CL155694BN Handshower Bracket in Brushed Nickel,Standard,43.76,0.4,79.0,0.57,0.17,1.4,revisar cotacao
HONE-HPZC103/U,Resideo HPZC103/U Three Zone Valve Controller,General,201.03,3.1,454.0,3.26,0.16,1.1,mover p/ Freight ou Standard
MOEN-TL470,Moen TL470 Chateau Standard Valve Trim in Chrome,General,39.86,1.41,218.0,1.57,0.16,1.1,mover p/ Freight ou Standard
MOEN-T6193BL,Moen T6193BL Align 8 in. Widespread 2-Handle Bathroom Faucet Trim Kit in Matte Black (Valve Sold Separately),General,576.56,5.31,761.0,5.47,0.16,1.0,mover p/ Freight ou Standard
HONE-HPZC104/U,Resideo HPZC104/U Four Zone Valve Controller,General,226.14,3.1,454.0,3.26,0.16,1.1,mover p/ Freight ou Standard
GROH-26.468000,"Grohe 26468000 150 Shower Head, 6"" - 1 Spray, 1.75 gpm in GROHE CHROME",General,206.55,1.16,184.0,1.32,0.16,1.1,mover p/ Freight ou Standard
MOEN-S176EP,"Moen S176EP Fina 1-Spray 7"" Eco-Performance Shower Head featuring Immersion in Chrome",General,301.45,2.8,411.0,2.96,0.16,1.1,mover p/ Freight ou Standard
GROH-27.412EN0,"Grohe 27412EN0 6-1/4"" Shower Arm in Grohe Brushed Nickel",General,122.27,0.53,96.0,0.69,0.16,1.3,mover p/ Freight ou Standard
SIOU-869-SSL,Sioux Chief 869-SSL Collar & Lid for Shallow Access Sleeve,Standard,17.09,5.0,717.0,5.16,0.16,1.0,revisar cotacao
MILW-49-90-1900,Milwaukee Tools HEPA Filter 49-90-1900,General,48.51,0.73,123.0,0.88,0.15,1.2,mover p/ Freight ou Standard
MILW-48-22-1501,Milwaukee Tools 48-22-1501 FASTBACK™ Folding Utility Knife,General,22.08,0.41,78.0,0.56,0.15,1.4,mover p/ Freight ou Standard
MOEN-T3691BL,Moen T3691BL Voss Moentrol Valve Trim in Matte Black,General,427.32,1.83,275.0,1.98,0.15,1.1,mover p/ Freight ou Standard
SIOU-821-2SMQPK2,Sioux Chief 821-2SMQPK2 Matte Black Square Strainer for 821 Drain,General,101.94,0.88,141.0,1.02,0.14,1.2,mover p/ Freight ou Standard
ZOEL-311-0002,"Zoeller Pump 311-0002 MODEL 311 PORTABLE DEWATERING PUMP - 3/4"" Garden Hose, 115 V",Standard,240.76,7.75,1097.0,7.89,0.14,1.0,revisar cotacao
HOLD-TRW4,"HoldRite® TRW4 TestRite® 4"" Test Wedge",General,57.63,1.3,200.0,1.44,0.14,1.1,mover p/ Freight ou Standard
BRIZ-R62707,Brizo R62707 3-Hole Roman Tub Rough,General,202.81,3.21,465.0,3.35,0.14,1.0,mover p/ Freight ou Standard
DIAB-DHS2500,"Diablo DHS2500 2-1/2"" Bi-Metal Hole Saw",General,20.02,0.49,87.0,0.63,0.14,1.3,mover p/ Freight ou Standard
MOEN-96782,Moen 96782 Chateau Handle kit,General,37.92,0.21,49.0,0.35,0.14,1.7,mover p/ Freight ou Standard
MOEN-S3946C,Moen S3946C Transitional Soap Dispenser in Chrome,General,211.69,1.69,255.0,1.83,0.14,1.1,mover p/ Freight ou Standard
VEGA-28645,"Viega 28645 2-1/2"" x 2-1/2"" - (P-FTG(IPS)) - 45 Deg Elbow (Street), MegaPress®G",General,345.7,0.95,151.0,1.09,0.14,1.1,mover p/ Freight ou Standard
